timestamp,timestamp_last_signal,channel_count,rssi,rc_lost_frame_count,rc_total_frame_count,rc_ppm_frame_length,values[0],values[1],values[2],values[3],values[4],values[5],values[6],values[7],values[8],values[9],values[10],values[11],values[12],values[13],values[14],values[15],values[16],values[17],rc_failsafe,rc_lost,input_source
520440695,520440695,18,42,0,0,0,1514,1514,1102,1927,1514,1550,1100,874,874,1100,874,874,874,874,874,1100,998,998,0,0,4
520500936,520500936,18,42,0,0,0,1514,1514,1102,1927,1514,1550,1100,874,874,1100,874,874,874,874,874,1100,998,998,0,0,4
520541101,520541101,18,42,0,0,0,1514,1514,1102,1927,1514,1550,1100,874,874,1100,874,874,874,874,874,1100,998,998,0,0,4
520600865,520600865,18,42,0,0,0,1514,1514,1102,1927,1514,1550,1100,874,874,1100,874,874,874,874,874,1100,998,998,0,0,4
520661288,520661288,18,42,0,0,0,1514,1514,1102,1927,1514,1550,1100,874,874,1100,874,874,874,874,874,1100,998,998,0,0,4
520701180,520701180,18,42,0,0,0,1514,1514,1102,1927,1514,1550,1100,874,874,1100,874,874,874,874,874,1100,998,998,0,0,4
520761040,520761040,18,42,0,0,0,1514,1514,1102,1927,1514,1550,1100,874,874,1100,874,874,874,874,874,1100,998,998,0,0,4
520801130,520801130,18,42,0,0,0,1514,1514,1102,1927,1514,1550,1100,874,874,1100,874,874,874,874,874,1100,998,998,0,0,4
520861481,520861481,18,42,0,0,0,1514,1514,1102,1927,1514,1550,1100,874,874,1100,874,874,874,874,874,1100,998,998,0,0,4
520921173,520921173,18,42,0,0,0,1514,1514,1102,1927,1514,1550,1100,874,874,1100,874,874,874,874,874,1100,998,998,0,0,4
520961323,520961323,18,42,0,0,0,1514,1514,1102,1927,1514,1550,1100,874,874,1100,874,874,874,874,874,1100,998,998,0,0,4
521021554,521021554,18,42,0,0,0,1514,1514,1102,1927,1514,1550,1100,874,874,1100,874,874,874,874,874,1100,998,998,0,0,4
521061587,521061587,18,42,0,0,0,1514,1514,1102,1927,1514,1550,1100,874,874,1100,874,874,874,874,874,1100,998,998,0,0,4
521121396,521121396,18,42,0,0,0,1514,1514,1102,1927,1514,1550,1100,874,874,1100,874,874,874,874,874,1100,998,998,0,0,4
521181728,521181728,18,42,0,0,0,1514,1514,1102,1927,1514,1550,1100,874,874,1100,874,874,874,874,874,1100,998,998,0,0,4
521221717,521221717,18,42,0,0,0,1514,1514,1102,1927,1514,1550,1100,874,874,1100,874,874,874,874,874,1100,998,998,0,0,4
521281601,521281601,18,42,0,0,0,1514,1514,1102,1927,1514,1550,1100,874,874,1100,874,874,874,874,874,1100,998,998,0,0,4
521321633,521321633,18,42,0,0,0,1514,1514,1102,1927,1514,1550,1100,874,874,1100,874,874,874,874,874,1100,998,998,0,0,4
521381963,521381963,18,42,0,0,0,1514,1514,1102,1927,1514,1550,1100,874,874,1100,874,874,874,874,874,1100,998,998,0,0,4
521441746,521441746,18,42,0,0,0,1514,1514,1102,1927,1514,1550,1100,874,874,1100,874,874,874,874,874,1100,998,998,0,0,4
521481875,521481875,18,42,0,0,0,1514,1514,1102,1900,1514,1550,1100,874,874,1100,874,874,874,874,874,1100,998,998,0,0,4
521542390,521542390,18,42,0,0,0,1514,1514,1475,1514,1514,1550,1100,874,874,1100,874,874,874,874,874,1100,998,998,0,0,4
521582271,521582271,18,42,0,0,0,1514,1514,1514,1514,1514,1550,1100,874,874,1100,874,874,874,874,874,1100,998,998,0,0,4
521641999,521641999,18,42,0,0,0,1514,1514,1514,1514,1514,1550,1100,874,874,1100,874,874,874,874,874,1100,998,998,0,0,4
521682013,521682013,18,42,0,0,0,1514,1514,1514,1514,1514,1550,1100,874,874,1100,874,874,874,874,874,1100,998,998,0,0,4
521742226,521742226,18,42,0,0,0,1514,1514,1514,1514,1514,1550,1100,874,874,1100,874,874,874,874,874,1100,998,998,0,0,4
521801968,521801968,18,42,0,0,0,1514,1514,1514,1514,1514,1550,1100,874,874,1100,874,874,874,874,874,1100,998,998,0,0,4
521842122,521842122,18,42,0,0,0,1514,1514,1514,1514,1514,1550,1100,874,874,1100,874,874,874,874,874,1100,998,998,0,0,4
521902395,521902395,18,42,0,0,0,1514,1514,1514,1514,1514,1550,1100,874,874,1100,874,874,874,874,874,1100,998,998,0,0,4
521962266,521962266,18,42,0,0,0,1514,1514,1514,1514,1514,1550,1100,874,874,1100,874,874,874,874,874,1100,998,998,0,0,4
521982640,521982640,18,42,0,0,0,1514,1514,1514,1514,1514,1550,1100,874,874,1100,874,874,874,874,874,1100,998,998,0,0,4
522062691,522062691,18,42,0,0,0,1514,1514,1514,1514,1514,1550,1100,874,874,1100,874,874,874,874,874,1100,998,998,0,0,4
522102645,522102645,18,42,0,0,0,1514,1514,1514,1514,1514,1550,1100,874,874,1100,874,874,874,874,874,1100,998,998,0,0,4
522162473,522162473,18,42,0,0,0,1514,1514,1514,1514,1514,1550,1100,874,874,1100,874,874,874,874,874,1100,998,998,0,0,4
522222802,522222802,18,42,0,0,0,1514,1514,1514,1514,1514,1550,1100,874,874,1100,874,874,874,874,874,1100,998,998,0,0,4
522262943,522262943,18,42,0,0,0,1514,1514,1514,1514,1514,1550,1100,874,874,1100,874,874,874,874,874,1100,998,998,0,0,4
522322663,522322663,18,42,0,0,0,1514,1514,1514,1514,1514,1550,1100,874,874,1100,874,874,874,874,874,1100,998,998,0,0,4
