timestamp,ref_timestamp,ref_lat,ref_lon,x,y,z,delta_xy[0],delta_xy[1],delta_z,vx,vy,vz,z_deriv,delta_vxy[0],delta_vxy[1],delta_vz,ax,ay,az,yaw,ref_alt,dist_bottom,dist_bottom_rate,eph,epv,evh,evv,vxy_max,vz_max,hagl_min,hagl_max,xy_valid,z_valid,v_xy_valid,v_z_valid,xy_reset_counter,z_reset_counter,vxy_reset_counter,vz_reset_counter,xy_global,z_global,dist_bottom_valid
520167668,15800481,30.6571691,-84.20851950000001,0.3661284,0.25418103,-3.4127343,0.0013574644,-0.0026631723,0.0,-0.013568474,0.023161111,0.0032190764,0.014383877,0.01501895,-0.009971928,0.07579388,0.02716464,-0.025621051,-0.02988338,0.41525567,64.34459,0.11147857,-0.0032190764,0.18993314,0.6085542,0.11702946,0.12822416,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,0
520270878,15800481,30.6571691,-84.20851950000001,0.36738122,0.25417227,-3.4076,0.0013574644,-0.0026631723,0.0,-0.0141304545,0.02284032,0.005651707,0.02021563,0.01501895,-0.009971928,0.07579388,-0.013029825,-0.016565666,0.07882731,0.4154196,64.34459,0.10448623,-0.005651707,0.19025029,0.6098344,0.11717572,0.12838112,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,0
520374886,15800481,30.6571691,-84.20851950000001,0.3682382,0.25408748,-3.405387,0.0013574644,-0.0026631723,0.0,-0.013197666,0.021738216,0.0063496763,0.020901367,0.01501895,-0.009971928,0.07579388,0.024330925,0.036652043,-0.06252312,0.41600138,64.34459,0.10216546,-0.0063496763,0.19065417,0.609987,0.11738654,0.12846965,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,0
520470877,15800481,30.6571691,-84.20851950000001,0.36912978,0.25428978,-3.4034739,0.0013574644,-0.0026631723,0.0,-0.01315928,0.024173936,0.0074180937,0.02179664,0.01501895,-0.009971928,0.07579388,0.042668354,0.029530657,0.100996874,0.41485015,64.34459,0.10256481,-0.0074180937,0.19022186,0.6094917,0.117159985,0.12836519,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,0
520574878,15800481,30.6571691,-84.20851950000001,0.36967877,0.25405598,-3.401474,0.0013574644,-0.0026631723,0.0,-0.013030411,0.02184504,0.005318508,0.019509628,0.01501895,-0.009971928,0.07579388,0.022369778,0.052798346,-0.012430549,0.41539815,64.34459,0.10009003,-0.005318508,0.19057155,0.6096366,0.117329806,0.12844665,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,0
520678068,15800481,30.6571691,-84.20851950000001,0.3708008,0.25397044,-3.400203,0.0013574644,-0.0026631723,0.0,-0.013571765,0.023375535,0.007422135,0.020792035,0.01501895,-0.009971928,0.07579388,-0.09742979,0.02917087,0.084675565,0.41686398,64.34459,0.1,-0.007422135,0.19095223,0.6097812,0.11752273,0.12853034,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,0
520782071,15800481,30.6571691,-84.20851950000001,0.37204802,0.25412482,-3.3992968,0.0013574644,-0.0026631723,0.0,-0.01276711,0.021401431,0.006938965,0.019000845,0.01501895,-0.009971928,0.07579388,-0.11334678,-0.049042873,0.06832342,0.41340786,64.34459,0.1,-0.006938965,0.19130309,0.60992056,0.11769548,0.12861027,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,0
520878068,15800481,30.6571691,-84.20851950000001,0.37307054,0.25413454,-3.3983786,0.0013574644,-0.0026631723,0.0,-0.010442557,0.021190397,0.0042843856,0.015658885,0.01501895,-0.009971928,0.07579388,0.1677004,0.039790142,-0.035795443,0.41763508,64.34459,0.10202193,-0.0042843856,0.1909247,0.6105532,0.11750999,0.12858665,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,0
520981271,15800481,30.6571691,-84.20851950000001,0.37352502,0.25443992,-3.3965838,0.0013574644,-0.0026631723,0.0,-0.01306321,0.024975229,0.010009311,0.021109372,0.01501895,-0.009971928,0.07579388,-0.04178594,-0.11369212,0.05079767,0.41473877,64.34459,0.1,-0.010009311,0.19128004,0.6106886,0.11768897,0.12866566,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,0
521085272,15800481,30.6571691,-84.20851950000001,0.37399992,0.25448054,-3.395586,0.0013574644,-0.0026631723,0.0,-0.008625373,0.018964503,0.0053776195,0.01550091,0.01501895,-0.009971928,0.07579388,-0.04303691,0.0671559,-0.035155624,0.4152484,64.34459,0.1,-0.0053776195,0.19166127,0.61082345,0.11787262,0.12874688,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,0
