timestamp,roll_body,pitch_body,yaw_body,yaw_sp_move_rate,q_d[0],q_d[1],q_d[2],q_d[3],thrust_body[0],thrust_body[1],thrust_body[2],q_d_valid,roll_reset_integral,pitch_reset_integral,yaw_reset_integral,fw_control_yaw,apply_flaps
525967697,0.024070129,0.031075224,0.41590878,0.0,0.9783049,0.008566552,0.01768553,0.20623596,0.0,0.0,-0.1413914,1,0,0,0,0,0
526068098,0.028483149,0.019227238,0.41590878,0.0,0.97833914,0.011949046,0.012345461,0.2062944,0.0,0.0,-0.19286948,1,0,0,0,0,0
526167756,0.017071372,0.004882461,0.41590878,0.0,0.97842103,0.007847666,0.0041507864,0.20643032,0.0,0.0,-0.24025406,1,0,0,0,0,0
526268861,-0.033600245,-0.022974402,0.41590878,0.0,0.9782925,-0.0140650645,-0.01470602,0.20622724,0.0,0.0,-0.29765233,1,0,0,0,0,0
526367867,0.0011155334,0.008570092,0.41590878,0.0,0.97844666,-0.0003389377,0.0043078666,0.20645455,0.0,0.0,-0.34246317,1,0,0,0,0,0
526468522,-0.004502126,0.013776348,0.41590878,0.0,0.97842646,-0.0036246195,0.006274959,0.20646857,0.0,0.0,-0.38366076,1,0,0,0,0,0
526567968,-0.014433788,0.014974156,0.41590878,0.0,0.97839123,-0.008606867,0.005835575,0.20650055,0.0,0.0,-0.4129874,1,0,0,0,0,0
526668827,-0.018596975,0.016995436,0.41590878,0.0,0.97836137,-0.010852028,0.00639452,0.20651975,0.0,0.0,-0.4235329,1,0,0,0,0,0
526788106,-0.018301846,0.028202735,0.41590878,0.0,0.97829044,-0.011863887,0.011907448,0.2065559,0.0,0.0,-0.42573634,1,0,0,0,0,0
526888347,-0.013648937,0.032050036,0.41590878,0.0,0.9782843,-0.009984815,0.014269947,0.2065345,0.0,0.0,-0.4254645,1,0,0,0,0,0
526988935,-0.013584389,0.031789992,0.41590878,0.0,0.97828686,-0.009926417,0.01414941,0.20653358,0.0,0.0,-0.42811358,1,0,0,0,0,0
527088925,-0.010568363,0.037437096,0.41590878,0.0,0.9782498,-0.009033735,0.017223168,0.20651655,0.0,0.0,-0.40621886,1,0,0,0,0,0
527188790,-0.008889718,0.038106445,0.41590878,0.0,0.97825056,-0.008281722,0.017723905,0.20650215,0.0,0.0,-0.36920673,1,0,0,0,0,0
527288746,-0.0015418292,0.040984765,0.41590878,0.0,0.97824633,-0.004984682,0.019890342,0.20643087,0.0,0.0,-0.35923225,1,0,0,0,0,0
527388868,0.0029525578,0.040957097,0.41590878,0.0,0.97825533,-0.0027835069,0.020340648,0.2063857,0.0,0.0,-0.36047137,1,0,0,0,0,0
527489717,0.015380891,0.054584652,0.41590878,0.0,0.9781053,0.0018880053,0.028287368,0.20617048,0.0,0.0,-0.36262608,1,0,0,0,0,0
527589052,0.017014312,0.055905666,0.41590878,0.0,0.97808677,0.0025503715,0.029101718,0.20613806,0.0,0.0,-0.36079144,1,0,0,0,0,0
527689302,0.016941363,0.052747473,0.41590878,0.0,0.97812605,0.0028409383,0.027549822,0.20616105,0.0,0.0,-0.36203676,1,0,0,0,0,0
527789317,0.026702382,0.04969985,0.41590878,0.0,0.9781345,0.007929621,0.027065407,0.2060521,0.0,0.0,-0.36508906,1,0,0,0,0,0
527889384,0.023292141,0.050041933,0.3646908,0.0,0.98309946,0.0069127125,0.026713058,0.18098101,0.0,0.0,-0.36670136,1,0,0,0,0,0
