timestamp,lat,lon,alt,x,y,z,yaw,valid_alt,valid_hpos,manual_home
518791847,30.657172281635237,-84.20851680142592,67.77486,0.3537817,0.25812837,-3.4302685,0.41541353,1,1,0
1282485589,30.657171444451905,-84.20852388630064,69.19153,0.26069117,-0.41956553,-4.8469377,0.81211793,1,1,0
