timestamp,rollspeed,pitchspeed,yawspeed,rollspeed_integ,pitchspeed_integ,yawspeed_integ,additional_integ1
520131936,0.0014064953,0.0009283051,0.0015330324,0.0,0.0,0.0,0.0
520159982,9.7921584e-05,-0.00011184661,0.00081975944,0.0,0.0,0.0,0.0
520191872,0.0006999378,0.00041353024,0.0005279109,0.0,0.0,0.0,0.0
520223875,-0.0006081406,0.00039268992,0.00032155123,0.0,0.0,0.0,0.0
520255153,0.0018292528,0.0027012478,0.0026709335,0.0,0.0,0.0,0.0
520287203,-0.00012233085,0.0014310714,0.0060621947,0.0,0.0,0.0,0.0
520319147,0.0016235342,0.0002953615,0.007769226,0.0,0.0,0.0,0.0
520351113,0.004121912,0.0014207166,0.0058012125,0.0,0.0,0.0,0.0
520383112,0.0028444557,0.0015658209,-0.00049892254,0.0,0.0,0.0,0.0
520415128,0.0004644303,-0.0006895174,-0.008169801,0.0,0.0,0.0,0.0
520447202,-0.004555595,-0.0030666376,-0.01592807,0.0,0.0,0.0,0.0
520479073,-0.004450911,-0.0017788572,-0.018571692,0.0,0.0,0.0,0.0
520511114,0.00049045356,-0.0015696565,-0.008052701,0.0,0.0,0.0,0.0
520543134,0.002255334,-0.0023662045,0.0077747935,0.0,0.0,0.0,0.0
520575112,0.0025970996,-0.0003038508,0.027627751,0.0,0.0,0.0,0.0
520607145,0.0023938278,0.0008024756,0.032528866,0.0,0.0,0.0,0.0
520638378,0.000913915,0.0015423275,0.020598538,0.0,0.0,0.0,0.0
520670335,-0.0015725621,-0.0011316193,-0.007376066,0.0,0.0,0.0,0.0
520702394,-0.0051496155,-0.0030882566,-0.034752373,0.0,0.0,0.0,0.0
520734302,-0.0057170223,-0.0032327033,-0.047301773,0.0,0.0,0.0,0.0
520766329,-0.000816748,0.0011202729,-0.030707259,0.0,0.0,0.0,0.0
520798336,0.0032312279,0.0009274232,0.00989891,0.0,0.0,0.0,0.0
520830291,0.004558327,0.0019902,0.051609717,0.0,0.0,0.0,0.0
520862387,0.0088210255,0.006875311,0.057040416,0.0,0.0,0.0,0.0
520894329,0.0038242098,0.004624118,0.025213573,0.0,0.0,0.0,0.0
520926346,-0.00430075,-0.0035299528,-0.020148419,0.0,0.0,0.0,0.0
520958292,-0.0121554155,-0.0020805323,-0.052516017,0.0,0.0,0.0,0.0
520989504,-0.010171283,-0.0035994558,-0.050521456,0.0,0.0,0.0,0.0
521021613,1.4160993e-05,-0.0053933333,-0.022599965,0.0,0.0,0.0,0.0
521053488,0.011996431,0.0024661103,0.017027896,0.0,0.0,0.0,0.0
521085489,0.016792638,0.0040479936,0.04475533,0.0,0.0,0.0,0.0
521117522,0.0040171486,-0.005913348,0.048205834,0.0,0.0,0.0,0.0
521149535,-0.0074383523,0.0006450837,0.025912467,0.0,0.0,0.0,0.0
521181547,-0.01396302,0.0055658496,-0.009225777,0.0,0.0,0.0,0.0
521213486,-0.011123395,-0.004655247,-0.0515339,0.0,0.0,0.0,0.0
521245496,0.005226857,-0.003396106,-0.054044105,0.0,0.0,0.0,0.0
521277517,0.012467379,-0.0076134317,-0.023103857,0.0,0.0,0.0,0.0
521309536,0.0028849393,-0.0029556535,0.010832323,0.0,0.0,0.0,0.0
521340779,-3.4924597e-05,0.015281149,0.04342894,0.0,0.0,0.0,0.0
521372715,0.009691919,0.0047540856,0.05596155,0.0,0.0,0.0,0.0
521404820,-0.013984123,0.0011423108,0.02243672,0.0,0.0,0.0,0.0
521436680,0.00021158252,-0.0014966812,0.0020403382,0.0,0.0,0.0,0.0
521468687,0.014369546,-0.00045237347,-0.015007311,0.0,0.0,0.0,0.0
521496701,-0.011030424,0.001409251,-0.018322695,0.0,0.0,0.0,0.0
521528708,-0.002462792,3.7868143e-05,-0.031192672,0.0,0.0,0.0,0.0
521560767,-0.015097444,-0.009269121,0.026727853,0.0,0.0,0.0,0.0
521592714,0.019625483,0.0064946837,-0.011992524,0.0,0.0,0.0,0.0
521624731,-0.008084091,-0.017613634,0.038771212,0.0,0.0,0.0,0.0
521656673,0.036289252,-0.0073306505,-0.012249686,0.0,0.0,0.0,0.0
521688726,-0.03826195,-0.023650093,0.020299044,0.0,0.0,0.0,0.0
521719965,0.010614805,-0.012360483,-0.02187015,0.0,0.0,0.0,0.0
521751873,-0.02274291,-0.0101166675,-0.008540679,0.0,0.0,0.0,0.0
521783929,-0.0036145465,-0.0019407138,-0.008943032,0.0,0.0,0.0,0.0
521811887,0.022593537,-0.0033518737,-0.013907738,0.0,0.0,0.0,0.0
521843944,-0.01233818,0.0038102767,0.023680337,0.0,0.0,0.0,0.0
521875921,0.04462072,0.004235469,-0.0058892816,0.0,0.0,0.0,0.0
521907932,-0.039272122,0.004021102,0.029661365,0.0,0.0,0.0,0.0
521939886,0.025560338,0.012568741,-0.014518775,0.0,0.0,0.0,0.0
521971910,-0.03330887,0.015182941,0.0024984223,0.0,0.0,0.0,0.0
522003954,0.0073493673,0.007898056,-0.018820316,0.0,0.0,0.0,0.0
522035926,0.019515038,0.02348535,-0.016537957,0.0,0.0,0.0,0.0
522066352,-0.01979255,-0.00052018085,0.014153026,0.0,0.0,0.0,0.0
522099136,0.047174916,0.022859626,-0.011128629,0.0,0.0,0.0,0.0
522131119,-0.050547693,-0.016955303,0.030087164,0.0,0.0,0.0,0.0
522163187,0.037249837,0.009733878,-0.0058069467,0.0,0.0,0.0,0.0
522195094,-0.035301123,-0.01258091,0.011082599,0.0,0.0,0.0,0.0
522227244,0.014004781,-0.011358077,-0.012724324,0.0,0.0,0.0,0.0
522259114,0.008274067,-0.0074952994,-0.012968193,0.0,0.0,0.0,0.0
522291134,-0.021932116,-0.030270483,0.007172997,0.0,0.0,0.0,0.0
522319131,0.041628014,0.0026491222,-0.019658571,0.0,0.0,0.0,0.0
522351104,-0.051763162,-0.024277512,0.02559426,0.0,0.0,0.0,0.0
522383078,0.040156927,0.004586869,-0.0031716954,0.0,0.0,0.0,0.0
522415152,-0.027271355,-0.009531997,0.009388536,0.0,0.0,0.0,0.0
522447194,0.012184186,0.0037758993,0.0036635716,0.0,0.0,0.0,0.0
522478285,0.021767298,0.023328392,-0.018263191,0.0,0.0,0.0,0.0
522510341,-0.03599984,-0.006203282,0.007166131,0.0,0.0,0.0,0.0
522542387,0.03688071,0.026230177,-0.021488113,0.0,0.0,0.0,0.0
522574291,-0.04957031,2.2050517e-05,0.014420179,0.0,0.0,0.0,0.0
522606303,0.048736107,0.026453825,-0.008357236,0.0,0.0,0.0,0.0
522634327,-0.006334916,0.015102266,0.004402423,0.0,0.0,0.0,0.0
522666293,0.0037312263,-0.00067594484,0.015630933,0.0,0.0,0.0,0.0
522698389,0.027737748,0.014785403,-0.01204893,0.0,0.0,0.0,0.0
522730322,-0.048945747,-0.018483793,0.013280968,0.0,0.0,0.0,0.0
522761519,0.045038536,0.008656687,-0.020050345,0.0,0.0,0.0,0.0
522793478,-0.049016893,-0.026491735,0.003147473,0.0,0.0,0.0,0.0
522825545,0.03313129,-0.011077667,-0.0047867196,0.0,0.0,0.0,0.0
522857492,-0.009889145,-0.01764209,-0.0034888661,0.0,0.0,0.0,0.0
522889520,-0.0124421455,-0.022313222,0.017726686,0.0,0.0,0.0,0.0
522921498,0.029761093,0.008240069,-0.007522895,0.0,0.0,0.0,0.0
522953571,-0.054639146,-0.024092568,0.020741213,0.0,0.0,0.0,0.0
522985540,0.052415602,0.01280826,-0.01744803,0.0,0.0,0.0,0.0
523017480,-0.044547003,-0.010730371,0.0025154809,0.0,0.0,0.0,0.0
523049493,0.035248347,0.018276956,-0.007116273,0.0,0.0,0.0,0.0
523081534,-0.0057810317,0.012705391,-0.010395534,0.0,0.0,0.0,0.0
523113548,-0.0147056,0.004412938,0.012787137,0.0,0.0,0.0,0.0
523144840,0.0328443,0.029149387,-0.00798687,0.0,0.0,0.0,0.0
523176742,-0.048445337,0.0006348683,0.019621262,0.0,0.0,0.0,0.0
523204795,0.049495347,0.027149579,-0.0051774373,0.0,0.0,0.0,0.0
523236703,-0.026419757,0.0028592765,0.00094658276,0.0,0.0,0.0,0.0
523268714,0.016945379,0.0006598487,0.0006170729,0.0,0.0,0.0,0.0
523300680,0.0069296784,0.0053046257,-0.013473226,0.0,0.0,0.0,0.0
523332737,-0.03320182,-0.018655624,0.014456877,0.0,0.0,0.0,0.0
523364840,0.04112601,0.0046929615,-0.013699731,0.0,0.0,0.0,0.0
523396753,-0.05324067,-0.03418994,0.011986336,0.0,0.0,0.0,0.0
523428682,0.04902521,-0.0073196567,-0.005212653,0.0,0.0,0.0,0.0
523456745,-0.019750265,-0.018322112,-0.00067066494,0.0,0.0,0.0,0.0
523488685,-0.0003385588,-0.011990973,0.010314614,0.0,0.0,0.0,0.0
523519911,0.024019908,0.007703394,-0.011940512,0.0,0.0,0.0,0.0
523551913,-0.047884002,-0.016977277,0.013133644,0.0,0.0,0.0,0.0
523583889,0.05118598,0.020581383,-0.01236879,0.0,0.0,0.0,0.0
523615877,-0.04475791,-0.002308103,0.0042684968,0.0,0.0,0.0,0.0
523647910,0.03916176,0.022377705,-0.0035901542,0.0,0.0,0.0,0.0
523679922,-0.015717821,0.015891124,-0.0032739537,0.0,0.0,0.0,0.0
523711936,-0.006286499,0.010811078,0.010521116,0.0,0.0,0.0,0.0
523743909,0.024050288,0.02422514,-0.008773355,0.0,0.0,0.0,0.0
523775924,-0.04326366,-0.003583522,0.011499329,0.0,0.0,0.0,0.0
523807919,0.05542781,0.022530502,-0.008506088,0.0,0.0,0.0,0.0
523839956,-0.039676864,-0.014042933,0.0043026097,0.0,0.0,0.0,0.0
523871078,0.02839687,-0.0053587668,0.0002523507,0.0,0.0,0.0,0.0
523903163,-0.020980056,-0.011991405,-0.004193902,0.0,0.0,0.0,0.0
523935134,-0.006062067,-0.0136871245,0.013049969,0.0,0.0,0.0,0.0
523967192,0.023369577,-0.00429193,-0.010586733,0.0,0.0,0.0,0.0
523999103,-0.044821706,-0.030189982,0.012083171,0.0,0.0,0.0,0.0
524027155,0.054494802,-0.0036990582,-0.0036731097,0.0,0.0,0.0,0.0
524059114,-0.03561716,-0.016200436,0.000115680974,0.0,0.0,0.0,0.0
524091113,0.013759181,-0.0033020354,0.0064241383,0.0,0.0,0.0,0.0
524123169,-0.0075406255,0.0026626918,-0.0056872983,0.0,0.0,0.0,0.0
524155079,-0.016931392,-0.0063672317,0.008062616,0.0,0.0,0.0,0.0
524187184,0.03227337,0.01662347,-0.013308412,0.0,0.0,0.0,0.0
524219121,-0.038107064,0.0039904816,0.007698382,0.0,0.0,0.0,0.0
524249533,0.056956723,0.023662707,-0.0049439203,0.0,0.0,0.0,0.0
524282293,-0.036509305,0.0038307793,0.0037542088,0.0,0.0,0.0,0.0
524314377,0.01276896,0.013881214,0.010684865,0.0,0.0,0.0,0.0
524342299,0.018768277,0.019763382,-0.0096356515,0.0,0.0,0.0,0.0
524374332,-0.034588244,-0.00043622713,0.004826224,0.0,0.0,0.0,0.0
524406343,0.044232972,0.010078878,-0.01279599,0.0,0.0,0.0,0.0
524438326,-0.043091103,-0.015546212,0.0011231285,0.0,0.0,0.0,0.0
524470298,0.037450645,-0.0022940466,-0.0032769027,0.0,0.0,0.0,0.0
524502358,-0.023890518,-0.010690889,0.0008820826,0.0,0.0,0.0,0.0
524534340,-0.0017442121,-0.008001618,0.014739507,0.0,0.0,0.0,0.0
524566369,0.018065127,-0.0044228826,-0.0026700979,0.0,0.0,0.0,0.0
524598298,-0.034654263,-0.021889046,0.00988001,0.0,0.0,0.0,0.0
524629540,0.049232487,0.0016249344,-0.010701977,0.0,0.0,0.0,0.0
524661523,-0.04365452,-0.009763422,-0.0015665428,0.0,0.0,0.0,0.0
524693544,0.03149387,0.008249948,-0.0024797698,0.0,0.0,0.0,0.0
524725541,-0.019131253,-0.00345197,-0.0063319854,0.0,0.0,0.0,0.0
524757556,-0.00697616,0.0033127961,0.010276366,0.0,0.0,0.0,0.0
524789554,0.02948403,0.016378613,-0.0045935605,0.0,0.0,0.0,0.0
524821543,-0.03810497,0.0053415974,0.011469147,0.0,0.0,0.0,0.0
524853485,0.050655257,0.013731183,-0.0071536265,0.0,0.0,0.0,0.0
524881515,-0.032698758,0.0030232896,-0.00012521911,0.0,0.0,0.0,0.0
524913481,0.012924376,0.008587472,0.0017380179,0.0,0.0,0.0,0.0
524945620,-0.0008236654,0.0024027883,-0.010379022,0.0,0.0,0.0,0.0
524976676,-0.024865525,-0.0022877424,0.004642521,0.0,0.0,0.0,0.0
525008708,0.043040097,0.006684544,-0.009089332,0.0,0.0,0.0,0.0
525040708,-0.045019325,-0.012776167,0.008558787,0.0,0.0,0.0,0.0
525072721,0.04278833,-0.0025927052,0.0009730812,0.0,0.0,0.0,0.0
525104784,-0.028018216,-0.010150236,0.0057119885,0.0,0.0,0.0,0.0
525136708,0.004591417,-0.005923269,0.0042223665,0.0,0.0,0.0,0.0
525164841,0.022761192,-0.008134162,-0.0071126325,0.0,0.0,0.0,0.0
525196684,-0.03914584,-0.009658604,0.0010733358,0.0,0.0,0.0,0.0
525228697,0.047396913,-0.005299768,-0.012842843,0.0,0.0,0.0,0.0
525260719,-0.042685002,-0.006326513,0.0012309719,0.0,0.0,0.0,0.0
525292681,0.028148303,0.002540609,0.0019025388,0.0,0.0,0.0,0.0
525324779,-0.0119470935,0.0050042886,0.0061994707,0.0,0.0,0.0,0.0
525356679,-0.008031113,0.004179276,0.011176066,0.0,0.0,0.0,0.0
525387919,0.028604144,0.0045740963,-0.0038278506,0.0,0.0,0.0,0.0
525419880,-0.039297707,0.0066174557,0.004883951,0.0,0.0,0.0,0.0
525451897,0.047039725,0.007282554,-0.01456208,0.0,0.0,0.0,0.0
525479927,-0.026938956,0.008317761,-0.004197696,0.0,0.0,0.0,0.0
525511887,0.008041276,0.003644802,-0.0013917605,0.0,0.0,0.0,0.0
525543961,0.009703498,0.002959571,-0.0020025813,0.0,0.0,0.0,0.0
525575876,-0.024199922,0.0018918146,0.010732412,0.0,0.0,0.0,0.0
525607932,0.03940493,-0.00032778157,-0.001584657,0.0,0.0,0.0,0.0
525639909,-0.041085314,0.0016377217,0.008870108,0.0,0.0,0.0,0.0
525671918,0.04087422,0.000118635755,-0.009986503,0.0,0.0,0.0,0.0
525703928,-0.029976632,0.0015157118,-0.0015088387,0.0,0.0,0.0,0.0
525735137,-0.00029608933,-0.0031668963,-0.002217065,0.0,0.0,0.0,0.0
525767234,0.012013234,-0.0040583406,-0.0022155899,0.0,0.0,0.0,0.0
525799156,-0.027063498,-0.0009362759,0.007804781,0.0,0.0,0.0,0.0
525831077,0.03559316,-0.010895439,-0.00238767,0.0,0.0,0.0,0.0
525863128,-0.030842988,0.0098841945,0.01914275,0.0,0.0,0.0,0.0
525895142,0.0063117077,-0.027594777,0.018582221,0.0,0.0,0.0,0.0
525927320,-0.0046574837,0.00089788466,0.025615145,0.0,0.0,0.0,0.0
525959083,-0.0006148664,-0.020813866,0.01211955,0.0,0.0,0.0,0.0
525991104,0.02450835,0.019452559,0.0010905643,0.0,0.0,0.0,0.0
526023109,-0.04202482,-0.040157713,0.010999102,0.0,0.0,0.0,0.0
526057547,0.012497526,-0.019411566,-0.016290305,0.0,0.0,0.0,0.0
526090299,0.029718705,0.006197464,0.0012764367,0.0,0.0,0.0,0.0
526122329,-0.05417995,-0.018492071,0.025537904,0.0,0.0,0.0,0.0
526154298,0.02184796,-0.008472963,0.022750989,-0.0012950004,-0.00063566136,-2.6964053e-05,0.0
526186354,0.0429311,0.010877407,-0.0009912346,-0.0014797188,-0.0005536085,-0.00013119286,0.0
526218340,-0.0065747993,-0.0064782724,0.04326492,-0.0024095508,-0.0006090492,-0.00025702678,0.0
526246334,-0.039878108,-0.017827716,0.018594997,-0.003784034,-0.0012183879,-0.00031211317,0.0
526278322,0.05226107,0.013532814,0.0037535164,-0.0040749996,-0.0011052119,-0.00033736625,0.0
526310323,0.021048762,-0.016796414,-0.010474259,-0.004764607,-0.0009957183,-0.0003658074,0.0
526342291,-0.0078088325,-0.05625505,0.0035407916,-0.0058227787,-0.0010671586,-0.00043028584,0.0
526374285,0.0035316772,-0.016811846,0.018506138,-0.0069035254,-0.00090141495,-0.0005481055,0.0
526406379,-0.0099601615,-0.01118137,0.052090205,-0.007905043,-0.00054056745,-0.0007081619,0.0
526437573,0.011379052,-0.029561836,0.05403602,-0.008986881,-9.138857e-05,-0.00086449715,0.0
526465564,0.0070395875,-0.041770246,0.038619887,-0.010328463,0.00021862287,-0.0010014208,0.0
526501542,-0.012742295,-0.031359475,0.036983207,-0.011662696,0.0011786425,-0.001182773,0.0
526533511,-0.019316327,-0.01998378,0.027243467,-0.012639017,0.0019522405,-0.0013146735,0.0
526561559,-0.049612384,-0.03209486,0.01816649,-0.013262763,0.0024545607,-0.0014106579,0.0
526593524,-0.07135112,-0.035848826,0.0138856545,-0.013522213,0.0032627617,-0.0015131221,0.0
526625568,-0.07631068,-0.03898906,0.009322558,-0.013450392,0.004328392,-0.00159494,0.0
526657480,-0.07568517,-0.044240188,0.011936412,-0.013272522,0.005500421,-0.0016710098,0.0
526689536,-0.070033096,-0.042972647,0.015186123,-0.013149193,0.006642162,-0.0017385568,0.0
526721520,-0.08231975,-0.0019032916,0.014531482,-0.012920693,0.0073633115,-0.0018087056,0.0
526753522,-0.079041004,0.01189696,0.011903436,-0.012438411,0.007953227,-0.0018705534,0.0
526785540,-0.06915978,0.013551578,0.0012546754,-0.012057883,0.008507696,-0.0019123292,0.0
526816764,-0.08321896,0.027211968,0.004005821,-0.011688216,0.009072797,-0.0019563786,0.0
526848730,-0.06520892,0.045696855,-0.003412373,-0.011279754,0.009365119,-0.0020075962,0.0
526880712,-0.037375066,0.05779822,-0.012654288,-0.01110422,0.009355703,-0.0020526275,0.0
526912679,-0.05778162,0.07614779,-0.015804429,-0.011022877,0.009140984,-0.00208154,0.0
526944752,-0.052210435,0.07858089,-0.016285118,-0.010526258,0.008710784,-0.0021113236,0.0
526976707,-0.0084588695,0.08331101,-0.017507473,-0.010569877,0.00829745,-0.0021297724,0.0
527008745,-0.023959273,0.06161414,-0.010788074,-0.010505355,0.007730454,-0.002144618,0.0
527040693,-0.015715478,0.08743526,-0.006057187,-0.010478985,0.0071394313,-0.002159168,0.0
527072745,-0.035756964,0.08806353,-0.0009861197,-0.010448823,0.0062855775,-0.0021744305,0.0
527100689,-0.040424135,0.09836065,-0.0027357326,-0.0099091865,0.0054383595,-0.0021857244,0.0
527132743,-0.04590244,0.0901396,-0.0038912282,-0.009303224,0.0044241464,-0.0021954158,0.0
527167250,-0.066334724,0.07508634,-0.011436787,-0.008360855,0.0035395103,-0.002204567,0.0
527199950,-0.051995322,0.08051953,-0.006443466,-0.0074532162,0.0025982154,-0.0022079123,0.0
527231928,-0.06508607,0.067912005,-0.0024374365,-0.0065364987,0.0020673512,-0.002217931,0.0
527263920,-0.053514164,0.05224168,-0.006363617,-0.005323774,0.0016275775,-0.0022257848,0.0
527295876,-0.05226916,0.03996202,-0.008114703,-0.0041860472,0.0014728622,-0.0022305807,0.0
527327989,-0.035888467,0.039589975,-0.0064017293,-0.0030922114,0.0012120277,-0.002235875,0.0
527359936,-0.01793287,0.032934338,-0.0070691155,-0.002146564,0.001155233,-0.0022459282,0.0
527391924,-0.011786695,0.029486202,-0.009041925,-0.0013766126,0.0010561185,-0.0022458364,0.0
527423878,-0.0027071238,0.02272417,-0.00472539,-0.0007016644,0.0010734702,-0.0022534325,0.0
527455973,0.0023759955,0.021319458,-0.009914803,-7.496319e-05,0.0013259326,-0.0022570507,0.0
527487989,0.015466559,0.028038174,-0.010325618,0.00037151837,0.0014452569,-0.0022546467,0.0
527519881,0.02258971,0.031344056,-0.010231548,0.00079204416,0.001664557,-0.002258761,0.0
527551879,0.02692432,0.038831245,-0.014137856,0.0009434097,0.0016837042,-0.0022526383,0.0
527579913,0.07040003,0.023017552,0.0025137835,0.0010479897,0.001664406,-0.0022549476,0.0
527611151,0.07639408,0.020097448,-0.0017519409,0.0011382869,0.0018143588,-0.0022532418,0.0
527643125,0.07659555,0.018636215,0.0005372218,0.0012154519,0.0016760691,-0.0022456376,0.0
527675081,0.07826564,0.015763853,0.0031854887,0.0013479507,0.0016848352,-0.0022469037,0.0
527707263,0.08023198,0.019465147,-0.003999675,0.0011755665,0.0017049249,-0.002239522,0.0
527739116,0.07733445,0.013337003,0.00017860113,0.0012654504,0.0018283763,-0.002228057,0.0
527771171,0.07747414,0.016930498,-0.0036896588,0.0010881217,0.0019277694,-0.0022180756,0.0
527803093,0.08100146,0.019812386,-0.0019912363,0.00088193454,0.0018508324,-0.0022044957,0.0
527835119,0.07692921,0.016615389,-0.002273711,0.0008182826,0.0018749358,-0.002194938,0.0
527871041,0.04118647,0.028009264,-0.017504431,0.00038965998,0.0018814625,-0.0020934618,0.0
527902363,0.04484568,0.021673854,-0.011819472,0.00024489345,0.0019756078,-0.00207194,0.0
527934324,0.04309222,0.02607807,-0.01369785,-0.00017629136,0.0021148177,-0.0020493586,0.0
527966374,0.035575368,0.032127455,-0.012086362,-0.0005354025,0.0020846748,-0.0020312,0.0
527998297,0.03128378,0.03442936,-0.016116127,-0.0008114968,0.0020320078,-0.0020008998,0.0
528030328,0.020867076,0.03171473,-0.014157751,-0.001092918,0.0020261218,-0.001975163,0.0
528062304,0.01781308,0.029489204,-0.017269883,-0.0011429139,0.0020074367,-0.0019395465,0.0
528094387,0.01691761,0.031255394,-0.01925141,-0.0013703338,0.0019221124,-0.0018952236,0.0
528122325,0.03579234,0.025109783,-0.012274552,-0.0015171074,0.0017837879,-0.001860338,0.0
528154368,0.03441628,0.029291818,-0.017898275,-0.0016899204,0.0017139224,-0.0018117088,0.0
528186292,0.024269229,0.024673698,-0.016338933,-0.0020283451,0.0015473977,-0.0017603321,0.0
528218322,0.020688772,0.024249442,-0.018237244,-0.0020924818,0.0015806133,-0.0017083825,0.0
528250302,0.017257325,0.027039075,-0.020315709,-0.002343121,0.001532079,-0.0016511091,0.0
528281564,0.01743968,0.018100265,-0.019525308,-0.0024754647,0.0014224031,-0.001588105,0.0
528313490,0.017803267,0.022543367,-0.022083538,-0.0026364953,0.001502061,-0.0015255854,0.0
528345524,0.009995122,0.009912154,-0.018424675,-0.0028090128,0.0015246137,-0.0014602933,0.0
528377506,0.006830021,0.007765483,-0.02209262,-0.0028607065,0.0018241794,-0.0013958236,0.0
528409679,0.010846335,0.0022209047,-0.020051867,-0.0029938526,0.0019888545,-0.0013282674,0.0
528441488,0.012630784,-0.0006826329,-0.018095247,-0.0031207886,0.0021396698,-0.0012597262,0.0
528473557,0.0174868,-0.005575096,-0.01745573,-0.0033885082,0.0024900804,-0.0011993968,0.0
528505527,0.017843965,-0.009300903,-0.015571514,-0.0036037068,0.0027550862,-0.0011382169,0.0
528537586,0.012459915,-0.01015248,-0.016816802,-0.003964908,0.0031599659,-0.0010764516,0.0
528569549,0.01100857,-0.0015066196,-0.011374125,-0.004255023,0.0033109623,-0.0010221924,0.0
528600725,0.007931238,0.005217962,-0.015992628,-0.0044896514,0.003436885,-0.0009639564,0.0
528632722,0.0033762418,0.0075826445,-0.011181075,-0.004782033,0.00348075,-0.0009127677,0.0
528664797,-0.0026411673,-0.00068437133,-0.010269796,-0.004912347,0.00360466,-0.00086236565,0.0
528696693,-0.005746969,-0.0015894554,-0.009290628,-0.0051217536,0.0038882734,-0.00081114424,0.0
528728739,-0.009702647,-0.00025933908,-0.0044436515,-0.005109224,0.004123967,-0.00076549995,0.0
528760712,-0.014875787,0.004688022,-0.0040412396,-0.0051870896,0.0043951944,-0.0007149364,0.0
528792744,-0.016172193,0.0055174693,0.0016948231,-0.005220667,0.0045446195,-0.00067692564,0.0
528824721,-0.015058173,0.0070742243,0.0017270553,-0.0051430003,0.004730865,-0.0006336765,0.0
528856709,-0.01323949,0.008316243,0.00469351,-0.0050674775,0.0049056048,-0.0005960614,0.0
528888788,-0.013688287,0.006898855,0.009190349,-0.004900927,0.0050716633,-0.0005637323,0.0
528920745,-0.016025513,0.0050090067,0.0067853075,-0.0047353473,0.005142464,-0.0005245627,0.0
528951889,-0.013479098,0.013385148,0.007696565,-0.004597501,0.0051850975,-0.00049180695,0.0
528983938,-0.010364845,0.01743282,0.009446909,-0.004461304,0.0052795843,-0.00046193536,0.0
529015930,-0.006471185,0.016365102,0.013665916,-0.0043341215,0.005309543,-0.00044400943,0.0
529047927,-0.0047997236,0.017868727,0.013246039,-0.004359801,0.0052759727,-0.00042080562,0.0
529079882,-0.0026783247,0.018120233,0.013266895,-0.004232477,0.0051284065,-0.0004052746,0.0
529111960,-0.005064309,0.024115538,0.015421748,-0.0042584185,0.0049159983,-0.0003854349,0.0
