timestamp,roll,pitch,yaw,thrust_body[0],thrust_body[1],thrust_body[2]
521656741,-0.043973,-0.042223375,-0.7864957,0.0,0.0,0.0
521688791,-0.043259002,-0.041086886,-0.7870105,0.0,0.0,0.0
521720023,-0.043115042,-0.040363513,-0.7865172,0.0,0.0,0.0
521751931,-0.042481102,-0.039404094,-0.7853855,0.0,0.0,0.0
521783990,-0.041590758,-0.038980715,-0.7852875,0.0,0.0,0.0
521811941,-0.050198197,-0.029340131,0.00051419914,0.0,0.0,-0.0
521844012,-0.04932775,-0.029387336,0.00038153224,0.0,0.0,-0.0
521875980,-0.051518396,-0.029375494,0.00046165584,0.0,0.0,-0.0
521908041,-0.05040581,-0.029865678,0.00021238504,0.0,0.0,-0.0
521939949,-0.050726302,-0.030469706,0.00089623465,0.0,0.0,-0.0
521971964,-0.0502023,-0.03164396,0.00023479888,0.0,0.0,-0.0
522004012,-0.049183343,-0.03193595,0.00041338266,0.0,0.0,-0.0
522036029,-0.051130183,-0.0333405,0.0007031031,0.0,0.0,-0.0
522066420,-0.049595647,-0.033385072,0.0003708267,0.0,0.0,-0.0
522099190,-0.052195806,-0.034408297,0.00077613705,0.0,0.0,-0.0
522131176,-0.05008834,-0.034105387,7.783225e-05,0.0,0.0,-0.0
522163289,-0.051034473,-0.03421734,0.00066519267,0.0,0.0,-0.0
522195147,-0.0505481,-0.03409044,0.00022146452,0.0,0.0,-0.0
522227310,-0.049760576,-0.032911528,0.0007181249,0.0,0.0,-0.0
522259169,-0.051471524,-0.032932524,0.00082540297,0.0,0.0,-0.0
522291199,-0.049523834,-0.030917378,0.0002991716,0.0,0.0,-0.0
522323208,-0.051480494,-0.030814856,0.0011066806,0.0,0.0,-0.0
522355218,-0.049090013,-0.029666595,-0.00025467112,0.0,0.0,-0.0
522387248,-0.05050151,-0.029599603,0.00039337302,0.0,0.0,-0.0
522419247,-0.049874187,-0.029358888,-6.337411e-05,0.0,0.0,-0.0
522451183,-0.04979062,-0.02919787,0.0006074471,0.0,0.0,-0.0
522482462,-0.05141003,-0.03045796,0.00090489804,0.0,0.0,-0.0
522514366,-0.049418624,-0.030121565,0.0004835012,0.0,0.0,-0.0
522546411,-0.05112899,-0.03163347,0.00042552082,0.0,0.0,-0.0
522578369,-0.048732925,-0.03192516,-2.6351014e-05,0.0,0.0,-0.0
522606370,-0.050339047,-0.03292068,0.00043622844,0.0,0.0,-0.0
522638375,-0.050708536,-0.034058698,0.00012208853,0.0,0.0,-0.0
522670396,-0.0503031,-0.03400952,0.00039211495,0.0,0.0,-0.0
522702442,-0.052040875,-0.034815617,0.00076475594,0.0,0.0,-0.0
522734384,-0.049498994,-0.03386563,0.00028621667,0.0,0.0,-0.0
522765628,-0.05154979,-0.03416536,0.0004636283,0.0,0.0,-0.0
522797586,-0.049530104,-0.03308205,0.00022379456,0.0,0.0,-0.0
522829551,-0.05034489,-0.032134123,0.00056477526,0.0,0.0,-0.0
522861547,-0.05075818,-0.031223904,0.00029411123,0.0,0.0,-0.0
522893569,-0.0494752,-0.02976138,0.000365576,0.0,0.0,-0.0
522921555,-0.051431105,-0.030075306,0.0006381719,0.0,0.0,-0.0
522953630,-0.04868122,-0.02884935,1.1235491e-05,0.0,0.0,-0.0
522985609,-0.05037547,-0.02911626,0.00038612256,0.0,0.0,-0.0
523017538,-0.04933137,-0.029108774,0.00022574664,0.0,0.0,-0.0
523049557,-0.04967156,-0.029462397,0.00040454796,0.0,0.0,-0.0
523081589,-0.05079927,-0.030740526,0.0007185106,0.0,0.0,-0.0
523113605,-0.04885582,-0.030759556,0.00027541732,0.0,0.0,-0.0
523144929,-0.051035497,-0.032309286,0.00078436674,0.0,0.0,-0.0
523176795,-0.04869813,-0.0325378,3.3756685e-05,0.0,0.0,-0.0
523208829,-0.050642375,-0.03387096,0.0006643646,0.0,0.0,-0.0
523240765,-0.050005794,-0.03439268,0.0003055557,0.0,0.0,-0.0
523272802,-0.05028888,-0.034300905,0.00053365086,0.0,0.0,-0.0
523304839,-0.05118354,-0.034699664,0.0008613266,0.0,0.0,-0.0
523336800,-0.04915323,-0.033600193,0.00013373817,0.0,0.0,-0.0
523368802,-0.05140649,-0.03377441,0.0004674204,0.0,0.0,-0.0
523400758,-0.04869015,-0.03197581,5.601444e-06,0.0,0.0,-0.0
523428749,-0.05037561,-0.03129718,0.0004656888,0.0,0.0,-0.0
523460783,-0.049980357,-0.030468315,0.0003266679,0.0,0.0,-0.0
523492784,-0.049237333,-0.02948963,0.0004158044,0.0,0.0,-0.0
523527256,-0.05046941,-0.029748498,0.0003952108,0.0,0.0,-0.0
523559947,-0.048309855,-0.028893309,0.00016796966,0.0,0.0,-0.0
523592026,-0.05083105,-0.030007165,0.00045300066,0.0,0.0,-0.0
523623943,-0.04856936,-0.029881623,9.708715e-05,0.0,0.0,-0.0
523655928,-0.05082893,-0.031326182,0.0006338643,0.0,0.0,-0.0
523687985,-0.049756147,-0.03229217,0.00042295395,0.0,0.0,-0.0
523715987,-0.04918706,-0.03277997,0.00035632477,0.0,0.0,-0.0
523747989,-0.05092325,-0.0341885,0.0004582954,0.0,0.0,-0.0
523780038,-0.048683565,-0.03406077,0.00016734724,0.0,0.0,-0.0
523811942,-0.051147044,-0.035286043,0.00061174313,0.0,0.0,-0.0
523844000,-0.049659602,-0.034903515,0.00026479104,0.0,0.0,-0.0
523875171,-0.050613344,-0.03435293,0.00067229284,0.0,0.0,-0.0
523907313,-0.050282843,-0.033845402,0.00044800647,0.0,0.0,-0.0
523939192,-0.049107727,-0.032901276,0.0001289774,0.0,0.0,-0.0
523971190,-0.05092319,-0.03256823,0.00039449875,0.0,0.0,-0.0
523999173,-0.04847292,-0.031046921,4.1583193e-05,0.0,0.0,-0.0
524031163,-0.05081312,-0.03056563,0.00044299738,0.0,0.0,-0.0
524063238,-0.04957951,-0.02981991,0.0003419978,0.0,0.0,-0.0
524095269,-0.049637105,-0.029344065,0.00059008965,0.0,0.0,-0.0
524127207,-0.049841445,-0.029569212,0.00038788802,0.0,0.0,-0.0
524159205,-0.048715923,-0.029305976,0.000169961,0.0,0.0,-0.0
524191174,-0.050561354,-0.02998155,0.0005352295,0.0,0.0,-0.0
524223223,-0.048448157,-0.030313922,1.1365207e-06,0.0,0.0,-0.0
524254347,-0.05100515,-0.031634737,0.00053498166,0.0,0.0,-0.0
524286405,-0.04966936,-0.032143164,0.00042016726,0.0,0.0,-0.0
524318407,-0.049667086,-0.03274642,0.00031451415,0.0,0.0,-0.0
524350362,-0.05038933,-0.03373116,0.00047758035,0.0,0.0,-0.0
524382354,-0.049287245,-0.034023378,0.0002144468,0.0,0.0,-0.0
524414434,-0.05123612,-0.034404304,0.00075875776,0.0,0.0,-0.0
524446384,-0.048721276,-0.03349705,0.00042949687,0.0,0.0,-0.0
524478415,-0.05078856,-0.033447072,0.00073227,0.0,0.0,-0.0
524510358,-0.049514346,-0.03285426,0.00041864955,0.0,0.0,-0.0
524538369,-0.049141746,-0.032256644,9.396173e-05,0.0,0.0,-0.0
524570351,-0.05071507,-0.03193216,0.00039684965,0.0,0.0,-0.0
524602425,-0.048700318,-0.030695364,6.0748025e-05,0.0,0.0,-0.0
524633612,-0.05079638,-0.030698886,0.00054486946,0.0,0.0,-0.0
524665590,-0.04903942,-0.030213969,0.00042266038,0.0,0.0,-0.0
524697626,-0.050132077,-0.030402057,0.00064614526,0.0,0.0,-0.0
524729604,-0.04989114,-0.030427447,0.00037627172,0.0,0.0,-0.0
524761586,-0.04875342,-0.030484505,0.00022153989,0.0,0.0,-0.0
524793534,-0.050879534,-0.031445473,0.00039144792,0.0,0.0,-0.0
524825606,-0.04900222,-0.03171819,-3.705888e-05,0.0,0.0,-0.0
524857589,-0.051175795,-0.032572765,0.0006031474,0.0,0.0,-0.0
524889600,-0.049581945,-0.032735974,0.00042727773,0.0,0.0,-0.0
524921561,-0.05044029,-0.03327326,0.0006810009,0.0,0.0,-0.0
524952822,-0.05040677,-0.033556633,0.0004946717,0.0,0.0,-0.0
524984925,-0.04907402,-0.033422895,0.000359188,0.0,0.0,-0.0
525016736,-0.051305354,-0.033697214,0.0004713814,0.0,0.0,-0.0
525048774,-0.049268737,-0.03306059,0.00042859805,0.0,0.0,-0.0
525080755,-0.05113326,-0.03281258,0.00060248084,0.0,0.0,-0.0
525108760,-0.049852394,-0.032350708,0.00042449692,0.0,0.0,-0.0
525140815,-0.049649168,-0.03184389,0.00044824352,0.0,0.0,-0.0
525172782,-0.050703157,-0.03126811,0.00043810718,0.0,0.0,-0.0
525205041,-0.04878213,-0.03069558,0.0003935965,0.0,0.0,-0.0
525236738,-0.05090649,-0.030482039,0.0004201489,0.0,0.0,-0.0
525268737,-0.04881225,-0.030044753,0.00038594828,0.0,0.0,-0.0
525300776,-0.050347067,-0.030144742,0.00063556555,0.0,0.0,-0.0
525332758,-0.04966949,-0.030370284,0.00037077142,0.0,0.0,-0.0
525364021,-0.049234066,-0.03061987,0.0002919095,0.0,0.0,-0.0
525396040,-0.05066085,-0.030937444,0.00043981228,0.0,0.0,-0.0
525423957,-0.04886085,-0.031197371,0.0002199815,0.0,0.0,-0.0
525456023,-0.05068332,-0.031736493,0.0004631711,0.0,0.0,-0.0
525487941,-0.04935918,-0.032169297,0.00041797696,0.0,0.0,-0.0
525519978,-0.05005664,-0.032312967,0.00067537185,0.0,0.0,-0.0
525551949,-0.05041424,-0.032589637,0.00038415592,0.0,0.0,-0.0
525584020,-0.049346816,-0.03268258,0.00021056988,0.0,0.0,-0.0
525615990,-0.051346403,-0.03265881,0.0003975109,0.0,0.0,-0.0
525648002,-0.04932268,-0.032649316,0.0004238514,0.0,0.0,-0.0
525679970,-0.051085405,-0.03264666,0.0006233533,0.0,0.0,-0.0
525712026,-0.049662996,-0.03263254,0.00038001547,0.0,0.0,-0.0
525743141,-0.050837412,-0.04763795,0.0009648842,0.0,0.0,-0.12000382
525775178,-0.0538181,-0.012726388,0.00071122416,0.0,0.0,-0.120006554
525807401,-0.00457021,-0.022160547,0.00080091174,0.0,0.0,-0.1200347
525839204,-0.07587108,-0.011138367,0.00043726005,0.0,0.0,-0.12001735
525871148,-0.06156943,-0.04961621,-0.00013927708,0.0,0.0,-0.12000753
525903238,-0.06876689,-0.01131836,-0.0014721251,0.0,0.0,-0.12001228
525935233,-0.03839315,-0.019723479,-0.002584281,0.0,0.0,-0.121212624
525967329,-0.08158103,-0.017070029,-0.0040029483,0.0,0.0,-0.13081768
525999147,-0.11386605,-0.088013135,-0.00433271,0.0,0.0,-0.15078521
526031190,-0.033240806,-0.046844408,-0.0029806716,0.0,0.0,-0.16933148
526062383,-0.10358485,-0.059733693,-0.0032273133,0.0,0.0,-0.18258257
526094447,-0.12343106,-0.06275148,-0.0040297466,0.0,0.0,-0.20227201
526126357,0.033122167,0.030162433,-0.0054702167,0.0,0.0,-0.21306357
526158413,-0.03869607,0.016850857,-0.0057897763,0.0,0.0,-0.23174585
526190415,-0.10568266,-0.029791214,-0.00609851,0.0,0.0,-0.25384432
526218398,0.0072158896,0.012214946,-0.009100369,0.0,0.0,-0.26381192
526250405,0.014521868,0.02884378,-0.009324379,0.0,0.0,-0.28432393
526282448,-0.11446608,-0.069175355,-0.009072072,0.0,0.0,-0.29765233
526314344,-0.081315905,-0.04702683,-0.008397938,0.0,0.0,-0.31347978
526346485,-0.029659092,0.004603526,-0.0089549525,0.0,0.0,-0.3244756
526378402,-0.048835557,-0.0044179354,-0.010280948,0.0,0.0,-0.34246317
526410416,-0.06578767,-0.0074833063,-0.012909739,0.0,0.0,-0.364467
526441545,-0.060360447,0.0019971025,-0.015635619,0.0,0.0,-0.37240908
526473577,-0.06254423,0.011178315,-0.017436057,0.0,0.0,-0.38366076
526505639,-0.081867844,-0.0028575354,-0.018839993,0.0,0.0,-0.39290723
526537638,-0.07948432,0.009057848,-0.019919021,0.0,0.0,-0.40629864
526569565,-0.07751011,0.020280916,-0.020651504,0.0,0.0,-0.4129874
526601567,-0.06879712,0.018976316,-0.02082417,0.0,0.0,-0.41848722
526633603,-0.071103364,0.02967921,-0.020737926,0.0,0.0,-0.41904944
526669551,-0.07153818,0.03253888,-0.020223256,0.0,0.0,-0.4235329
526701581,-0.057000745,0.043175597,-0.020022392,0.0,0.0,-0.42459658
526729631,-0.05233466,0.045895994,-0.019824408,0.0,0.0,-0.42823935
526761571,-0.049908046,0.04110287,-0.019132022,0.0,0.0,-0.42271984
526793627,-0.05316604,0.05471822,-0.018193422,0.0,0.0,-0.42573634
526824773,-0.038672958,0.052916765,-0.017723119,0.0,0.0,-0.4247687
526856804,-0.03440131,0.04567359,-0.017332645,0.0,0.0,-0.42317498
526888781,-0.034047928,0.05514052,-0.016779296,0.0,0.0,-0.4254645
526920749,-0.02004267,0.05129564,-0.016359203,0.0,0.0,-0.42727256
526952738,-0.02667347,0.05803116,-0.015654547,0.0,0.0,-0.4263409
526984839,-0.018777195,0.04283962,-0.014948513,0.0,0.0,-0.43199423
527016772,-0.023183916,0.04469516,-0.013982528,0.0,0.0,-0.43204096
527048787,-0.020223444,0.03985124,-0.01304089,0.0,0.0,-0.4327069
527080742,-0.0058946824,0.025242567,-0.012157245,0.0,0.0,-0.41177103
527112806,-0.010251756,0.03261559,-0.011184041,0.0,0.0,-0.39750218
527144799,-0.01161468,0.025804685,-0.010324381,0.0,0.0,-0.38886708
527175935,0.0015520294,0.017239945,-0.009489139,0.0,0.0,-0.3730012
527208003,0.0011062152,0.017590145,-0.008523949,0.0,0.0,-0.36920673
527239995,0.015784599,0.015251095,-0.0078257155,0.0,0.0,-0.36218902
527272004,0.02297033,0.028970096,-0.0069346116,0.0,0.0,-0.35774386
527303986,0.025191497,0.015217998,-0.0063165035,0.0,0.0,-0.35923225
527335927,0.03853964,0.02954065,-0.005645974,0.0,0.0,-0.36068445
527368051,0.033668123,0.01513455,-0.005118373,0.0,0.0,-0.36177707
527403944,0.03780652,0.010243596,-0.005126087,0.0,0.0,-0.36047137
527436020,0.048617043,0.03145387,-0.004758894,0.0,0.0,-0.36295822
527467995,0.043266818,0.01273569,-0.0043499926,0.0,0.0,-0.36033767
527496042,0.059143208,0.035073325,-0.003319606,0.0,0.0,-0.36262608
527528046,0.05426981,0.015586943,-0.0029858258,0.0,0.0,-0.3628109
527559973,0.048308767,0.016445601,-0.0024436617,0.0,0.0,-0.3580761
527591192,0.055010617,0.033885382,-0.0023181085,0.0,0.0,-0.36079144
527623200,0.048580866,0.0048393896,-0.0016387788,0.0,0.0,-0.35841942
527655181,0.06454003,0.02030778,-0.0015040563,0.0,0.0,-0.36038724
527687508,0.042363197,0.0107463645,-0.0011231636,0.0,0.0,-0.36131188
527719160,0.064146824,0.021642996,-0.0007679334,0.0,0.0,-0.3641616
527751226,0.041266747,0.021511726,-0.00035282125,0.0,0.0,-0.36492708
527779169,0.03872254,0.0072771846,0.00033611472,0.0,0.0,-0.3646518
527811248,0.05506029,0.01896273,0.00054887496,0.0,0.0,-0.3661648
527843153,0.026309486,0.007333913,0.098131165,0.0,0.0,-0.36473948
527875193,0.04679112,0.01287773,0.0013500298,0.0,0.0,-0.36691248
527906441,0.03179345,0.014349376,0.0016975274,0.0,0.0,-0.36670136
527938395,0.020099558,0.008007419,0.002260684,0.0,0.0,-0.36636975
527970356,0.03260386,0.017027348,0.0024480242,0.0,0.0,-0.3694479
528002351,0.013222067,0.006920942,0.003083129,0.0,0.0,-0.3672237
528034389,0.030331422,0.016856954,0.0031261847,0.0,0.0,-0.3715997
528070385,0.025103483,0.010979208,0.0034085135,0.0,0.0,-0.37046644
528098357,0.011302679,0.004622982,0.00441617,0.0,0.0,-0.36845413
528130376,0.021769924,0.021066826,0.004459136,0.0,0.0,-0.37338915
528162407,0.007434619,0.0012440926,0.0053531127,0.0,0.0,-0.36727247
528194405,0.024492579,0.018412447,0.0053292634,0.0,0.0,-0.37225014
528226355,0.020231841,0.0070894435,0.006061379,0.0,0.0,-0.37031463
528257571,0.012562791,-0.002545302,0.006880957,0.0,0.0,-0.36461464
528289726,0.024156533,0.008387385,0.0072428943,0.0,0.0,-0.3690859
528321584,0.01183676,-0.0024629629,0.008037357,0.0,0.0,-0.36392674
528353549,0.019459527,0.015999706,0.007936571,0.0,0.0,-0.36549821
528385586,0.015989477,0.0023141133,0.008777979,0.0,0.0,-0.36661685
528417592,0.016138112,-0.0024963948,0.009302716,0.0,0.0,-0.36433855
528449659,0.010385982,0.0014039312,0.009444056,0.0,0.0,-0.36669418
528481555,0.013258994,-0.004466733,0.009748528,0.0,0.0,-0.36556602
528513576,0.002561489,0.013658761,0.009320728,0.0,0.0,-0.3647594
528545596,-0.0006328744,0.0024636923,0.009574819,0.0,0.0,-0.36729315
528577622,0.006867433,0.0076995566,0.00922349,0.0,0.0,-0.36823723
528608769,-0.008976172,0.0018834148,0.009371576,0.0,0.0,-0.36830762
528640755,0.003690088,0.008517103,0.008884226,0.0,0.0,-0.36770383
528672781,-0.005005615,0.01939975,0.0084656235,0.0,0.0,-0.36631674
528704801,0.004352182,0.011231702,0.008544868,0.0,0.0,-0.36848536
528736728,-0.010284399,0.018839732,0.008224379,0.0,0.0,-0.36647245
528768814,-0.006514115,0.005141968,0.00838639,0.0,0.0,-0.36565635
528800778,-0.0036795633,0.017885402,0.0077796457,0.0,0.0,-0.366018
528832808,-0.002728505,0.019790871,0.0076311613,0.0,0.0,-0.36320043
528864772,-0.00487447,0.015335204,0.00761941,0.0,0.0,-0.36266708
528896793,-0.0012155664,0.011822587,0.007632548,0.0,0.0,-0.36312327
528928828,0.002747195,0.005859414,0.0077459374,0.0,0.0,-0.3646663
528959927,-0.0069627096,0.022254238,0.007082648,0.0,0.0,-0.3614917
528991940,0.0027759427,0.017764434,0.0070009776,0.0,0.0,-0.36326596
529024004,-0.009602227,0.015823068,0.0068337237,0.0,0.0,-0.36172456
529055979,0.0057121487,0.0109253405,0.006683362,0.0,0.0,-0.36427853
529087955,0.003074033,0.004429412,0.0066185077,0.0,0.0,-0.36517474
529119950,-0.008028846,0.013779929,0.0060759094,0.0,0.0,-0.36294052
529152028,0.001356042,0.012391004,0.0056454036,0.0,0.0,-0.36604562
529183989,-0.02854095,-0.0912293,0.00684838,0.0,0.0,-0.36271378
529216036,-0.016449139,-0.19372672,0.008363261,0.0,0.0,-0.36769885
529247944,-0.013876105,-0.24936216,0.00887069,0.0,0.0,-0.36876357
529279987,-0.02142292,-0.3257728,0.008723607,0.0,0.0,-0.36701685
529311986,-0.014770461,-0.4183555,0.009666015,0.0,0.0,-0.37233707
529343170,-0.0135310665,-0.45581037,0.009026871,0.0,0.0,-0.37012073
529374447,-0.004987345,-0.5194651,0.009718001,0.0,0.0,-0.3747012
529407281,-0.0016756334,-0.5436497,0.0091234455,0.0,0.0,-0.37679195
529439201,0.000118484895,-0.58346677,0.0086258855,0.0,0.0,-0.37959737
529471301,0.0020467888,-0.59040433,0.007608066,0.0,0.0,-0.381572
529503151,0.006402667,-0.6153056,0.0073478734,0.0,0.0,-0.38693032
529535223,0.005260604,-0.66439277,0.006746136,0.0,0.0,-0.38817832
529567243,0.008186997,-0.6505627,0.0062149935,0.0,0.0,-0.3901266
529599272,0.004272235,-0.6638011,0.0051705907,0.0,0.0,-0.39641154
529631227,0.0074541853,-0.6563198,0.005315562,0.0,0.0,-0.39306244
529663236,0.00015509428,-0.6721223,0.0040967166,0.0,0.0,-0.39260772
529697568,0.0160817,-0.6821755,0.007818817,0.0,0.0,-0.395899
529726369,0.0020232464,-0.6728686,0.0053092036,0.0,0.0,-0.39314204
529758351,0.017931258,-0.6661164,0.00873869,0.0,0.0,-0.40472144
529790470,0.0138716865,-0.63940525,0.00845376,0.0,0.0,-0.41001734
529822390,-0.008403309,-0.6314406,0.005407396,0.0,0.0,-0.40430883
529854406,0.0020228545,-0.58829635,0.007652008,0.0,0.0,-0.40029427
529886351,0.0017152019,-0.5458997,0.008246695,0.0,0.0,-0.40806672
529914401,-0.016022036,-0.48649833,0.005836902,0.0,0.0,-0.4207374
529946400,-0.019293128,-0.40858057,0.00542568,0.0,0.0,-0.4197096
529978405,-0.008974673,-0.22589134,0.004651109,0.0,0.0,-0.41077116
530010435,-0.0006001392,-0.10373059,0.00410227,0.0,0.0,-0.40862292
530040779,-0.026426412,0.9032772,-0.006015142,0.0,0.0,-0.38225132
530073606,-0.015301128,1.0028428,-0.010033336,0.0,0.0,-0.39780858
530105585,-0.028060718,1.0556407,-0.006505108,0.0,0.0,-0.40812945
530137535,-0.025518404,1.0967487,-0.0068688607,0.0,0.0,-0.41467637
530169606,-0.031164685,1.0566763,-0.004069461,0.0,0.0,-0.4153272
530201570,-0.03557388,1.0569952,-0.0025377143,0.0,0.0,-0.40568247
530229679,-0.02120064,1.0693156,-0.005604392,0.0,0.0,-0.39598787
530261618,-0.12944534,1.0495808,0.02629289,0.0,0.0,-0.3844993
530293557,-0.21371394,1.0235279,0.049082626,0.0,0.0,-0.3673781
530325538,-0.25045824,0.9418574,0.055946436,0.0,0.0,-0.36423245
530357551,-0.33248818,0.8814406,0.07430849,0.0,0.0,-0.3673257
530389680,-0.3490457,0.77329016,0.07180614,0.0,0.0,-0.37177405
530420763,-0.40219375,0.70576376,0.079264686,0.0,0.0,-0.36629793
530452789,-0.47371367,0.63821566,0.08955752,0.0,0.0,-0.36581725
530484812,-0.4858474,0.5705079,0.087971985,0.0,0.0,-0.36329088
530512803,-0.53498834,0.5028858,0.08957721,0.0,0.0,-0.36627036
530544841,-0.5440291,0.45082226,0.08729971,0.0,0.0,-0.3676851
530576812,-0.51111555,0.43544847,0.08680903,0.0,0.0,-0.37288344
