timestamp,states[0],states[1],states[2],states[3],states[4],states[5],states[6],states[7],states[8],states[9],states[10],states[11],states[12],states[13],states[14],states[15],states[16],states[17],states[18],states[19],states[20],states[21],states[22],states[23],vibe[0],vibe[1],vibe[2],covariances[0],covariances[1],covariances[2],covariances[3],covariances[4],covariances[5],covariances[6],covariances[7],covariances[8],covariances[9],covariances[10],covariances[11],covariances[12],covariances[13],covariances[14],covariances[15],covariances[16],covariances[17],covariances[18],covariances[19],covariances[20],covariances[21],covariances[22],covariances[23],control_mode_flags,pos_horiz_accuracy,pos_vert_accuracy,mag_test_ratio,vel_test_ratio,pos_test_ratio,hgt_test_ratio,tas_test_ratio,hagl_test_ratio,beta_test_ratio,time_slip,gps_check_fail_flags,filter_fault_flags,innovation_check_flags,solution_status_flags,n_states,pre_flt_fail,health_flags,timeout_flags
521077288,0.97813565,0.011402573,0.011683452,0.20732653,-0.011439068,0.022008838,0.006294285,0.3374034,0.33481237,-3.396186,-2.6579008e-05,1.7484263e-06,4.0638854e-05,1.4076998e-06,-6.553816e-06,2.001978e-05,0.23041251,-0.028827788,0.3857524,0.0,0.0,0.0,0.0,0.0,1.7435623e-09,2.3132756e-05,0.0006745242,1.81253e-06,4.6865942e-05,4.681166e-05,3.6668487e-05,0.006908568,0.0069075376,0.016530074,0.018234514,0.018233843,0.372391,1.00536385e-11,1.0056227e-11,1.8481232e-11,1.0855618e-06,1.0848257e-06,5.0000036e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,535,0.1909669,0.6102385,0.0034804319,0.010538446,0.006643515,0.00024844598,0.0,0.0,0.0,0.011969,0,0,0,831,24,0,0,0
521277275,0.97828925,0.011534983,0.011567875,0.20659947,-0.016279086,0.0180659,0.0046148947,0.33684614,0.3349822,-3.3953054,-2.6554419e-05,1.7429693e-06,4.062821e-05,1.4409695e-06,-6.5079976e-06,2.1147593e-05,0.23041251,-0.028827788,0.3857524,0.0,0.0,0.0,0.0,0.0,2.1853428e-09,2.3090888e-05,0.00058523903,1.8008291e-06,4.6868892e-05,4.6815494e-05,3.6676312e-05,0.0069036013,0.006902622,0.016523033,0.018220639,0.018219966,0.37194118,1.00511535e-11,1.0053771e-11,1.8478252e-11,1.0855606e-06,1.0848244e-06,5.0000036e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,535,0.19089422,0.6098698,0.007679371,0.006465856,0.006351579,0.0061074826,0.0,0.0,0.0,0.011969,0,0,0,831,24,0,0,0
521480504,0.97857213,0.011330881,0.011268862,0.2052838,-0.012687051,0.019265903,0.0046737315,0.33774278,0.3341978,-3.392672,-2.651314e-05,1.7470651e-06,4.06169e-05,1.4130328e-06,-6.387448e-06,2.1048118e-05,0.23041251,-0.028827788,0.3857524,0.0,0.0,0.0,0.0,0.0,2.3015654e-09,2.7437734e-05,0.0009409996,1.7784222e-06,4.6873552e-05,4.682079e-05,3.6693673e-05,0.00690241,0.0069014574,0.016517973,0.01821909,0.018218411,0.37157804,1.0050025e-11,1.0052663e-11,1.8476705e-11,1.0855598e-06,1.0848231e-06,5.0000036e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,535,0.1908861,0.609572,0.009165205,0.019196346,0.0063340976,0.0027776826,0.0,0.0,0.0,0.011969,0,0,0,831,24,0,0,0
521688474,0.97832733,0.011084029,0.011554335,0.20644474,-0.00838864,0.025249913,0.004129751,0.3391705,0.3334374,-3.3914378,-2.647635e-05,1.7555595e-06,4.063926e-05,1.4010226e-06,-6.415656e-06,2.2061942e-05,0.23041251,-0.028827788,0.3857524,0.0,0.0,0.0,0.0,0.0,4.452601e-09,4.78735e-05,0.0017805259,1.7993302e-06,4.688455e-05,4.682985e-05,3.6693713e-05,0.0069655622,0.006964628,0.016569179,0.018416308,0.018415624,0.37223586,1.0065851e-11,1.0068512e-11,1.8491432e-11,1.0855597e-06,1.0848229e-06,5.000007e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,535,0.19191647,0.61011136,0.0076763555,0.014018832,0.009980225,0.0064113815,0.0,0.0,0.0,0.011969,0,0,0,831,24,0,0,0
521891675,0.9782575,0.011335079,0.010543752,0.20681563,-0.007143518,0.025964493,-0.00021832933,0.34226432,0.3327575,-3.4052122,-2.6442383e-05,1.774621e-06,4.064518e-05,1.4396874e-06,-6.4718993e-06,2.5788007e-05,0.23041251,-0.028827788,0.3857524,0.0,0.0,0.0,0.0,0.0,7.1342527e-09,8.0081794e-05,0.0023917528,1.7990133e-06,4.688497e-05,4.683702e-05,3.6627705e-05,0.0069857715,0.006984889,0.016554845,0.018470025,0.018469349,0.37081972,1.00797894e-11,1.0082472e-11,1.8492012e-11,1.0855597e-06,1.0848228e-06,5e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,535,0.19219619,0.60894966,0.0019616175,0.01761523,0.009323851,0.0010541009,0.0,0.0,0.0,0.011969,0,0,0,831,24,0,0,0
522090868,0.97821206,0.011151507,0.010476816,0.20704354,-0.0143044805,0.022682156,0.009361396,0.3432635,0.3304766,-3.400134,-2.6406651e-05,1.772812e-06,4.065477e-05,1.3679456e-06,-6.5667855e-06,2.3986566e-05,0.23041251,-0.028827788,0.3857524,0.0,0.0,0.0,0.0,0.0,7.664539e-09,8.066081e-05,0.0025750368,1.8024281e-06,4.68789e-05,4.683101e-05,3.6620364e-05,0.006980897,0.0069801062,0.01657278,0.018471343,0.018470678,0.37188682,1.00788345e-11,1.0081544e-11,1.8490667e-11,1.0855566e-06,1.0848196e-06,5.000007e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,535,0.19220307,0.60982525,0.0008680761,0.0111106755,0.008749125,0.002921971,0.0,0.0,0.0,0.011969,0,0,0,831,24,0,0,0
522290868,0.9782727,0.011092416,0.011537869,0.20670421,-0.0064269397,0.008542888,-0.005309401,0.3449562,0.32933468,-3.3990586,-2.6375857e-05,1.7868466e-06,4.066788e-05,1.4135549e-06,-6.6434677e-06,2.3925304e-05,0.23041251,-0.028827788,0.3857524,0.0,0.0,0.0,0.0,0.0,1.2223369e-08,0.000103990846,0.0027078316,1.8028239e-06,4.6874895e-05,4.6820493e-05,3.661968e-05,0.0069815936,0.0069808424,0.01656923,0.018460158,0.01845952,0.37151185,1.0077088e-11,1.0079818e-11,1.8488412e-11,1.0855547e-06,1.0848177e-06,5.000007e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,535,0.19214493,0.6095177,0.009337535,0.014693164,0.007934189,0.0013101299,0.0,0.0,0.0,0.011969,0,0,0,831,24,0,0,0
522498068,0.97834563,0.0113992095,0.010632389,0.20639,0.0023518747,0.014608627,0.0057170982,0.3477386,0.32873407,-3.3917623,-2.634974e-05,1.7942758e-06,4.0673982e-05,1.4282347e-06,-6.684558e-06,2.3128196e-05,0.23041251,-0.028827788,0.3857524,0.0,0.0,0.0,0.0,0.0,1.333284e-08,0.000115893636,0.0030222503,1.7958397e-06,4.6872945e-05,4.6824694e-05,3.664296e-05,0.0070120306,0.0070113186,0.016611608,0.018587539,0.018586919,0.3719261,1.00798874e-11,1.0082636e-11,1.8491153e-11,1.0855532e-06,1.084816e-06,5.000007e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,535,0.19280678,0.60985744,0.0072658965,0.01193302,0.0105520785,0.0045026676,0.0,0.0,0.0,0.011969,0,0,0,831,24,0,0,0
522698068,0.9783215,0.011352715,0.01071693,0.20650275,-0.016681207,0.024103269,0.004890153,0.35051167,0.32944292,-3.3900115,-2.6333533e-05,1.8088882e-06,4.0682393e-05,1.4891099e-06,-6.7219376e-06,2.4209043e-05,0.23041251,-0.028827788,0.3857524,0.0,0.0,0.0,0.0,0.0,1.2961762e-08,0.00011564088,0.0028292849,1.8012036e-06,4.6868285e-05,4.6819398e-05,3.669894e-05,0.0070084655,0.007007857,0.016608497,0.018578924,0.018578334,0.3715497,1.0077967e-11,1.0080744e-11,1.8501329e-11,1.0855516e-06,1.0848145e-06,5.0000036e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,535,0.19276218,0.60954875,0.0017332885,0.007568389,0.009559517,0.0036190262,0.0,0.0,0.0,0.011969,0,0,0,831,24,0,0,0
522905316,0.97827107,0.010926409,0.011365687,0.20672964,-0.003269668,0.022134047,0.012078035,0.35386074,0.32801148,-3.3867342,-2.6299398e-05,1.8255114e-06,4.068531e-05,1.5575866e-06,-6.7775645e-06,2.4321298e-05,0.23041251,-0.028827788,0.3857524,0.0,0.0,0.0,0.0,0.0,1.5663359e-08,0.00012625525,0.0030222747,1.8053446e-06,4.6872774e-05,4.6818845e-05,3.664773e-05,0.0070418348,0.007041238,0.016649289,0.018709144,0.018708576,0.37193742,1.00809526e-11,1.0083742e-11,1.8490999e-11,1.0855504e-06,1.0848132e-06,5e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,535,0.1934366,0.60986674,0.009649729,0.012017039,0.008581518,0.006040866,0.0,0.0,0.0,0.011969,0,0,0,831,24,0,0,0
523105275,0.97830003,0.011126086,0.010257363,0.20664027,0.0052622906,0.0061471844,-0.0037434201,0.3564135,0.32671547,-3.380965,-2.6272875e-05,1.8230777e-06,4.0694053e-05,1.5585615e-06,-6.7660626e-06,2.2386614e-05,0.23041251,-0.028827788,0.3857524,0.0,0.0,0.0,0.0,0.0,1.74985e-08,0.00014090656,0.0033510586,1.7997318e-06,4.6868336e-05,4.6821624e-05,3.6646747e-05,0.0070478367,0.0070472932,0.016644308,0.018703945,0.018703401,0.37154222,1.0079353e-11,1.008216e-11,1.8488096e-11,1.0855497e-06,1.0848124e-06,5e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,535,0.19340979,0.6095426,0.008701525,0.019130267,0.007242749,0.0017954377,0.0,0.0,0.0,0.011969,0,0,0,831,24,0,0,0
523312474,0.9783305,0.011327969,0.011124497,0.20643961,-0.007112906,0.013728008,0.010355738,0.35695815,0.32632464,-3.3816962,-2.6257196e-05,1.8219632e-06,4.069556e-05,1.625951e-06,-6.830702e-06,2.4457004e-05,0.23041251,-0.028827788,0.3857524,0.0,0.0,0.0,0.0,0.0,1.6956763e-08,0.00013519716,0.0033827643,1.7996431e-06,4.687126e-05,4.682022e-05,3.6602727e-05,0.0070741433,0.0070736567,0.016685413,0.018823061,0.01882254,0.37188545,1.0081017e-11,1.00838435e-11,1.84765e-11,1.0855484e-06,1.0848115e-06,5.0000025e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,535,0.19402474,0.6098241,0.0033486553,0.008821592,0.006594395,0.006841171,0.0,0.0,0.0,0.011969,0,0,0,831,24,0,0,0
523511668,0.9783131,0.011040017,0.011374905,0.2065244,-0.0065344577,0.020495487,0.0066252924,0.35869953,0.32476714,-3.3731284,-2.6232248e-05,1.8250402e-06,4.0704053e-05,1.6225591e-06,-6.792353e-06,2.1946911e-05,0.23041251,-0.028827788,0.3857524,0.0,0.0,0.0,0.0,0.0,1.5260214e-08,0.00012957548,0.0033806672,1.8019805e-06,4.6871715e-05,4.68185e-05,3.659754e-05,0.0070761954,0.007075748,0.016682832,0.018822547,0.018822053,0.3716108,1.0080289e-11,1.0083128e-11,1.8475332e-11,1.0855472e-06,1.0848104e-06,5.000004e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,535,0.19402216,0.6095989,0.0005861111,0.008649642,0.006146554,0.0033872556,0.0,0.0,0.0,0.011969,0,0,0,831,24,0,0,0
523711690,0.9783245,0.010912706,0.010083256,0.20654441,0.00067956606,0.0031677787,0.0017647058,0.36309034,0.32402822,-3.37422,-2.6207435e-05,1.8418107e-06,4.0711355e-05,1.6760547e-06,-6.781534e-06,2.2325845e-05,0.23041251,-0.028827788,0.3857524,0.0,0.0,0.0,0.0,0.0,1.2930922e-08,0.000118743425,0.0035439732,1.7964559e-06,4.686903e-05,4.6823e-05,3.6595724e-05,0.0070727705,0.0070723537,0.016678745,0.018807057,0.018806595,0.37127233,1.0078474e-11,1.0081323e-11,1.8473171e-11,1.085546e-06,1.0848091e-06,5.0000036e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,535,0.1939424,0.6093212,0.009723921,0.008276872,0.009144327,0.004110748,0.0,0.0,0.0,0.011969,0,0,0,831,24,0,0,0
523918883,0.9783442,0.011039384,0.011502338,0.20636983,-9.36226e-05,0.0021687048,0.0011556814,0.36355332,0.32333356,-3.37345,-2.6193604e-05,1.8385523e-06,4.0720694e-05,1.718497e-06,-6.7992646e-06,2.2157534e-05,0.23041251,-0.028827788,0.3857524,0.0,0.0,0.0,0.0,0.0,1.2553376e-08,0.00012201943,0.0035283163,1.8022287e-06,4.6877525e-05,4.68237e-05,3.661335e-05,0.007113577,0.0071132015,0.01672209,0.018945444,0.018945014,0.37171918,1.0082299e-11,1.00851705e-11,1.847649e-11,1.0855447e-06,1.0848084e-06,5.0000036e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,535,0.19465472,0.60968775,0.0081485985,0.006605424,0.008187164,0.0049721734,0.0,0.0,0.0,0.011969,0,0,0,831,24,0,0,0
524118868,0.9783301,0.011272703,0.011195126,0.206441,-0.0028978046,0.017324962,0.0050790585,0.36711845,0.32358924,-3.3752615,-2.6181982e-05,1.8568638e-06,4.0717565e-05,1.7735146e-06,-6.806375e-06,2.4218822e-05,0.23041251,-0.028827788,0.3857524,0.0,0.0,0.0,0.0,0.0,1.2256621e-08,0.0001311656,0.0032901426,1.8026464e-06,4.687633e-05,4.68251e-05,3.6609817e-05,0.0071071144,0.0071067917,0.016737191,0.01893286,0.018932465,0.3727415,1.0080088e-11,1.0082973e-11,1.8473778e-11,1.0855435e-06,1.0848075e-06,5.000007e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,535,0.19459015,0.6105256,0.007020275,0.0070729977,0.007282132,0.005017857,0.0,0.0,0.0,0.011969,0,0,0,831,24,0,0,0
524326068,0.97831315,0.010894331,0.0101231225,0.20659702,-0.009844034,0.01206267,0.0054365853,0.3712612,0.3223692,-3.3799489,-2.6156116e-05,1.8734763e-06,4.0714214e-05,1.8320239e-06,-6.764695e-06,2.6065194e-05,0.23041251,-0.028827788,0.3857524,0.0,0.0,0.0,0.0,0.0,1.2943053e-08,0.00013579261,0.003385155,1.8001616e-06,4.688548e-05,4.6839465e-05,3.662546e-05,0.0071479357,0.0071476665,0.016778996,0.019074807,0.019074433,0.373159,1.008363e-11,1.0086524e-11,1.8476607e-11,1.0855416e-06,1.0848058e-06,5.0000075e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,535,0.1953183,0.6108674,0.007741754,0.012874619,0.0059018843,0.003524658,0.0,0.0,0.0,0.011969,0,0,0,831,24,0,0,0
524526068,0.97831714,0.0109002795,0.011379471,0.20651197,0.0032283082,-0.0015113096,-6.0979903e-05,0.37237114,0.3233012,-3.3788793,-2.6152005e-05,1.8832261e-06,4.071131e-05,1.8037096e-06,-6.7435026e-06,2.6280408e-05,0.23041251,-0.028827788,0.3857524,0.0,0.0,0.0,0.0,0.0,1.284115e-08,0.000137812,0.0032474704,1.8049069e-06,4.688908e-05,4.683576e-05,3.662103e-05,0.007142233,0.007141927,0.016769987,0.019052861,0.019052526,0.37275618,1.0080925e-11,1.0083834e-11,1.8473724e-11,1.0855391e-06,1.084804e-06,5e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,535,0.19520602,0.6105376,0.011824946,0.01073094,0.0052798376,0.00011236171,0.0,0.0,0.0,0.011969,0,0,0,831,24,0,0,0
524725278,0.9783207,0.011355293,0.011034658,0.20648973,0.0023304974,0.012112684,0.008614994,0.37374696,0.32278156,-3.3733943,-2.6137039e-05,1.8814437e-06,4.0722072e-05,1.8173748e-06,-6.671693e-06,2.5423342e-05,0.23041251,-0.028827788,0.3857524,0.0,0.0,0.0,0.0,0.0,1.219416e-08,0.00013990428,0.0036045928,1.8074074e-06,4.6891142e-05,4.6841426e-05,3.6681562e-05,0.0071420595,0.0071417955,0.016785199,0.019058222,0.019057916,0.37382203,1.0080441e-11,1.008336e-11,1.848528e-11,1.085537e-06,1.0848021e-06,5.000007e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,535,0.19523355,0.6114099,0.00883522,0.009908326,0.0049093585,0.004240739,0.0,0.0,0.0,0.011969,0,0,0,831,24,0,0,0
524933271,0.9783359,0.011105513,0.010591185,0.20645444,-0.014442057,0.013656011,0.007285949,0.37703723,0.32223216,-3.3707378,-2.6119496e-05,1.8913663e-06,4.072194e-05,1.848904e-06,-6.5994705e-06,2.5450036e-05,0.23041251,-0.028827788,0.3857524,0.0,0.0,0.0,0.0,0.0,1.1413117e-08,0.00012979234,0.0031440142,1.80247e-06,4.6901685e-05,4.6853933e-05,3.6636025e-05,0.0071764234,0.007176206,0.016823601,0.019179115,0.019178828,0.374142,1.0082484e-11,1.0085406e-11,1.8473972e-11,1.0855341e-06,1.0847996e-06,5.0000107e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,535,0.19585185,0.61167145,0.0071329274,0.0047479486,0.0075284964,0.002546482,0.0,0.0,0.0,0.011969,0,0,0,831,24,0,0,0
525136468,0.97835314,0.010794823,0.011241616,0.2063548,-0.00019876147,0.0032116123,0.009547945,0.3787968,0.32319185,-3.3630364,-2.611415e-05,1.8993162e-06,4.0738923e-05,1.8226513e-06,-6.553556e-06,2.4554469e-05,0.23041251,-0.028827788,0.3857524,0.0,0.0,0.0,0.0,0.0,1.0830601e-08,0.00012634545,0.0034058397,1.8068727e-06,4.691147e-05,4.685905e-05,3.669728e-05,0.0071945777,0.0071942927,0.016823044,0.019231174,0.019230912,0.37409317,1.0090956e-11,1.0093894e-11,1.8494916e-11,1.0855316e-06,1.0847978e-06,5.0000054e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,535,0.19611754,0.6116316,0.010143105,0.008147409,0.007216855,0.0048792493,0.0,0.0,0.0,0.011969,0,0,0,831,24,0,0,0
