timestamp,voltage_v,voltage_filtered_v,current_a,current_filtered_a,average_current_a,discharged_mah,remaining,scale,temperature,cell_count,voltage_cell_v[0],voltage_cell_v[1],voltage_cell_v[2],voltage_cell_v[3],max_cell_voltage_delta,capacity,cycle_count,run_time_to_empty,average_time_to_empty,serial_number,connected,system_source,priority,is_powering_off,warning
521685033,50.67239,50.70441,1.0282271,0.7575673,0.0,108.67785,1.0,1.0,0.0,12,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
521888282,50.611824,50.698803,0.77117026,0.7565692,0.0,108.72041,1.0,1.0,0.0,12,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
522091319,50.652203,50.692574,0.77117026,0.74449277,0.0,108.76052,1.0,1.0,0.0,12,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
522295454,50.652203,50.688866,1.0282271,0.7704075,0.0,108.807724,1.0,1.0,0.0,12,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
522498553,50.591637,50.686756,0.77117026,0.7658358,0.0,108.850365,1.0,1.0,0.0,12,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
522702787,50.712765,50.685616,0.77117026,0.7790671,0.0,108.89625,1.0,1.0,0.0,12,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
522905859,50.712765,50.68433,0.77117026,0.7725206,0.0,108.93886,1.0,1.0,0.0,12,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
523109794,50.652203,50.682987,0.77117026,0.7703832,0.0,108.98211,1.0,1.0,0.0,12,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
523313028,50.652203,50.68432,0.77117026,0.771314,0.0,109.02561,1.0,1.0,0.0,12,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
523516139,50.732956,50.683907,0.77117026,0.7529644,0.0,109.065254,1.0,1.0,0.0,12,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
523708135,50.692577,50.680893,0.77117026,0.76007843,0.0,109.10679,1.0,1.0,0.0,12,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
523911458,50.692577,50.67954,0.77117026,0.76143247,0.0,109.1499,1.0,1.0,0.0,12,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
524115444,50.652203,50.679,0.77117026,0.76901966,0.0,109.19446,1.0,1.0,0.0,12,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
524318673,50.652203,50.67741,0.77117026,0.76312697,0.0,109.236725,1.0,1.0,0.0,12,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
524522643,50.652203,50.67578,0.77117026,0.74906623,0.0,109.27741,1.0,1.0,0.0,12,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
524726297,50.652203,50.674908,0.89969873,0.7538265,0.0,109.320656,1.0,1.0,0.0,12,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
524929978,50.712765,50.673992,0.77117026,0.7588358,0.0,109.364235,1.0,1.0,0.0,12,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
525133038,50.652203,50.672264,0.77117026,0.75966334,0.0,109.40727,1.0,1.0,0.0,12,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
525336928,50.712765,50.672813,0.77117026,0.77001506,0.0,109.452286,1.0,1.0,0.0,12,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
525540270,50.652203,50.670677,1.0282271,0.7711603,0.0,109.49584,1.0,1.0,0.0,12,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
525743436,50.611824,50.67126,0.77117026,0.7643766,0.0,109.5381,1.0,1.0,0.0,12,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
525947966,50.45032,50.630424,0.77117026,0.7613526,0.0,109.58108,1.0,1.0,0.0,12,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
526150633,50.248436,50.58399,0.77117026,0.77145976,0.0,109.62573,1.0,1.0,0.0,12,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
526354644,49.885048,50.497707,0.89969873,0.76803344,0.0,109.66858,1.0,1.0,0.0,12,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
526557818,49.64279,50.380676,0.77117026,0.7693752,0.0,109.712166,1.0,1.0,0.0,12,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
526749859,49.683167,50.26801,0.77117026,0.75463176,0.0,109.75031,1.0,1.0,0.0,12,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
526952876,49.703358,50.174423,0.77117026,0.761108,0.0,109.794174,1.0,1.0,0.0,12,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
527156272,49.9658,50.104145,0.77117026,0.76684326,0.0,109.83818,1.0,1.0,0.0,12,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
527360226,49.885048,50.08668,0.77117026,0.7567405,0.0,109.879745,1.0,1.0,0.0,12,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
527564161,49.90524,50.052887,0.77117026,0.7495251,0.0,109.92131,1.0,1.0,0.0,12,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
527767600,49.844673,50.02434,0.77117026,0.74961936,0.0,109.963554,1.0,1.0,0.0,12,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
527970623,49.8043,49.999054,1.0282271,0.75999224,0.0,110.007935,1.0,1.0,0.0,12,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
528174711,49.76392,49.97328,1.0282271,0.76228577,0.0,110.05123,1.0,1.0,0.0,12,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
528377737,49.824486,49.954983,0.77117026,0.76052284,0.0,110.09385,1.0,1.0,0.0,12,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
528581864,49.784107,49.934715,0.77117026,0.763519,0.0,110.13761,1.0,1.0,0.0,12,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
528785059,49.86486,49.91615,0.77117026,0.7496704,0.0,110.17816,1.0,1.0,0.0,12,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
528988576,49.885048,49.898914,0.77117026,0.7426647,0.0,110.21924,1.0,1.0,0.0,12,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
529192233,49.743732,49.88305,0.6426419,0.739712,0.0,110.26073,1.0,1.0,0.0,12,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
529395433,49.784107,49.86798,0.6426419,0.7369654,0.0,110.30214,1.0,1.0,0.0,12,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
529599544,49.703358,49.842945,0.77117026,0.7387849,0.0,110.344124,1.0,1.0,0.0,12,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
529802624,49.521664,49.81369,0.6426419,0.73657644,0.0,110.38549,1.0,1.0,0.0,12,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
529994507,49.56204,49.775856,0.77117026,0.75214845,0.0,110.42787,1.0,1.0,0.0,12,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
530197919,49.54185,49.74282,0.77117026,0.7521234,0.0,110.47034,1.0,1.0,0.0,12,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
530401025,49.743732,49.747627,0.77117026,0.757857,0.0,110.513824,1.0,1.0,0.0,12,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
530605108,49.64279,49.741325,0.77117026,0.74810815,0.0,110.55498,1.0,1.0,0.0,12,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
530809083,49.743732,49.742718,0.89969873,0.74301183,0.0,110.59609,1.0,1.0,0.0,12,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
531012728,49.501472,49.738136,0.6426419,0.7463911,0.0,110.63885,1.0,1.0,0.0,12,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
531215515,49.56204,49.71839,0.77117026,0.7269294,0.0,110.67703,1.0,1.0,0.0,12,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
531419416,49.521664,49.710922,0.89969873,0.7365087,0.0,110.71983,1.0,1.0,0.0,12,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
531622624,49.945614,49.715908,0.51411355,0.7300947,0.0,110.760376,1.0,1.0,0.0,12,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
531826621,49.743732,49.708633,0.77117026,0.73788744,0.0,110.8032,1.0,1.0,0.0,12,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
532029754,49.64279,49.686954,0.77117026,0.74547696,0.0,110.84633,1.0,1.0,0.0,12,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
532233051,49.683167,49.690453,0.6426419,0.744432,0.0,110.8882,1.0,1.0,0.0,12,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
532436925,49.582226,49.67778,0.89969873,0.7455864,0.0,110.93057,1.0,1.0,0.0,12,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
532640290,50.00618,49.683895,0.77117026,0.75049466,0.0,110.9737,1.0,1.0,0.0,12,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
532844128,49.521664,49.687344,0.77117026,0.7498319,0.0,111.0161,1.0,1.0,0.0,12,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
533035463,49.582226,49.67608,0.77117026,0.7495085,0.0,111.05574,1.0,1.0,0.0,12,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
533239230,49.66298,49.656544,0.6426419,0.7441054,0.0,111.097275,1.0,1.0,0.0,12,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
533442659,49.582226,49.666172,0.77117026,0.73653656,0.0,111.13787,1.0,1.0,0.0,12,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
533646631,49.683167,49.659027,0.77117026,0.7560573,0.0,111.183266,1.0,1.0,0.0,12,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
533849819,49.64279,49.695515,0.77117026,0.7647714,0.0,111.227615,1.0,1.0,0.0,12,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
534053036,50.00618,49.73096,0.77117026,0.7619534,0.0,111.27028,1.0,1.0,0.0,12,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
534257150,50.066742,49.778435,1.0282271,0.76707065,0.0,111.31443,1.0,1.0,0.0,12,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
534460239,50.00618,49.81172,0.77117026,0.74877995,0.0,111.35408,1.0,1.0,0.0,12,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
534664132,50.066742,49.84363,0.6426419,0.7439701,0.0,111.395676,1.0,1.0,0.0,12,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
534867529,49.360157,49.858025,0.77117026,0.7475046,0.0,111.4384,1.0,1.0,0.0,12,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
535071423,49.178463,49.75249,0.6426419,0.73713875,0.0,111.47864,1.0,1.0,0.0,12,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
535274965,49.420723,49.68887,0.77117026,0.727348,0.0,111.518326,1.0,1.0,0.0,12,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
535477718,49.259216,49.634953,1.0282271,0.7492954,0.0,111.56338,1.0,1.0,0.0,12,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
535681844,49.29959,49.563377,0.6426419,0.7471969,0.0,111.60536,1.0,1.0,0.0,12,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
535885025,49.259216,49.51642,1.1567554,0.7641011,0.0,111.65062,1.0,1.0,0.0,12,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
536088911,49.178463,49.466038,0.6426419,0.74604034,0.0,111.69046,1.0,1.0,0.0,12,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
536292203,49.117897,49.41648,0.77117026,0.74659324,0.0,111.73271,1.0,1.0,0.0,12,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
536496277,50.026367,49.466396,0.77117026,0.7531986,0.0,111.776405,1.0,1.0,0.0,12,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
536699508,49.844673,49.538574,0.77117026,0.75204426,0.0,111.818596,1.0,1.0,0.0,12,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
536903445,49.66298,49.58051,0.6426419,0.7607918,0.0,111.86271,1.0,1.0,0.0,12,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
537094480,49.824486,49.60069,0.77117026,0.7459434,0.0,111.900215,1.0,1.0,0.0,12,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
537297949,49.683167,49.643257,0.77117026,0.75336677,0.0,111.9438,1.0,1.0,0.0,12,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
537501781,49.582226,49.62865,1.0282271,0.7516973,0.0,111.98619,1.0,1.0,0.0,12,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
537705082,49.54185,49.615158,0.77117026,0.7559323,0.0,112.0293,1.0,1.0,0.0,12,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
537908929,49.279404,49.613937,0.77117026,0.7652164,0.0,112.073845,1.0,1.0,0.0,12,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
538112148,49.703358,49.625633,0.77117026,0.7637348,0.0,112.11689,1.0,1.0,0.0,12,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
538316267,49.582226,49.62632,0.6426419,0.75862396,0.0,112.15931,1.0,1.0,0.0,12,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
538519514,49.683167,49.62803,1.0282271,0.76799905,0.0,112.20371,1.0,1.0,0.0,12,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
538721814,49.66298,49.629333,0.6426419,0.74030167,0.0,112.24147,1.0,1.0,0.0,12,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
538926707,49.64279,49.627235,0.77117026,0.74290746,0.0,112.284004,1.0,1.0,0.0,12,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
539129912,49.582226,49.628555,0.77117026,0.73463553,0.0,112.3241,1.0,1.0,0.0,12,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
539321866,49.582226,49.62661,0.77117026,0.7408136,0.0,112.364365,1.0,1.0,0.0,12,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
539525123,49.117897,49.561924,0.6426419,0.7510468,0.0,112.40824,1.0,1.0,0.0,12,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
539729065,49.279404,49.50181,0.77117026,0.74893117,0.0,112.45022,1.0,1.0,0.0,12,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
539932272,49.8043,49.515602,0.77117026,0.7568424,0.0,112.49424,1.0,1.0,0.0,12,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
540136138,49.602413,49.53396,0.77117026,0.7558259,0.0,112.53704,1.0,1.0,0.0,12,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
540339525,49.461098,49.528603,0.77117026,0.771133,0.0,112.58277,1.0,1.0,0.0,12,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
540543445,49.481285,49.530537,0.77117026,0.7663228,0.0,112.6256,1.0,1.0,0.0,12,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
540746528,49.380344,49.5281,0.6426419,0.7642656,0.0,112.66868,1.0,1.0,0.0,12,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
540949813,49.501472,49.518837,0.77117026,0.76915133,0.0,112.71318,1.0,1.0,0.0,12,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
541153724,49.481285,49.51241,0.77117026,0.7588916,0.0,112.75473,1.0,1.0,0.0,12,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
541357130,49.420723,49.510963,0.77117026,0.7580433,0.0,112.79749,1.0,1.0,0.0,12,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
541560240,49.622604,49.52045,0.6426419,0.746432,0.0,112.838,1.0,1.0,0.0,12,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
541752243,49.23903,49.503136,0.77117026,0.7600966,0.0,112.88041,1.0,1.0,0.0,12,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
541955484,49.602413,49.51011,0.6426419,0.746004,0.0,112.92058,1.0,1.0,0.0,12,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
542159416,49.461098,49.50753,0.77117026,0.75163025,0.0,112.96383,1.0,1.0,0.0,12,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
542362640,49.40053,49.495804,1.0282271,0.74935484,0.0,113.00512,1.0,1.0,0.0,12,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
542566678,49.582226,49.488583,0.77117026,0.74164575,0.0,113.04582,1.0,1.0,0.0,12,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
542769856,49.31978,49.459675,0.77117026,0.74756515,0.0,113.08893,1.0,1.0,0.0,12,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
542973718,49.19865,49.435734,0.77117026,0.7581697,0.0,113.133446,1.0,1.0,0.0,12,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
543177192,49.420723,49.434902,0.77117026,0.7633065,0.0,113.17705,1.0,1.0,0.0,12,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
543381043,49.360157,49.41076,0.77117026,0.76521826,0.0,113.220695,1.0,1.0,0.0,12,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
543584324,49.683167,49.42275,0.77117026,0.7597328,0.0,113.26296,1.0,1.0,0.0,12,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
543787468,49.178463,49.419556,0.6426419,0.74301517,0.0,113.30266,1.0,1.0,0.0,12,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
543991358,49.481285,49.39466,0.77117026,0.7549662,0.0,113.34721,1.0,1.0,0.0,12,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
544194543,48.936203,49.347275,0.77117026,0.755706,0.0,113.38991,1.0,1.0,0.0,12,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
544386683,49.117897,49.35272,0.77117026,0.7404219,0.0,113.42721,1.0,1.0,0.0,12,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
544589887,49.360157,49.356693,0.77117026,0.7478594,0.0,113.47027,1.0,1.0,0.0,12,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
544793051,49.501472,49.315464,0.77117026,0.7537157,0.0,113.51379,1.0,1.0,0.0,12,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
544996929,49.29959,49.307076,0.77117026,0.75130427,0.0,113.55571,1.0,1.0,0.0,12,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
545200246,48.87564,49.28856,0.77117026,0.7621185,0.0,113.60006,1.0,1.0,0.0,12,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
545404265,49.23903,49.296062,0.77117026,0.77332336,0.0,113.64546,1.0,1.0,0.0,12,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
545607872,49.178463,49.265957,0.77117026,0.75600654,0.0,113.685616,1.0,1.0,0.0,12,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
545811477,49.19865,49.27758,0.6426419,0.7512808,0.0,113.727486,1.0,1.0,0.0,12,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
546014643,49.360157,49.281967,0.6426419,0.7504493,0.0,113.7697,1.0,1.0,0.0,12,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
546217880,48.85545,49.31247,0.77117026,0.7569839,0.0,113.813225,1.0,1.0,0.0,12,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
546409822,48.794888,49.267204,0.77117026,0.76007366,0.0,113.85435,1.0,1.0,0.0,12,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
546613734,49.420723,49.261047,0.77117026,0.75941664,0.0,113.89718,1.0,1.0,0.0,12,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
546817141,49.259216,49.27212,0.77117026,0.75502837,0.0,113.93906,1.0,1.0,0.0,12,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
547020117,49.138084,49.260258,0.77117026,0.7481883,0.0,113.980446,1.0,1.0,0.0,12,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
547224135,49.057335,49.22137,0.6426419,0.7439314,0.0,114.022026,1.0,1.0,0.0,12,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
547427804,49.360157,49.25804,0.6426419,0.7479139,0.0,114.065186,1.0,1.0,0.0,12,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
547631315,49.29959,49.272335,0.77117026,0.748405,0.0,114.107475,1.0,1.0,0.0,12,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
547834721,49.360157,49.266827,0.89969873,0.75430614,0.0,114.15065,1.0,1.0,0.0,12,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
548037878,49.037144,49.256683,0.77117026,0.7413713,0.0,114.190735,1.0,1.0,0.0,12,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
548241770,48.85545,49.234146,0.77117026,0.741921,0.0,114.23268,1.0,1.0,0.0,12,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
548445057,49.259216,49.234833,0.6426419,0.7405741,0.0,114.27449,1.0,1.0,0.0,12,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
548648939,49.44091,49.23802,0.77117026,0.7454123,0.0,114.3173,1.0,1.0,0.0,12,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
548852277,48.936203,49.214497,0.6426419,0.7482676,0.0,114.36,1.0,1.0,0.0,12,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
549055506,49.117897,49.22066,0.77117026,0.7355612,0.0,114.39968,1.0,1.0,0.0,12,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
549259431,49.683167,49.279312,1.0282271,0.7424051,0.0,114.44251,1.0,1.0,0.0,12,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
549462522,49.23903,49.296535,0.77117026,0.74741274,0.0,114.48523,1.0,1.0,0.0,12,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
549666683,49.117897,49.238102,0.77117026,0.75375456,0.0,114.52899,1.0,1.0,0.0,12,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
549869928,48.73432,49.214375,0.77117026,0.7508935,0.0,114.57123,1.0,1.0,0.0,12,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
