timestamp,vel_pos_innov[0],vel_pos_innov[1],vel_pos_innov[2],vel_pos_innov[3],vel_pos_innov[4],vel_pos_innov[5],mag_innov[0],mag_innov[1],mag_innov[2],heading_innov,airspeed_innov,beta_innov,flow_innov[0],flow_innov[1],hagl_innov,vel_pos_innov_var[0],vel_pos_innov_var[1],vel_pos_innov_var[2],vel_pos_innov_var[3],vel_pos_innov_var[4],vel_pos_innov_var[5],mag_innov_var[0],mag_innov_var[1],mag_innov_var[2],heading_innov_var,airspeed_innov_var,beta_innov_var,flow_innov_var[0],flow_innov_var[1],hagl_innov_var,output_tracking_error[0],output_tracking_error[1],output_tracking_error[2],drag_innov[0],drag_innov[1],drag_innov_var[0],drag_innov_var[1],aux_vel_innov[0],aux_vel_innov[1]
521077288,0.022386026,0.026729207,0.004838782,-0.013622999,0.017250061,-0.01244545,0.0,0.0,0.0,0.002717048,0.0,0.0,0.0,0.0,0.0,0.25732437,0.25732324,0.5794549,0.26967877,0.26967794,100.37307,0.0,0.0,0.0,0.090153314,0.0,0.0,0.0,0.0,0.0,0.00011266414,0.001151178,0.0020625764,0.0,0.0,0.0,0.0,0.0,0.0
521277275,-0.006528926,0.016399488,0.011824897,-0.0155623555,0.016491532,-0.30594254,0.0,0.0,0.0,-0.0059950054,0.0,0.0,0.0,0.0,0.0,0.25731814,0.25731704,0.5794473,0.2696621,0.26966128,100.37261,0.0,0.0,0.0,0.09015322,0.0,0.0,0.0,0.0,0.0,0.00010971416,0.0015375688,0.0029857154,0.0,0.0,0.0,0.0,0.0,0.0
521480504,-0.020812117,0.04869234,-0.0035140421,-0.015535027,0.016450882,-0.1391449,0.0,0.0,0.0,-0.0071549416,0.0,0.0,0.0,0.0,0.0,0.25736284,0.25736177,0.57949024,0.2698175,0.2698167,100.37587,0.0,0.0,0.0,0.09015321,0.0,0.0,0.0,0.0,0.0,0.00015194708,0.0013393136,0.0022728913,0.0,0.0,0.0,0.0,0.0,0.0
521688474,0.013077246,0.035558008,0.016034912,-0.024100125,0.025916666,0.32116508,0.0,0.0,0.0,0.005992651,0.0,0.0,0.0,0.0,0.0,0.25734332,0.2573423,0.57944775,0.269736,0.26973516,100.37219,0.0,0.0,0.0,0.09015321,0.0,0.0,0.0,0.0,0.0,0.00017347504,0.0015811356,0.0033879804,0.0,0.0,0.0,0.0,0.0,0.0
521891675,-0.035338752,0.008215471,0.06704461,-0.022345662,0.024211556,0.05280304,0.0,0.0,0.0,0.0015313625,0.0,0.0,0.0,0.0,0.0,0.25734028,0.25733936,0.57944345,0.26972178,0.26972097,100.3722,0.0,0.0,0.0,0.09015312,0.0,0.0,0.0,0.0,0.0,0.00018315592,0.0036882516,0.013578528,0.0,0.0,0.0,0.0,0.0,0.0
522090868,0.00059601665,0.028183017,-0.011346006,-0.01989451,0.022722483,-0.14636993,0.0,0.0,0.0,-0.000677675,0.0,0.0,0.0,0.0,0.0,0.25736853,0.25736767,0.57945144,0.269801,0.26980022,100.37184,0.0,0.0,0.0,0.090153106,0.0,0.0,0.0,0.0,0.0,0.00017206094,0.0011853173,0.0038708695,0.0,0.0,0.0,0.0,0.0,0.0
522290868,-0.037269592,0.0107899755,0.002035553,-0.020037979,0.020605505,-0.06562805,0.0,0.0,0.0,0.0072894692,0.0,0.0,0.0,0.0,0.0,0.25735855,0.25735772,0.57944816,0.26978797,0.26978722,100.37147,0.0,0.0,0.0,0.09015309,0.0,0.0,0.0,0.0,0.0,0.0001702315,0.0010548407,0.002221296,0.0,0.0,0.0,0.0,0.0,0.0
522498068,-0.0005850438,0.016385823,-0.04541783,-0.027403891,0.01978892,-0.2255516,0.0,0.0,0.0,0.0056722164,0.0,0.0,0.0,0.0,0.0,0.25735205,0.25735128,0.5794447,0.26977918,0.26977846,100.37188,0.0,0.0,0.0,0.090153076,0.0,0.0,0.0,0.0,0.0,0.00014591319,0.0011553146,0.0043804883,0.0,0.0,0.0,0.0,0.0,0.0
522698068,-0.019197147,0.0046537514,0.00867968,-0.024825722,0.009939462,-0.18128777,0.0,0.0,0.0,-0.0013531148,0.0,0.0,0.0,0.0,0.0,0.25735137,0.25735065,0.5794615,0.26976892,0.26976824,100.372215,0.0,0.0,0.0,0.09015316,0.0,0.0,0.0,0.0,0.0,0.00012540974,0.0011949961,0.0027416057,0.0,0.0,0.0,0.0,0.0,0.0
522905316,-0.030480685,0.0037029656,0.020148996,-0.02228564,0.01878944,-0.30260658,0.0,0.0,0.0,0.0075331926,0.0,0.0,0.0,0.0,0.0,0.25734428,0.25734365,0.579457,0.26976275,0.2697621,100.37333,0.0,0.0,0.0,0.09015322,0.0,0.0,0.0,0.0,0.0,0.00012904668,0.0012129247,0.0025145942,0.0,0.0,0.0,0.0,0.0,0.0
523105275,-0.01906715,0.036197487,-0.07280975,-0.018803269,0.018265426,-0.08993912,0.0,0.0,0.0,0.0067929626,0.0,0.0,0.0,0.0,0.0,0.2572959,0.2572953,0.5794247,0.26959997,0.26959935,100.372925,0.0,0.0,0.0,0.090153195,0.0,0.0,0.0,0.0,0.0,0.00012045325,0.0015747197,0.004690978,0.0,0.0,0.0,0.0,0.0,0.0
523312474,-0.0054382635,0.0041386886,0.033575635,-0.017124891,0.016565204,-0.34269524,0.0,0.0,0.0,0.0026141703,0.0,0.0,0.0,0.0,0.0,0.2573434,0.25734288,0.5794481,0.26975268,0.2697521,100.37262,0.0,0.0,0.0,0.090153,0.0,0.0,0.0,0.0,0.0,8.475829e-05,0.0011164113,0.0015870775,0.0,0.0,0.0,0.0,0.0,0.0
523511668,0.0010259694,0.018368594,-0.032921042,-0.015961379,0.015750825,-0.16967773,0.0,0.0,0.0,0.00045755506,0.0,0.0,0.0,0.0,0.0,0.25733423,0.25733373,0.57944334,0.26973507,0.2697345,100.37227,0.0,0.0,0.0,0.090152994,0.0,0.0,0.0,0.0,0.0,0.00010018195,0.001646382,0.0047874246,0.0,0.0,0.0,0.0,0.0,0.0
523711690,-0.020993574,0.01588961,0.021500636,-0.023745954,0.0149255395,0.20591927,0.0,0.0,0.0,0.0075910985,0.0,0.0,0.0,0.0,0.0,0.2573358,0.25733536,0.57944125,0.26973405,0.26973355,100.37193,0.0,0.0,0.0,0.090152904,0.0,0.0,0.0,0.0,0.0,0.000122052166,0.00071075297,0.0014036949,0.0,0.0,0.0,0.0,0.0,0.0
523918883,0.016753927,0.005257417,-0.0008131666,-0.021259815,0.013451308,0.24907112,0.0,0.0,0.0,0.0063613057,0.0,0.0,0.0,0.0,0.0,0.25733083,0.25733045,0.5794578,0.2697193,0.26971883,100.37238,0.0,0.0,0.0,0.09015297,0.0,0.0,0.0,0.0,0.0,9.771758e-05,0.0012964885,0.0031274213,0.0,0.0,0.0,0.0,0.0,0.0
524118868,-0.00056925043,6.675674e-05,0.026921574,-0.01891473,0.013688058,-0.25135994,0.0,0.0,0.0,-0.0054804683,0.0,0.0,0.0,0.0,0.0,0.25737676,0.25737637,0.57950056,0.2698629,0.26986244,100.37269,0.0,0.0,0.0,0.090153046,0.0,0.0,0.0,0.0,0.0,6.973845e-05,0.002022288,0.0046156077,0.0,0.0,0.0,0.0,0.0,0.0
524326068,-0.032654874,0.028349034,0.020266455,-0.015325278,0.0136344135,-0.17656136,0.0,0.0,0.0,-0.0060437024,0.0,0.0,0.0,0.0,0.0,0.25732812,0.25732782,0.57946926,0.26970893,0.2697085,100.3731,0.0,0.0,0.0,0.09015312,0.0,0.0,0.0,0.0,0.0,9.235857e-05,0.0018993962,0.0059822877,0.0,0.0,0.0,0.0,0.0,0.0
524526068,-0.027219577,-0.0038580755,-0.014930576,-0.01371339,0.0029544234,-0.005628586,0.0,0.0,0.0,0.009231299,0.0,0.0,0.0,0.0,0.0,0.25736362,0.25736335,0.57950926,0.2698413,0.26984093,100.37415,0.0,0.0,0.0,0.0901531,0.0,0.0,0.0,0.0,0.0,6.951295e-05,0.0019816675,0.0043766014,0.0,0.0,0.0,0.0,0.0,0.0
524725278,0.018803975,-0.001340983,0.03771204,-0.011020929,0.012747556,-0.21243286,0.0,0.0,0.0,0.0068973303,0.0,0.0,0.0,0.0,0.0,0.25732434,0.25732404,0.57945466,0.2696901,0.26968974,100.37377,0.0,0.0,0.0,0.090153106,0.0,0.0,0.0,0.0,0.0,6.608961e-05,0.0017451253,0.0033974992,0.0,0.0,0.0,0.0,0.0,0.0
524933271,0.0071995878,0.012043303,-0.0070246635,-0.019553304,0.012962818,-0.12756157,0.0,0.0,0.0,0.005568415,0.0,0.0,0.0,0.0,0.0,0.2573592,0.25735894,0.5794947,0.269826,0.26982567,100.37336,0.0,0.0,0.0,0.09015316,0.0,0.0,0.0,0.0,0.0,6.725533e-05,0.0013953464,0.0030132984,0.0,0.0,0.0,0.0,0.0,0.0
525136468,-0.020666175,-0.0032424172,-0.0071674758,-0.018743753,0.0028276443,-0.2444191,0.0,0.0,0.0,0.007918358,0.0,0.0,0.0,0.0,0.0,0.25736004,0.25735977,0.57950866,0.26982188,0.2698216,100.374695,0.0,0.0,0.0,0.09015333,0.0,0.0,0.0,0.0,0.0,9.366693e-05,0.0020171972,0.005737771,0.0,0.0,0.0,0.0,0.0,0.0
525336498,0.017714888,0.003817783,-0.0015550388,-0.01508227,0.003873974,-0.03722191,0.0,0.0,0.0,0.0029027462,0.0,0.0,0.0,0.0,0.0,0.25733924,0.25733894,0.5794608,0.26972672,0.26972646,100.3737,0.0,0.0,0.0,0.09015323,0.0,0.0,0.0,0.0,0.0,0.00010131445,0.0018513073,0.0038699931,0.0,0.0,0.0,0.0,0.0,0.0
525535668,0.009499269,-0.0030406713,0.012951658,-0.013148963,0.0047313273,0.007396698,0.0,0.0,0.0,-0.0055688024,0.0,0.0,0.0,0.0,0.0,0.25733626,0.257336,0.5794575,0.26973805,0.2697378,100.37339,0.0,0.0,0.0,0.09015313,0.0,0.0,0.0,0.0,0.0,5.2742347e-05,0.0020538487,0.0039608325,0.0,0.0,0.0,0.0,0.0,0.0
525742868,0.0015878584,0.008006138,-0.0010390915,-0.011727303,0.0050154626,-0.07582092,0.0,0.0,0.0,-0.004732996,0.0,0.0,0.0,0.0,0.0,0.25733662,0.25733626,0.5794511,0.26972342,0.26972318,100.37373,0.0,0.0,0.0,0.0901532,0.0,0.0,0.0,0.0,0.0,3.6596666e-05,0.0016488209,0.0034611798,0.0,0.0,0.0,0.0,0.0,0.0
525942874,-0.0013049142,0.0105889905,0.035176195,-0.009980768,0.0053841174,0.010391235,0.0,0.0,0.0,0.021076858,0.0,0.0,0.0,0.0,0.0,0.257337,0.25733662,0.57944596,0.26972377,0.26972356,100.374084,0.0,0.0,0.0,0.09015318,0.0,0.0,0.0,0.0,0.0,0.00010455222,0.001402791,0.0027830924,0.0,0.0,0.0,0.0,0.0,0.0
526146074,-0.012846889,-0.0018109167,0.010522667,-0.019147277,0.0060266852,0.54938126,0.0,0.0,0.0,0.019827843,0.0,0.0,0.0,0.0,0.0,0.25737375,0.25737336,0.57948685,0.2698562,0.26985598,100.374504,0.0,0.0,0.0,0.09015327,0.0,0.0,0.0,0.0,0.0,0.00035051117,0.0013805714,0.004344371,-0.60840803,0.28758118,2.5184796,2.5100653,0.0,0.0
526354073,-0.0072843283,-0.0085328845,0.066756144,-0.01563096,0.007450849,0.25131607,0.0,0.0,0.0,0.03069055,0.0,0.0,0.0,0.0,0.0,0.25734848,0.2573481,0.57946134,0.26976055,0.26976034,100.375206,0.0,0.0,0.0,0.09015335,0.0,0.0,0.0,0.0,0.0,0.00051476015,0.0027297996,0.008323762,-0.38767645,0.72015065,2.511379,2.521247,0.0,0.0
526553271,-0.020832734,0.014107974,0.08004862,-0.013345808,0.009699106,0.21995163,0.0,0.0,0.0,0.060030192,0.0,0.0,0.0,0.0,0.0,0.2573486,0.2573482,0.57945573,0.2697556,0.2697554,100.37482,0.0,0.0,0.0,0.09015334,0.0,0.0,0.0,0.0,0.0,0.0009573845,0.0047670994,0.01992359,-0.051717345,0.7219251,2.5095112,2.5206692,0.0,0.0
526753273,-0.031112801,-0.0144305155,0.13237621,-0.007588029,0.005262941,0.6647301,0.0,0.0,0.0,0.081267536,0.0,0.0,0.0,0.0,0.0,0.25737908,0.2573786,0.579469,0.2697384,0.2697382,100.37514,0.0,0.0,0.0,0.09015334,0.0,0.0,0.0,0.0,0.0,0.0014576715,0.0072702654,0.030705765,0.078383856,0.5455995,2.509299,2.5152175,0.0,0.0
526960468,-0.04270728,-0.14668274,0.24420947,-0.013625562,0.0033108294,0.5378723,0.0,0.0,0.0,0.07753074,0.0,0.0,0.0,0.0,0.0,0.25770372,0.2577021,0.5794403,0.26969638,0.26969618,100.37481,0.0,0.0,0.0,0.09015334,0.0,0.0,0.0,0.0,0.0,0.0018454943,0.017600724,0.05141385,0.7034231,-0.11597089,2.519,2.5089896,0.0,0.0
527159668,-0.04807908,0.061241306,0.25114882,-0.012996584,0.0023352206,-0.34125328,0.0,0.0,0.0,0.06954467,0.0,0.0,0.0,0.0,0.0,0.25794065,0.25793928,0.579487,0.26993525,0.269935,100.37448,0.0,0.0,0.0,0.09015323,0.0,0.0,0.0,0.0,0.0,0.0018833246,0.011002552,0.032111164,-0.29348707,0.5630602,2.5086763,2.5150197,0.0,0.0
527367680,-0.044732958,0.038707435,0.06085968,-0.013246059,-0.0021122396,-0.41620827,0.0,0.0,0.0,0.047417343,0.0,0.0,0.0,0.0,0.0,0.2582747,0.258274,0.579478,0.2699191,0.2699188,100.37486,0.0,0.0,0.0,0.09015313,0.0,0.0,0.0,0.0,0.0,0.0017441795,0.009982815,0.023802124,0.5415823,0.5641415,2.5137644,2.5147562,0.0,0.0
527567668,-0.057425395,0.06962161,-0.05526626,-0.02311033,0.0028229952,-0.5665779,0.0,0.0,0.0,0.055411994,0.0,0.0,0.0,0.0,0.0,0.25812042,0.2581206,0.5794256,0.26982287,0.26982263,100.37096,0.0,0.0,0.0,0.09015307,0.0,0.0,0.0,0.0,0.0,0.0013967004,0.0052321176,0.010998514,-0.48104534,0.24604897,2.5116172,2.5083718,0.0,0.0
527770874,-0.022099793,-0.059433945,-0.028921485,-0.017098665,-0.0067620575,-1.0611248,0.0,0.0,0.0,0.04879856,0.0,0.0,0.0,0.0,0.0,0.25808105,0.25808045,0.5794778,0.2700985,0.27009833,100.37423,0.0,0.0,0.0,0.09015303,0.0,0.0,0.0,0.0,0.0,0.0011642245,0.007167573,0.024248341,-1.6764461,-0.4358651,2.5383894,2.510671,0.0,0.0
527970068,-0.09183115,0.03243307,-0.06752586,-0.027396142,-0.014415771,0.34103394,0.0,0.0,0.0,-0.014674127,0.0,0.0,0.0,0.0,0.0,0.2575583,0.25755152,0.5794937,0.27008083,0.2700807,100.37568,0.0,0.0,0.0,0.0964916,0.0,0.0,0.0,0.0,0.0,0.0006043441,0.00695395,0.022940222,1.0913807,-0.3148387,2.5238225,2.507823,0.0,0.0
528178068,-0.048454046,0.020622179,0.05833149,-0.032218337,-0.0155881345,0.08854294,0.0,0.0,0.0,0.017406821,0.0,0.0,0.0,0.0,0.0,0.25915098,0.25915194,0.5794939,0.26994044,0.26994023,100.37594,0.0,0.0,0.0,0.094116375,0.0,0.0,0.0,0.0,0.0,0.0020256117,0.0057231677,0.019199232,0.86537266,1.1311672,2.5178847,2.5258615,0.0,0.0
528377268,0.0943184,-0.059039064,-0.015465975,-0.016842246,-0.007541001,-0.16220474,0.0,0.0,0.0,-0.0016925037,0.0,0.0,0.0,0.0,0.0,0.26296043,0.26298103,0.57952493,0.26985925,0.26985946,100.37632,0.0,0.0,0.0,0.09291592,0.0,0.0,0.0,0.0,0.0,0.0016543599,0.005900459,0.021121517,-0.992442,-1.222287,2.519791,2.5272608,0.0,0.0
528577276,-0.09707358,0.07254332,-0.02354145,-0.024255931,-0.010415077,-0.24502945,0.0,0.0,0.0,-0.007411152,0.0,0.0,0.0,0.0,0.0,0.26794147,0.26799572,0.5795429,0.269976,0.26997787,100.37295,0.0,0.0,0.0,0.09231572,0.0,0.0,0.0,0.0,0.0,0.0030770379,0.009518562,0.020174848,-1.4688908,-0.29746717,2.5275183,2.5071633,0.0,0.0
528784504,-0.09752444,0.109424405,0.021358848,-0.03298366,-0.0036998987,0.34007263,0.0,0.0,0.0,-0.0054146647,0.0,0.0,0.0,0.0,0.0,0.27247453,0.2725501,0.5795163,0.2702223,0.27022693,100.37325,0.0,0.0,0.0,0.091920495,0.0,0.0,0.0,0.0,0.0,0.0031052562,0.011747597,0.018495345,0.74365795,1.2175208,2.5135577,2.5258696,0.0,0.0
528983677,0.035968818,0.05457728,-0.009749174,-0.02949965,-0.007950187,-0.33966255,0.0,0.0,0.0,0.004752785,0.0,0.0,0.0,0.0,0.0,0.2765984,0.2766819,0.5796036,0.27109668,0.2711052,100.3765,0.0,0.0,0.0,0.0916712,0.0,0.0,0.0,0.0,0.0,0.001563203,0.0069102813,0.01514894,-0.72372836,0.24262738,2.512959,2.506869,0.0,0.0
529191683,0.004926257,0.010509532,-0.06454563,-0.020062327,-0.008161634,-0.116760254,0.0,0.0,0.0,0.0069642365,0.0,0.0,0.0,0.0,0.0,0.27913737,0.27921954,0.5796663,0.27217183,0.2721839,100.37679,0.0,0.0,0.0,0.091432095,0.0,0.0,0.0,0.0,0.0,0.001569615,0.011326832,0.012444678,0.24104445,0.6471356,2.5058506,2.5132775,0.0,0.0
529390868,-0.023946747,0.007134661,0.022902012,-0.022982657,-0.0007467866,-0.5569267,0.0,0.0,0.0,-0.025828838,0.0,0.0,0.0,0.0,0.0,0.2793151,0.27938858,0.5796463,0.2727299,0.27274337,100.37417,0.0,0.0,0.0,0.09128881,0.0,0.0,0.0,0.0,0.0,0.0015417503,0.008116574,0.007930682,0.9554855,0.5085157,2.5163503,2.5102515,0.0,0.0
529598895,-0.00058465917,-0.13064261,-0.008826971,-0.023867786,-0.009101957,-0.24106789,0.0,0.0,0.0,-0.013250411,0.0,0.0,0.0,0.0,0.0,0.27881774,0.2788747,0.5796446,0.27344033,0.2734547,100.374374,0.0,0.0,0.0,0.09114204,0.0,0.0,0.0,0.0,0.0,0.0018103273,0.010499313,0.012839281,0.42719144,0.7524032,2.5071535,2.5147393,0.0,0.0
529798109,-0.024526194,0.011157092,0.006568432,-0.019027114,0.0037297606,-0.4628067,0.0,0.0,0.0,-0.0018722415,0.0,0.0,0.0,0.0,0.0,0.27767223,0.27770188,0.57963353,0.2740041,0.2740173,100.37467,0.0,0.0,0.0,0.09104936,0.0,0.0,0.0,0.0,0.0,0.00066733785,0.007100017,0.012539024,-1.479543,-1.4652505,2.5234132,2.5277095,0.0,0.0
529998081,-0.18362534,0.00053440034,-0.06494057,-0.020590961,-0.005221367,-0.2914505,0.0,0.0,0.0,0.017523348,0.0,0.0,0.0,0.0,0.0,0.27618933,0.27641708,0.57957697,0.2744255,0.274436,100.37414,0.0,0.0,0.0,0.0909491,0.0,0.0,0.0,0.0,0.0,0.00086680776,0.01723338,0.01615976,-1.7765281,-1.2488986,2.5257635,2.5228012,0.0,0.0
530201271,-0.111964345,-0.05404532,0.034729123,-0.0155290365,-0.008954048,0.3679123,0.003949523,-0.001697138,0.00055649877,0.022616148,0.0,0.0,0.0,0.0,0.0,0.27473408,0.2757924,0.5795807,0.2749867,0.27500018,100.37513,0.0034818407,0.0034220242,0.0035074144,0.09090877,0.0,0.0,0.0,0.0,0.0,0.0012611811,0.023419607,0.022268247,-0.73855454,0.57042104,2.5096273,2.510373,0.0,0.0
530408468,-0.07857537,-0.23006952,0.08618486,-0.04742837,-0.02182746,0.97076035,0.0043228865,0.010545805,-0.0018384159,0.022616148,0.0,0.0,0.0,0.0,0.0,0.27269298,0.2748246,0.579518,0.2746547,0.27468154,100.37426,0.0027371086,0.0027253553,0.0027362052,0.09090877,0.0,0.0,0.0,0.0,0.0,0.0019629404,0.038517598,0.0368942,0.02641248,-0.31746525,2.5046477,2.505818,0.0,0.0
530608468,0.12951279,-0.072687745,-0.16907847,-0.03335619,-0.027928233,-0.080638885,-0.005120516,0.007837653,-0.0009574294,0.022616148,0.0,0.0,0.0,0.0,0.0,0.27112052,0.27328676,0.57953787,0.27471277,0.27476743,100.37448,0.0027211553,0.0026439494,0.0027014508,0.09090877,0.0,0.0,0.0,0.0,0.0,0.0025937266,0.029671302,0.032926854,-0.5729082,0.089545935,2.5079854,2.5056772,0.0,0.0
530816468,0.07280612,0.1355331,-0.0953908,-0.022584915,-0.011316299,0.26951218,-0.0027513802,-0.006800309,0.0063268244,0.022616148,0.0,0.0,0.0,0.0,0.0,0.26936987,0.27065575,0.57950085,0.2746962,0.27477318,100.37478,0.0026820987,0.0026080122,0.0026471333,0.09090877,0.0,0.0,0.0,0.0,0.0,0.0009951564,0.016059702,0.023811897,-0.19126455,-0.04373561,2.5046809,2.5055258,0.0,0.0
531015705,0.18945444,0.1757001,-0.059230804,0.011792898,0.015706778,0.46215248,-0.0032420307,0.0015192777,0.0021010637,0.022616148,0.0,0.0,0.0,0.0,0.0,0.26787102,0.26837388,0.5794787,0.27488816,0.27497903,100.375725,0.00263728,0.0025917187,0.0026113337,0.09090877,0.0,0.0,0.0,0.0,0.0,0.0013305407,0.036434047,0.04275765,-0.09452784,0.7357486,2.5044508,2.5119016,0.0,0.0
531218868,0.15781832,0.17962235,-0.009038329,0.016660452,0.02035904,0.18300247,-5.1528215e-05,0.0040593445,0.0023005009,0.022616148,0.0,0.0,0.0,0.0,0.0,0.26663616,0.26651505,0.5794566,0.27466694,0.27475226,100.375946,0.0025739886,0.0025653364,0.002570873,0.09090877,0.0,0.0,0.0,0.0,0.0,0.0019837616,0.047001828,0.05476013,-0.5413465,0.23910917,2.5072234,2.505268,0.0,0.0
531418868,0.1209631,-0.023109704,0.013307691,0.035032034,0.010074139,-0.26194382,-0.003949344,0.0016887039,-0.0009161234,0.022616148,0.0,0.0,0.0,0.0,0.0,0.2656311,0.26530427,0.5794868,0.2745724,0.2746397,100.37572,0.0025544467,0.002563127,0.0025589957,0.09090877,0.0,0.0,0.0,0.0,0.0,0.0016520432,0.039194703,0.050796635,-0.11060093,0.44560328,2.504566,2.5069644,0.0,0.0
531626068,0.14023674,-0.05788963,0.06837976,0.037456036,0.0048326254,0.4414196,0.0002449453,-0.0037274733,-0.0028241575,0.022616148,0.0,0.0,0.0,0.0,0.0,0.26443613,0.2643088,0.5794889,0.2743408,0.27438337,100.37667,0.0025453854,0.002578419,0.0025595329,0.09090877,0.0,0.0,0.0,0.0,0.0,0.00092549186,0.027712936,0.041350633,0.14883588,-0.9338552,2.5044663,2.513513,0.0,0.0
531826076,0.10219228,-0.031564057,-0.12204683,0.037358284,-0.0046106577,-0.9431381,0.0015394241,0.007161339,-0.0013774335,0.022616148,0.0,0.0,0.0,0.0,0.0,0.26337257,0.26349702,0.57949734,0.27404633,0.27406654,100.37753,0.0025414266,0.0025770313,0.0025611925,0.09090877,0.0,0.0,0.0,0.0,0.0,0.0006811894,0.02320154,0.04099041,0.30495194,0.1921364,2.5043838,2.504576,0.0,0.0
