timestamp,baro_alt_meter,baro_temp_celcius,baro_pressure_pa,rho
597119335,56.458443,29.58,100648.71,1.1958731
597134447,56.791374,29.58,100644.71,1.1958257
597160808,56.875927,29.58,100643.71,1.1958138
597173120,57.211502,29.58,100639.7,1.1957662
597185025,57.293415,29.58,100638.71,1.1957544
597208118,57.12695,29.58,100640.71,1.1957781
597221978,56.70946,29.58,100645.7,1.1958375
597239028,57.713543,29.58,100633.7,1.1956949
597263515,57.713543,29.58,100633.7,1.1956949
597277523,56.62491,29.58,100646.7,1.1958493
597290941,57.211502,29.58,100639.7,1.1957662
597315613,56.542995,29.58,100647.71,1.1958613
597328074,56.791374,29.58,100644.71,1.1958257
597340103,56.875927,29.58,100643.71,1.1958138
597364238,56.70682,29.59,100645.73,1.1958377
597381418,55.869205,29.59,100655.734,1.1959566
597395470,55.787292,29.59,100656.734,1.1959685
597421648,56.458443,29.58,100648.71,1.1958731
597434725,56.875927,29.58,100643.71,1.1958138
597447117,57.713543,29.58,100633.7,1.1956949
597475688,57.045036,29.58,100641.71,1.19579
597488034,57.62899,29.58,100634.71,1.1957068
597500198,56.960484,29.58,100642.71,1.1958019
597524003,56.70946,29.58,100645.7,1.1958375
597535155,57.377968,29.58,100637.71,1.1957425
597548404,57.211502,29.58,100639.7,1.1957662
597575176,57.88001,29.59,100631.734,1.1956714
597588375,57.795456,29.59,100632.734,1.1956834
597603333,57.293415,29.59,100638.734,1.1957546
597630151,57.124306,29.59,100640.734,1.1957784
597642990,56.873287,29.59,100643.734,1.195814
597655131,56.70682,29.59,100645.73,1.1958377
597683141,57.211502,29.58,100639.7,1.1957662
597695067,57.462524,29.58,100636.71,1.1957306
597709353,58.55116,29.58,100623.71,1.1955762
597735209,57.7109,29.59,100633.73,1.1956952
597747534,58.13103,29.59,100628.734,1.1956358
597761680,57.96192,29.59,100630.734,1.1956596
597788896,56.960484,29.58,100642.71,1.1958019
597802219,56.20742,29.58,100651.71,1.1959088
597815068,57.12695,29.58,100640.71,1.1957781
597839320,57.7109,29.59,100633.73,1.1956952
597851098,57.375328,29.59,100637.734,1.1957427
597863438,58.548515,29.59,100623.734,1.1955764
597891416,57.544434,29.59,100635.734,1.195719
597906165,58.13103,29.59,100628.734,1.1956358
597918456,57.7109,29.59,100633.73,1.1956952
597943002,57.45988,29.59,100636.734,1.1957309
597955858,57.795456,29.59,100632.734,1.1956834
597972063,58.297497,29.59,100626.734,1.1956121
597998184,58.13103,29.59,100628.734,1.1956358
598010093,57.45988,29.59,100636.734,1.1957309
598022149,58.38205,29.59,100625.734,1.1956002
598045529,57.375328,29.59,100637.734,1.1957427
598058150,58.13103,29.59,100628.734,1.1956358
598070094,58.463963,29.59,100624.734,1.1955884
598098199,57.626347,29.59,100634.734,1.1957071
598110089,58.046474,29.59,100629.734,1.1956477
598124864,57.375328,29.59,100637.734,1.1957427
598150088,57.45988,29.59,100636.734,1.1957309
598162687,57.375328,29.59,100637.734,1.1957427
598178225,58.297497,29.59,100626.734,1.1956121
598204600,57.96192,29.59,100630.734,1.1956596
598218201,58.046474,29.59,100629.734,1.1956477
598230180,57.96192,29.59,100630.734,1.1956596
598254008,58.046474,29.59,100629.734,1.1956477
598266736,58.548515,29.59,100623.734,1.1955764
598283269,58.215584,29.59,100627.73,1.1956239
598311299,56.70682,29.59,100645.73,1.1958377
598324641,57.45988,29.59,100636.734,1.1957309
598337329,58.13103,29.59,100628.734,1.1956358
598364715,58.463963,29.59,100624.734,1.1955884
598377536,58.38205,29.59,100625.734,1.1956002
598392031,58.463963,29.59,100624.734,1.1955884
598417315,57.375328,29.59,100637.734,1.1957427
598430008,58.548515,29.59,100623.734,1.1955764
598442484,57.7109,29.59,100633.73,1.1956952
598467890,57.544434,29.59,100635.734,1.195719
598482014,58.802177,29.59,100620.73,1.1955407
598495614,59.30422,29.59,100614.73,1.1954694
598523896,57.795456,29.59,100632.734,1.1956834
598537133,58.63307,29.59,100622.734,1.1955645
598549317,58.802177,29.59,100620.73,1.1955407
598576413,57.375328,29.59,100637.734,1.1957427
598589037,58.215584,29.59,100627.73,1.1956239
598603808,58.548515,29.59,100623.734,1.1955764
598628032,57.375328,29.59,100637.734,1.1957427
598640592,57.96192,29.59,100630.734,1.1956596
598653030,58.802177,29.59,100620.73,1.1955407
598677093,57.792812,29.599998,100632.76,1.1956836
598688538,58.63043,29.599998,100622.76,1.1955649
598701209,57.541794,29.599998,100635.76,1.1957192
598725096,58.799538,29.599998,100620.75,1.1955409
598736548,58.966003,29.599998,100618.76,1.1955173
598749064,57.96192,29.599998,100630.76,1.1956599
598773078,58.043835,29.599998,100629.76,1.195648
598785113,58.799538,29.599998,100620.75,1.1955409
598796006,59.383488,29.599998,100613.76,1.1954579
598820564,57.79017,29.609999,100632.78,1.195684
598833133,57.79017,29.609999,100632.78,1.195684
598845041,57.53915,29.609999,100635.78,1.1957196
598869108,57.623703,29.609999,100634.78,1.1957077
598881680,58.71234,29.609999,100621.77,1.1955531
598893034,58.04119,29.609999,100629.78,1.1956483
598916093,57.95928,29.609999,100630.78,1.1956601
598927867,57.623703,29.609999,100634.78,1.1957077
598940509,57.457237,29.609999,100636.78,1.1957314
598970449,57.874725,29.609999,100631.78,1.195672
598983262,57.95928,29.609999,100630.78,1.1956601
598998433,57.121662,29.609999,100640.78,1.195779
599023953,57.95928,29.609999,100630.78,1.1956601
599036025,57.20622,29.609999,100639.77,1.195767
599047301,57.20622,29.609999,100639.77,1.195767
599074958,59.047916,29.609999,100617.78,1.1955057
599087095,58.543232,29.609999,100623.78,1.195577
599099754,58.627785,29.609999,100622.78,1.1955651
599124105,57.53915,29.609999,100635.78,1.1957196
599135918,58.46132,29.609999,100624.78,1.1955888
599147749,59.214382,29.609999,100615.78,1.1954819
599171769,58.2103,29.609999,100627.77,1.1956245
599184072,58.2103,29.609999,100627.77,1.1956245
599197738,58.125744,29.609999,100628.78,1.1956364
599223601,58.04119,29.609999,100629.78,1.1956483
599236289,58.376766,29.609999,100625.78,1.1956007
599250303,57.95928,29.609999,100630.78,1.1956601
599276094,58.46132,29.609999,100624.78,1.1955888
599288051,57.95928,29.609999,100630.78,1.1956601
599301677,56.78609,29.609999,100644.78,1.1958265
599327216,57.95928,29.609999,100630.78,1.1956601
599343216,58.376766,29.609999,100625.78,1.1956007
599355067,58.627785,29.609999,100622.78,1.1955651
599383153,58.796894,29.609999,100620.77,1.1955413
599395067,58.2103,29.609999,100627.77,1.1956245
599407223,58.376766,29.609999,100625.78,1.1956007
599438319,57.53915,29.609999,100635.78,1.1957196
599451185,57.53915,29.609999,100635.78,1.1957196
599464633,58.543232,29.609999,100623.78,1.195577
599490513,57.87737,29.599998,100631.76,1.1956718
599503605,58.463963,29.599998,100624.76,1.1955886
599517505,57.96192,29.599998,100630.76,1.1956599
599543300,58.627785,29.609999,100622.78,1.1955651
599558012,58.71234,29.609999,100621.77,1.1955531
599570336,58.878807,29.609999,100619.78,1.1955295
599598506,57.623703,29.609999,100634.78,1.1957077
599611332,58.294853,29.609999,100626.78,1.1956127
599625389,57.874725,29.609999,100631.78,1.195672
599650983,58.21294,29.599998,100627.75,1.1956241
599664067,58.545876,29.599998,100623.76,1.1955767
599676280,57.87737,29.599998,100631.76,1.1956718
599702290,57.70826,29.609999,100633.77,1.1956958
599716938,58.46132,29.609999,100624.78,1.1955888
599729684,58.878807,29.609999,100619.78,1.1955295
599757210,58.543232,29.609999,100623.78,1.195577
599769615,58.796894,29.609999,100620.77,1.1955413
599784887,59.298935,29.609999,100614.77,1.19547
599813316,58.294853,29.609999,100626.78,1.1956127
599826188,58.627785,29.609999,100622.78,1.1955651
599838198,58.543232,29.609999,100623.78,1.195577
599862590,58.63043,29.599998,100622.76,1.1955649
599876868,59.719063,29.599998,100609.76,1.1954104
599889614,59.047916,29.599998,100617.76,1.1955054
599917188,58.04119,29.609999,100629.78,1.1956483
599929629,56.955196,29.609999,100642.78,1.1958027
599944620,57.121662,29.609999,100640.78,1.195779
599974740,58.46132,29.609999,100624.78,1.1955888
599988269,58.71234,29.609999,100621.77,1.1955531
600001392,58.543232,29.609999,100623.78,1.195577
600028818,59.13247,29.599998,100616.76,1.1954936
600041064,59.217022,29.599998,100615.76,1.1954817
600055246,58.128387,29.599998,100628.76,1.1956362
600085215,58.63043,29.599998,100622.76,1.1955649
600096692,58.21294,29.599998,100627.75,1.1956241
600110472,57.792812,29.599998,100632.76,1.1956836
600137311,57.79017,29.609999,100632.78,1.195684
600150793,58.543232,29.609999,100623.78,1.195577
600164514,58.46132,29.609999,100624.78,1.1955888
600189374,59.383488,29.599998,100613.76,1.1954579
600203602,58.545876,29.599998,100623.76,1.1955767
600216646,58.71498,29.599998,100621.75,1.1955528
600245346,58.04119,29.609999,100629.78,1.1956483
600261814,57.457237,29.609999,100636.78,1.1957314
600277495,57.874725,29.609999,100631.78,1.195672
600305047,58.125744,29.609999,100628.78,1.1956364
600318133,56.78609,29.609999,100644.78,1.1958265
600329033,58.46132,29.609999,100624.78,1.1955888
600353030,58.125744,29.609999,100628.78,1.1956364
600366146,58.125744,29.609999,100628.78,1.1956364
600380694,57.457237,29.609999,100636.78,1.1957314
600407144,57.95928,29.609999,100630.78,1.1956601
600419893,58.294853,29.609999,100626.78,1.1956127
600432027,57.95928,29.609999,100630.78,1.1956601
600457099,57.95928,29.609999,100630.78,1.1956601
600470524,58.2103,29.609999,100627.77,1.1956245
600484243,58.294853,29.609999,100626.78,1.1956127
600508683,57.621063,29.619999,100634.805,1.1957079
600522177,58.625145,29.619999,100622.805,1.1955653
600534463,58.376766,29.619999,100625.805,1.195601
600564501,58.294853,29.609999,100626.78,1.1956127
600576926,57.95928,29.609999,100630.78,1.1956601
600589637,57.20622,29.609999,100639.77,1.195767
600616039,58.543232,29.619999,100623.805,1.1955773
600630464,58.96072,29.619999,100618.805,1.1955179
600644040,58.96072,29.619999,100618.805,1.1955179
600670011,57.457237,29.609999,100636.78,1.1957314
600683452,58.627785,29.609999,100622.78,1.1955651
600696051,58.878807,29.609999,100619.78,1.1955295
600723531,58.709698,29.619999,100621.8,1.1955534
600736040,58.625145,29.619999,100622.805,1.1955653
600749517,58.123104,29.619999,100628.805,1.1956366
600776080,57.95928,29.609999,100630.78,1.1956601
600789551,58.543232,29.609999,100623.78,1.195577
600803201,57.623703,29.609999,100634.78,1.1957077
600829327,58.04119,29.609999,100629.78,1.1956483
600843624,59.63451,29.609999,100610.78,1.1954225
600856076,58.627785,29.609999,100622.78,1.1955651
600883260,58.29221,29.619999,100626.805,1.1956129
600895134,57.79017,29.619999,100632.805,1.1956842
600909650,58.543232,29.619999,100623.805,1.1955773
600936007,58.96072,29.619999,100618.805,1.1955179
600948046,58.543232,29.619999,100623.805,1.1955773
600959204,58.543232,29.619999,100623.805,1.1955773
600987441,57.37004,29.619999,100637.805,1.1957436
601000054,59.21174,29.619999,100615.805,1.1954823
601011927,58.709698,29.619999,100621.8,1.1955534
601037864,58.123104,29.619999,100628.805,1.1956366
601050293,58.79425,29.619999,100620.8,1.1955415
601063609,57.536507,29.619999,100635.805,1.1957198
601090346,58.878807,29.619999,100619.805,1.1955297
601103047,58.04119,29.619999,100629.805,1.1956486
601115200,58.543232,29.619999,100623.805,1.1955773
601142160,58.123104,29.63,100628.83,1.195637
601154319,58.374123,29.63,100625.83,1.1956013
601167240,58.038548,29.63,100629.83,1.1956488
601194303,57.95664,29.619999,100630.805,1.1956605
601207112,58.79425,29.619999,100620.8,1.1955415
601222301,59.380848,29.619999,100613.805,1.1954584
601247246,58.207657,29.619999,100627.8,1.1956247
601261701,58.207657,29.619999,100627.8,1.1956247
601274428,59.21174,29.619999,100615.805,1.1954823
601299182,59.21174,29.619999,100615.805,1.1954823
601311100,58.543232,29.619999,100623.805,1.1955773
601323242,58.376766,29.619999,100625.805,1.195601
601350270,58.958076,29.63,100618.83,1.1955181
601363271,58.79161,29.63,100620.82,1.1955417
601376601,58.28957,29.63,100626.83,1.1956131
601401720,58.79161,29.63,100620.82,1.1955417
601414089,57.451954,29.63,100636.83,1.195732
601426125,58.625145,29.63,100622.83,1.1955657
601450074,58.625145,29.63,100622.83,1.1955657
601462102,58.456036,29.63,100624.83,1.1955894
601474093,58.28957,29.63,100626.83,1.1956131
601500754,59.127186,29.63,100616.83,1.1954944
601513700,59.04263,29.63,100617.83,1.1955062
601526530,58.876163,29.63,100619.83,1.19553
601552602,58.456036,29.63,100624.83,1.1955894
601566531,57.87208,29.63,100631.83,1.1956726
601580758,58.625145,29.63,100622.83,1.1955657
601607902,58.54059,29.63,100623.83,1.1955775
601621349,58.123104,29.63,100628.83,1.195637
601634113,58.123104,29.63,100628.83,1.195637
601660318,59.964798,29.63,100606.83,1.1953756
601673385,58.374123,29.63,100625.83,1.1956013
601687774,57.78753,29.63,100632.83,1.1956844
601713124,56.868,29.63,100643.83,1.1958152
601725986,57.87208,29.63,100631.83,1.1956726
601739527,58.709698,29.63,100621.82,1.1955537
601767801,58.456036,29.63,100624.83,1.1955894
601781384,57.78753,29.63,100632.83,1.1956844
601794454,57.87208,29.63,100631.83,1.1956726
601817161,57.702972,29.63,100633.82,1.1956962
601829348,58.123104,29.63,100628.83,1.195637
601842017,58.79161,29.63,100620.82,1.1955417
601869561,59.209095,29.64,100615.85,1.1954827
601884265,59.124542,29.64,100616.85,1.1954947
601897295,58.12046,29.64,100628.85,1.1956372
601922505,57.37004,29.63,100637.83,1.1957439
601935803,59.127186,29.63,100616.83,1.1954944
601949632,59.04263,29.63,100617.83,1.1955062
601977132,57.61842,29.63,100634.83,1.1957083
601990464,58.54059,29.63,100623.83,1.1955775
602005199,59.462757,29.63,100612.83,1.1954468
602029497,57.451954,29.63,100636.83,1.195732
602042466,58.456036,29.63,100624.83,1.1955894
602054954,58.038548,29.63,100629.83,1.1956488
602081102,58.625145,29.63,100622.83,1.1955657
602093008,57.78753,29.63,100632.83,1.1956844
602104570,56.614338,29.63,100646.82,1.1958507
602131180,58.707054,29.64,100621.84,1.1955539
602144100,58.79161,29.64,100620.84,1.1955421
602156591,57.95135,29.64,100630.85,1.195661
602182775,58.207657,29.63,100627.82,1.195625
602195888,57.87208,29.63,100631.83,1.1956726
602208047,58.207657,29.63,100627.82,1.195625
602232931,57.87208,29.63,100631.83,1.1956726
602246147,58.625145,29.63,100622.83,1.1955657
602259099,59.29629,29.63,100614.82,1.1954705
602284908,56.86536,29.64,100643.85,1.1958154
602297069,56.780804,29.64,100644.85,1.1958274
602310110,58.456036,29.64,100624.85,1.1955897
602332410,58.79161,29.64,100620.84,1.1955421
602345110,56.69625,29.64,100645.84,1.1958392
602356306,57.784885,29.64,100632.85,1.1956848
602381571,58.12046,29.64,100628.85,1.1956372
602394643,56.94727,29.64,100642.85,1.1958035
602407272,56.36332,29.64,100649.85,1.1958867
602434929,57.44931,29.64,100636.85,1.1957322
602446452,57.61842,29.64,100634.85,1.1957085
602459747,57.533867,29.64,100635.85,1.1957204
602484269,57.44931,29.64,100636.85,1.1957322
602499707,57.702972,29.64,100633.84,1.1956966
602512043,58.035908,29.64,100629.85,1.1956491
602539789,57.113735,29.65,100640.875,1.19578
602552056,56.360676,29.65,100649.875,1.195887
602563986,57.8668,29.65,100631.875,1.1956731
602588013,56.36332,29.64,100649.85,1.1958867
602599985,57.61842,29.64,100634.85,1.1957085
602611714,58.79161,29.64,100620.84,1.1955421
602637832,57.280205,29.65,100638.875,1.1957563
602652323,56.44523,29.65,100648.875,1.1958752
602668053,57.029182,29.65,100641.875,1.195792
602691554,57.61842,29.64,100634.85,1.1957085
602704843,58.035908,29.64,100629.85,1.1956491
602717903,57.702972,29.64,100633.84,1.1956966
602744244,56.529785,29.64,100647.85,1.195863
602756936,57.3674,29.64,100637.85,1.1957442
602770924,56.529785,29.64,100647.85,1.195863
602795073,57.869442,29.64,100631.85,1.1956729
602807216,56.69625,29.64,100645.84,1.1958392
602819318,56.94727,29.64,100642.85,1.1958035
602847240,56.44523,29.65,100648.875,1.1958752
602860741,57.531223,29.65,100635.875,1.1957207
602874710,57.113735,29.65,100640.875,1.19578
602900996,57.615776,29.65,100634.875,1.1957088
602915472,57.19829,29.65,100639.87,1.1957681
602929304,57.029182,29.65,100641.875,1.195792
602955184,56.44523,29.64,100648.85,1.1958748
602967266,56.278763,29.64,100650.85,1.1958987
602980867,57.44931,29.64,100636.85,1.1957322
603007249,56.611694,29.65,100646.87,1.1958513
603020912,56.611694,29.65,100646.87,1.1958513
603034281,57.78224,29.65,100632.875,1.195685
603059197,57.20093,29.64,100639.84,1.1957679
603071036,56.614338,29.64,100646.84,1.195851
603083928,57.44931,29.64,100636.85,1.1957322
603113027,57.44931,29.65,100636.875,1.1957326
603126073,57.364758,29.65,100637.875,1.1957444
603138209,56.44523,29.65,100648.875,1.1958752
603162043,57.280205,29.65,100638.875,1.1957563
603173650,55.858635,29.65,100655.875,1.1959583
603187878,56.611694,29.65,100646.87,1.1958513
603217882,55.607616,29.65,100658.87,1.1959939
603230142,55.858635,29.65,100655.875,1.1959583
603244105,56.69625,29.65,100645.87,1.1958394
603269539,56.94727,29.64,100642.85,1.1958035
603282081,57.869442,29.64,100631.85,1.1956729
603294008,57.533867,29.64,100635.85,1.1957204
603325318,57.282845,29.64,100638.85,1.1957561
603338209,57.20093,29.64,100639.84,1.1957679
603350146,57.784885,29.64,100632.85,1.1956848
603374008,56.52714,29.65,100647.875,1.1958632
603387782,56.69625,29.65,100645.87,1.1958394
603402687,55.943188,29.65,100654.875,1.1959465
603428249,57.364758,29.65,100637.875,1.1957444
603441381,56.19421,29.65,100651.875,1.1959108
603455449,56.44523,29.65,100648.875,1.1958752
603481293,56.52714,29.65,100647.875,1.1958632
603495431,56.611694,29.65,100646.87,1.1958513
603508550,56.0251,29.65,100653.875,1.1959345
603535494,56.69625,29.65,100645.87,1.1958394
603549043,57.113735,29.65,100640.875,1.19578
603561470,57.19829,29.65,100639.87,1.1957681
603588566,57.700333,29.65,100633.87,1.1956968
603601132,57.700333,29.65,100633.87,1.1956968
603612734,57.029182,29.65,100641.875,1.195792
603638008,57.113735,29.65,100640.875,1.19578
603649509,55.858635,29.65,100655.875,1.1959583
603666952,57.615776,29.65,100634.875,1.1957088
603693047,57.615776,29.65,100634.875,1.1957088
603707165,57.44931,29.65,100636.875,1.1957326
603721217,58.202374,29.65,100627.87,1.1956255
603748666,58.202374,29.65,100627.87,1.1956255
603761337,57.615776,29.65,100634.875,1.1957088
603774015,59.03999,29.65,100617.875,1.1955068
603800026,58.117817,29.65,100628.875,1.1956375
603812525,58.286926,29.65,100626.875,1.1956137
603824130,57.615776,29.65,100634.875,1.1957088
603849037,58.286926,29.65,100626.875,1.1956137
603860410,59.291008,29.65,100614.87,1.195471
603873036,57.44931,29.65,100636.875,1.1957326
603897173,58.36884,29.65,100625.875,1.1956018
603910464,58.453392,29.65,100624.875,1.19559
603923609,58.704414,29.65,100621.87,1.1955543
603950213,58.450752,29.66,100624.9,1.1955903
603962827,58.535305,29.66,100623.9,1.1955783
603975021,58.704414,29.66,100621.89,1.1955545
604001064,57.44667,29.66,100636.9,1.1957328
604012576,57.78224,29.66,100632.9,1.1956853
604024928,58.535305,29.66,100623.9,1.1955783
604052660,57.69769,29.66,100633.89,1.1956971
604065178,57.69769,29.66,100633.89,1.1956971
604076910,58.95279,29.66,100618.9,1.195519
604101041,57.531223,29.66,100635.9,1.1957209
604112037,57.613136,29.66,100634.9,1.1957091
604124131,58.619858,29.66,100622.9,1.1955665
604148027,58.87088,29.66,100619.9,1.1955309
604159918,58.19973,29.66,100627.89,1.1956258
604171704,57.78224,29.66,100632.9,1.1956853
604196107,57.946068,29.67,100630.92,1.1956618
604208015,57.52858,29.67,100635.92,1.1957213
604220005,58.70177,29.67,100621.914,1.1955547
604244250,57.946068,29.67,100630.92,1.1956618
604259832,57.444027,29.67,100636.92,1.1957331
604272051,58.03062,29.67,100629.92,1.19565
604299767,57.613136,29.66,100634.9,1.1957091
604312004,58.284283,29.66,100626.9,1.195614
604324029,57.94871,29.66,100630.9,1.1956615
604347901,58.115177,29.67,100628.92,1.1956381
604360106,57.946068,29.67,100630.92,1.1956618
604372322,57.10845,29.67,100640.92,1.1957806
604398452,57.779602,29.67,100632.92,1.1956856
604411587,58.617218,29.67,100622.92,1.1955668
604423284,57.946068,29.67,100630.92,1.1956618
604450672,56.690968,29.67,100645.914,1.19584
604463128,56.77552,29.67,100644.92,1.1958282
604475587,57.613136,29.67,100634.92,1.1957093
604502988,58.115177,29.66,100628.9,1.1956378
604517543,57.69769,29.66,100633.89,1.1956971
604531408,58.284283,29.66,100626.9,1.195614
604558291,58.87088,29.66,100619.9,1.1955309
604572517,57.613136,29.66,100634.9,1.1957091
604586493,57.78224,29.66,100632.9,1.1956853
604611048,58.19973,29.66,100627.89,1.1956258
604623102,58.19973,29.66,100627.89,1.1956258
604635183,58.535305,29.66,100623.9,1.1955783
604660651,58.19973,29.67,100627.914,1.1956261
604677506,58.366196,29.67,100625.92,1.1956024
604691452,58.70177,29.67,100621.914,1.1955547
604721380,57.52858,29.67,100635.92,1.1957213
604734429,57.779602,29.67,100632.92,1.1956856
604749378,57.19565,29.67,100639.914,1.1957687
604773042,58.87088,29.66,100619.9,1.1955309
604788266,58.366196,29.66,100625.9,1.1956022
604804177,57.69769,29.66,100633.89,1.1956971
604830089,58.786324,29.66,100620.89,1.1955426
604842009,57.531223,29.66,100635.9,1.1957209
604853640,57.864155,29.66,100631.9,1.1956735
604880924,57.69769,29.66,100633.89,1.1956971
604893488,58.619858,29.66,100622.9,1.1955665
604906690,57.69769,29.66,100633.89,1.1956971
604932596,58.033264,29.66,100629.9,1.1956496
604949910,57.19565,29.66,100639.89,1.1957684
604962203,58.535305,29.66,100623.9,1.1955783
604986725,56.94463,29.66,100642.9,1.1958041
605001625,58.450752,29.66,100624.9,1.1955903
605014156,58.115177,29.66,100628.9,1.1956378
605042084,57.69769,29.66,100633.89,1.1956971
605054132,57.94871,29.66,100630.9,1.1956615
605067264,58.704414,29.66,100621.89,1.1955545
605093477,57.02654,29.66,100641.9,1.1957922
605109294,57.02654,29.66,100641.9,1.1957922
605121034,57.02654,29.66,100641.9,1.1957922
605151020,57.78224,29.66,100632.9,1.1956853
605164525,58.366196,29.66,100625.9,1.1956022
605177155,57.44667,29.66,100636.9,1.1957328
605208580,57.613136,29.66,100634.9,1.1957091
605221254,57.864155,29.66,100631.9,1.1956735
605234015,57.111095,29.66,100640.9,1.1957804
605257113,58.704414,29.66,100621.89,1.1955545
605271888,57.613136,29.66,100634.9,1.1957091
605288103,57.94871,29.66,100630.9,1.1956615
605317155,57.44667,29.66,100636.9,1.1957328
605329404,57.864155,29.66,100631.9,1.1956735
605342943,57.02654,29.66,100641.9,1.1957922
605369635,57.27756,29.67,100638.92,1.1957569
605381386,58.70177,29.67,100621.914,1.1955547
605394472,57.69769,29.67,100633.914,1.1956974
605421426,58.033264,29.66,100629.9,1.1956496
605434011,58.95279,29.66,100618.9,1.195519
605445488,57.613136,29.66,100634.9,1.1957091
605473127,58.03062,29.67,100629.92,1.19565
605487124,57.69769,29.67,100633.914,1.1956974
605500610,57.69769,29.67,100633.914,1.1956974
605525048,57.69769,29.67,100633.914,1.1956974
605536933,58.19973,29.67,100627.914,1.1956261
605551004,57.779602,29.67,100632.92,1.1956856
605577134,58.115177,29.67,100628.92,1.1956381
605591005,57.444027,29.67,100636.92,1.1957331
605603704,57.02654,29.67,100641.92,1.1957926
605628675,58.783684,29.67,100620.914,1.1955429
605641101,58.366196,29.67,100625.92,1.1956024
605652592,58.366196,29.67,100625.92,1.1956024
605678170,56.941986,29.67,100642.92,1.1958044
605692605,57.362114,29.67,100637.92,1.195745
605705045,57.10845,29.67,100640.92,1.1957806
605732706,57.864155,29.67,100631.92,1.1956737
605744935,57.19565,29.67,100639.914,1.1957687
605757089,58.03062,29.67,100629.92,1.19565
605781113,57.19565,29.67,100639.914,1.1957687
605793041,57.779602,29.67,100632.92,1.1956856
605805209,56.941986,29.67,100642.92,1.1958044
605832012,56.772877,29.679998,100644.945,1.1958284
605845925,58.279,29.679998,100626.945,1.1956146
605859016,58.699127,29.679998,100621.94,1.1955551
605882910,57.779602,29.67,100632.92,1.1956856
605895106,57.02654,29.67,100641.92,1.1957926
605907524,57.27756,29.67,100638.92,1.1957569
605931984,58.614574,29.679998,100622.945,1.195567
605943106,57.52594,29.679998,100635.945,1.1957215
605955690,57.444027,29.679998,100636.945,1.1957334
605980043,57.77696,29.679998,100632.945,1.1956859
605992076,57.946068,29.679998,100630.945,1.1956621
606005834,58.44811,29.679998,100624.945,1.1955909
606031773,57.695045,29.679998,100633.94,1.1956977
606044037,57.610493,29.679998,100634.945,1.1957096
606055945,58.197086,29.679998,100627.94,1.1956264
606082657,57.946068,29.679998,100630.945,1.1956621
606095106,57.77696,29.679998,100632.945,1.1956859
606108131,59.034702,29.679998,100617.945,1.1955076
606135240,58.699127,29.679998,100621.94,1.1955551
606151067,58.363552,29.679998,100625.945,1.1956027
606163148,58.53266,29.679998,100623.945,1.1955789
606187248,57.52594,29.679998,100635.945,1.1957215
606202653,58.279,29.679998,100626.945,1.1956146
606215093,58.865593,29.679998,100619.945,1.1955314
606242008,58.614574,29.679998,100622.945,1.195567
606254443,58.363552,29.679998,100625.945,1.1956027
606269826,58.95015,29.679998,100618.945,1.1955196
606295250,57.274918,29.679998,100638.945,1.1957572
606310963,58.279,29.679998,100626.945,1.1956146
606324907,58.279,29.679998,100626.945,1.1956146
606350716,57.946068,29.67,100630.92,1.1956618
606363196,57.52858,29.67,100635.92,1.1957213
606375067,58.617218,29.67,100622.92,1.1955668
606398383,57.52594,29.679998,100635.945,1.1957215
606411326,58.699127,29.679998,100621.94,1.1955551
606427133,58.02798,29.679998,100629.945,1.1956502
606453422,59.034702,29.679998,100617.945,1.1955076
606467128,57.77696,29.679998,100632.945,1.1956859
606480594,58.02798,29.679998,100629.945,1.1956502
606506170,57.193005,29.679998,100639.94,1.195769
606518075,58.197086,29.679998,100627.94,1.1956264
606531734,57.861515,29.679998,100631.945,1.195674
606560121,58.614574,29.679998,100622.945,1.195567
606573673,59.116615,29.679998,100616.945,1.1954957
606586178,57.861515,29.679998,100631.945,1.195674
606612638,57.444027,29.679998,100636.945,1.1957334
606626015,58.02798,29.679998,100629.945,1.1956502
606638106,58.02798,29.679998,100629.945,1.1956502
606665990,58.44811,29.679998,100624.945,1.1955909
606678114,58.44811,29.679998,100624.945,1.1955909
606692604,57.193005,29.679998,100639.94,1.195769
606718173,57.861515,29.679998,100631.945,1.195674
606731780,58.783684,29.679998,100620.94,1.1955432
606746736,58.279,29.679998,100626.945,1.1956146
606774226,57.861515,29.679998,100631.945,1.195674
606788910,58.53266,29.679998,100623.945,1.1955789
606802174,58.699127,29.679998,100621.94,1.1955551
606827262,56.690968,29.679998,100645.94,1.1958402
606841119,57.193005,29.679998,100639.94,1.195769
606853342,57.861515,29.679998,100631.945,1.195674
606881121,57.692406,29.689999,100633.96,1.1956979
606893135,58.194447,29.689999,100627.96,1.1956266
606905433,58.445465,29.689999,100624.97,1.1955911
606933064,57.10845,29.679998,100640.945,1.1957809
606947785,57.946068,29.679998,100630.945,1.1956621
606961360,57.861515,29.679998,100631.945,1.195674
606988580,57.359474,29.679998,100637.945,1.1957452
607001209,57.0239,29.679998,100641.945,1.1957928
607013075,57.444027,29.679998,100636.945,1.1957334
607041373,56.688324,29.689999,100645.96,1.1958405
607054018,57.021255,29.689999,100641.97,1.195793
607066466,58.194447,29.689999,100627.96,1.1956266
607093209,57.52594,29.689999,100635.97,1.1957217
607107729,57.943424,29.689999,100630.97,1.1956624
607121604,57.021255,29.689999,100641.97,1.195793
