timestamp,load,ram_usage
518421405,0.4843865,0.86376673
519422994,0.5959542,0.9052854
520424695,0.55435246,0.9052854
521427438,0.54324883,0.9052854
522429167,0.54637724,0.9114313
523430660,0.5608107,0.9119776
524432303,0.5616169,0.9119776
525433511,0.5604863,0.9119776
526435088,0.56491554,0.9130019
527434600,0.57622766,0.91334337
528436577,0.5780252,0.91334337
529437459,0.5720165,0.91334337
530437825,0.5902982,0.91334337
531438341,0.6129366,0.91334337
532439420,0.6141192,0.91334337
533440554,0.6186137,0.91334337
534441850,0.61388403,0.91334337
535444600,0.61362433,0.91334337
536444664,0.58701336,0.91334337
537446806,0.58902144,0.91334337
538448407,0.6145487,0.91334337
539450616,0.61443496,0.91334337
540452532,0.6152586,0.91334337
541453523,0.6176991,0.91334337
542455774,0.614949,0.91334337
543458329,0.5885749,0.91334337
544459327,0.57059276,0.91334337
545460620,0.5735254,0.91334337
546462715,0.59444916,0.91334337
547465982,0.6147248,0.91334337
548474136,0.6160888,0.91334337
549475123,0.61130524,0.9134799
550476081,0.5747852,0.91334337
551477378,0.58154273,0.91334337
552478345,0.5682435,0.91334337
553479232,0.61406875,0.91334337
554481049,0.6150274,0.91334337
555483308,0.6206042,0.91334337
556484363,0.61431396,0.91334337
557485545,0.5960411,0.91334337
558487295,0.5781921,0.91334337
559489921,0.57731515,0.91334337
560491610,0.5740294,0.91334337
561492092,0.579671,0.91334337
562494296,0.5766958,0.91334337
563497333,0.5767591,0.91334337
564498396,0.5825343,0.91334337
565499984,0.5748056,0.91334337
566501052,0.5834791,0.91334337
567502492,0.57005394,0.91334337
568502445,0.576329,0.91334337
569503478,0.5827394,0.91334337
570505509,0.5749986,0.91334337
571507101,0.57999575,0.91334337
572507998,0.57515323,0.91334337
573508694,0.58036417,0.91334337
574510270,0.5742537,0.91334337
575512889,0.5793447,0.91334337
576516001,0.5829158,0.91334337
577517380,0.57754374,0.91334337
578518428,0.574757,0.91334337
579520538,0.5802238,0.91334337
580526165,0.6014457,0.91334337
581527855,0.6160587,0.91334337
582530726,0.60904723,0.91334337
583530459,0.6127869,0.91334337
584531519,0.6223396,0.91334337
585534251,0.6173423,0.91334337
586535766,0.61470056,0.91334337
587535579,0.61896056,0.91334337
588538534,0.61009026,0.91334337
589539977,0.5820117,0.91334337
590540354,0.57517016,0.91334337
591544061,0.5763252,0.91334337
592548673,0.5982864,0.91334337
593550497,0.616639,0.9134799
594554396,0.6188309,0.91334337
595555329,0.6157994,0.91334337
596556657,0.6136558,0.91334337
597557929,0.6156131,0.91334337
598561129,0.610062,0.91334337
599562347,0.6183946,0.91334337
600565076,0.61559504,0.91334337
601565574,0.58517206,0.91334337
602566327,0.58449364,0.91334337
603569108,0.6145333,0.91334337
604570950,0.61945665,0.91334337
605572126,0.6117706,0.91334337
606573541,0.62104595,0.91334337
607575072,0.61800903,0.91334337
608578282,0.6133857,0.91334337
609579469,0.6193317,0.91334337
610580478,0.6139776,0.91334337
611581404,0.62136805,0.91334337
612582676,0.61305606,0.91334337
613584685,0.5936812,0.91334337
614586119,0.5770234,0.91334337
615588542,0.5826036,0.9134799
616589444,0.61678946,0.9134799
617590634,0.6187217,0.91334337
618590638,0.6173395,0.91334337
619591850,0.61869556,0.91334337
620592594,0.60865223,0.91334337
621594504,0.62012625,0.91334337
622595950,0.6132633,0.91334337
623596501,0.5895654,0.91334337
624598167,0.6180779,0.91334337
625600033,0.61721265,0.91334337
626601258,0.6152024,0.91334337
627603532,0.61002403,0.91334337
628604692,0.61464804,0.91334337
629605870,0.5731513,0.91334337
630606699,0.57604694,0.91334337
631607331,0.57940817,0.91334337
632608705,0.5756091,0.91334337
633609911,0.5741199,0.91334337
634611889,0.5722313,0.91334337
635611948,0.5725374,0.91334337
636612408,0.57603455,0.91334337
637615194,0.5714233,0.91334337
638617973,0.57657534,0.9134799
639619895,0.5763552,0.91334337
640621369,0.5771214,0.91334337
641623531,0.5726346,0.91334337
642624605,0.5702896,0.91334337
643626508,0.5763799,0.91334337
644627545,0.57498366,0.91334337
645629132,0.5813706,0.91334337
646630330,0.57318074,0.91334337
647631995,0.58502316,0.91334337
648632934,0.58494556,0.91334337
649636815,0.58784497,0.91334337
650637495,0.58323836,0.91334337
651638415,0.58452326,0.91334337
652639717,0.5769671,0.91334337
653641954,0.57737553,0.91334337
654643042,0.5811722,0.91334337
655644622,0.61745065,0.91334337
656645518,0.6201271,0.91334337
657647730,0.60928774,0.91334337
658648391,0.61473644,0.91334337
659650494,0.61541593,0.91334337
660651922,0.61087817,0.91334337
661652136,0.63203233,0.91334337
662653541,0.61755705,0.91334337
663654346,0.58888054,0.91334337
664656074,0.58422005,0.91334337
665656548,0.5863975,0.91334337
666658669,0.5772016,0.91334337
667660870,0.57550186,0.91334337
668661679,0.5782511,0.91334337
669664480,0.5796448,0.91334337
670665833,0.57727104,0.91334337
671667273,0.57993513,0.91334337
672669127,0.5816691,0.91334337
673669631,0.58459353,0.91334337
674672939,0.59052265,0.91334337
675674717,0.5915357,0.91334337
676675990,0.58190525,0.91334337
677680414,0.60261124,0.91334337
678682264,0.6181414,0.91334337
679683963,0.617216,0.91334337
680684385,0.61473083,0.91334337
681685946,0.6177398,0.91334337
682688023,0.6135135,0.9134799
683689739,0.6191034,0.91334337
684690370,0.6170891,0.91334337
685691882,0.61442095,0.91334337
686691793,0.59072566,0.91334337
687692401,0.6143519,0.91334337
688693969,0.6163801,0.91334337
689695425,0.6146967,0.91334337
690696767,0.6158002,0.91334337
691697737,0.61250246,0.91334337
692701677,0.61780274,0.91334337
693702738,0.62518567,0.91334337
694703523,0.620975,0.91334337
695704553,0.5915227,0.91334337
696707787,0.5813198,0.91334337
697708548,0.59222734,0.91334337
698709478,0.6140441,0.91334337
699710686,0.61816907,0.91334337
700714420,0.61550456,0.91334337
701715725,0.6097305,0.91334337
702720542,0.57472646,0.91334337
703725973,0.6172161,0.91334337
704727615,0.61814284,0.91334337
705729126,0.6275999,0.91334337
706732045,0.62715364,0.91334337
707732590,0.61651176,0.91334337
708733410,0.6172686,0.91334337
709735296,0.61555696,0.91334337
710736587,0.61380166,0.91334337
711736389,0.6161617,0.91334337
712739038,0.6181618,0.91334337
713739607,0.6181096,0.91334337
714742684,0.6180892,0.91334337
715745565,0.6178339,0.91334337
716748282,0.6162078,0.91334337
717749489,0.6155181,0.91334337
718750357,0.61011004,0.91334337
719751537,0.62162757,0.91334337
720756098,0.6186924,0.91334337
721757698,0.6019096,0.91334337
722760073,0.57609093,0.91334337
723761410,0.5827297,0.91334337
724763539,0.5777613,0.91334337
725764367,0.58773863,0.91334337
726766758,0.6204231,0.9134799
727767421,0.61709666,0.91334337
728770508,0.60242784,0.91334337
729771781,0.5789751,0.91334337
730772710,0.58085376,0.91334337
731774168,0.58642566,0.91334337
733777990,0.5731702,0.91334337
734779862,0.5882407,0.91334337
735780541,0.5808714,0.91334337
736781632,0.5865818,0.91334337
737782658,0.58728313,0.91334337
738785934,0.58055097,0.91334337
739787796,0.59074384,0.91334337
740788394,0.5667913,0.91334337
741789456,0.58970296,0.91334337
742790326,0.61423326,0.91334337
743791994,0.6180767,0.91334337
744797902,0.6186899,0.91334337
745799101,0.6220253,0.91334337
746800626,0.6265786,0.91334337
747803850,0.61417025,0.91334337
748804064,0.612144,0.91334337
749804746,0.6196003,0.91334337
750807119,0.6150222,0.91334337
751810428,0.61740565,0.91334337
752814816,0.62004995,0.91334337
753817171,0.6147319,0.91334337
754818926,0.6162131,0.91334337
755819955,0.6153539,0.91334337
756821031,0.6179267,0.91334337
757824226,0.623207,0.91334337
758825610,0.5950768,0.91334337
759826407,0.6031355,0.91334337
760828551,0.61174726,0.91334337
761829611,0.6155038,0.91334337
762830350,0.6132307,0.91334337
763835294,0.61145663,0.91334337
764836670,0.6194979,0.91334337
765839320,0.61914515,0.91334337
766840627,0.6144955,0.91334337
767841484,0.6207006,0.91334337
768842443,0.615857,0.91334337
769843915,0.61788493,0.91334337
770845456,0.6051602,0.9134799
771845632,0.6124878,0.91334337
772846347,0.61780995,0.91334337
773847836,0.61750907,0.91334337
774849176,0.61666095,0.91334337
775850499,0.6182964,0.91334337
776851483,0.6168275,0.91334337
777852878,0.61551607,0.91334337
778854161,0.6128804,0.91334337
779857407,0.6152593,0.91334337
780863015,0.62007207,0.91334337
781867514,0.603878,0.91334337
782868579,0.57807344,0.91334337
783869699,0.5786802,0.91334337
784870457,0.5803673,0.91334337
785871333,0.57258356,0.91334337
786872327,0.5802062,0.91334337
787873469,0.5837044,0.91334337
788874331,0.58017683,0.91334337
789879138,0.57723117,0.91334337
790879475,0.58075285,0.91334337
791880655,0.57891655,0.91334337
792881418,0.57671887,0.9134799
793883002,0.5767138,0.91334337
794883774,0.5759338,0.91334337
795883330,0.5840043,0.91334337
796884365,0.5810592,0.91334337
797884595,0.57835567,0.91334337
798884726,0.5791423,0.91334337
799886168,0.5756328,0.91334337
800889013,0.5737591,0.91334337
801890376,0.5785427,0.91334337
802891546,0.5765594,0.91334337
803892813,0.58115864,0.91334337
804895748,0.5738195,0.91334337
805896647,0.5841901,0.91334337
806898455,0.57766396,0.91334337
807899831,0.5798013,0.91334337
808900746,0.57637334,0.91334337
809902362,0.5932052,0.91334337
810904272,0.61208093,0.91334337
811906203,0.6154782,0.91334337
812907538,0.6188401,0.91334337
813908635,0.6035491,0.91334337
814910401,0.5790391,0.9134799
815912415,0.57481706,0.91334337
816913701,0.5809232,0.91334337
817915125,0.57570803,0.91334337
818916653,0.57830864,0.91334337
819917880,0.5792713,0.91334337
820917633,0.58238626,0.91334337
821918685,0.5764847,0.91334337
822919486,0.5789425,0.91334337
823920723,0.5737988,0.91334337
824922698,0.58273256,0.91334337
825923744,0.5801831,0.91334337
826924699,0.5781866,0.91334337
827927118,0.57930106,0.91334337
828928839,0.580819,0.91334337
829929556,0.579442,0.91334337
830932898,0.5770972,0.91334337
831933541,0.57798004,0.91334337
832934965,0.5793643,0.91334337
833936747,0.5767467,0.91334337
834938317,0.5821986,0.91334337
835940709,0.5796895,0.9134799
836941870,0.5789377,0.91334337
837942948,0.5796776,0.91334337
838943809,0.571573,0.91334337
839945181,0.57957137,0.91334337
840946352,0.5789807,0.91334337
841948633,0.5780722,0.91334337
842949636,0.57877713,0.91334337
843952006,0.5835998,0.91334337
844952336,0.5757583,0.91334337
845955770,0.58045065,0.91334337
846956582,0.5769378,0.91334337
847956792,0.60589755,0.91334337
848958013,0.6166209,0.91334337
849958346,0.61754835,0.91334337
850959336,0.6182368,0.91334337
851960354,0.61834437,0.91334337
852961469,0.6162523,0.91334337
853965591,0.61415523,0.91334337
854967933,0.61717546,0.91334337
855968780,0.58622503,0.91334337
856972586,0.58030593,0.91334337
857973430,0.5807283,0.91334337
858974201,0.5843941,0.9134799
859975439,0.6135039,0.91334337
860976819,0.61438507,0.91334337
861979189,0.6166792,0.91334337
862980938,0.61690617,0.91334337
863980782,0.620917,0.91334337
864987758,0.6135819,0.91334337
865988820,0.6185802,0.91334337
866990809,0.61740965,0.91334337
867992531,0.6149261,0.91334337
868993447,0.6144661,0.91334337
869995129,0.61595225,0.91334337
870995567,0.618384,0.91334337
871996794,0.5907074,0.91334337
872998670,0.5831174,0.91334337
873998386,0.578323,0.91334337
874999408,0.58052003,0.91334337
876000589,0.61250734,0.91334337
877001672,0.6162912,0.91334337
878003120,0.61497706,0.91334337
879004680,0.6165533,0.91334337
880006615,0.61379373,0.91334337
881007469,0.6114272,0.91334337
882009530,0.6154324,0.91334337
883014200,0.6151618,0.91334337
884016072,0.6131051,0.91334337
885017882,0.6220453,0.91334337
886020721,0.61969376,0.91334337
887020377,0.61775994,0.91334337
888021656,0.6211796,0.91334337
889023319,0.6136151,0.91334337
890025527,0.61955345,0.91334337
891026500,0.6110592,0.91334337
892029131,0.61347,0.91334337
893030446,0.6126268,0.91334337
894031445,0.61720574,0.91334337
895033832,0.61746097,0.91334337
896039774,0.62303615,0.91334337
897040527,0.616287,0.91334337
898041814,0.5789141,0.91334337
899042777,0.57379365,0.91334337
900043761,0.57804286,0.91334337
901045468,0.588134,0.91334337
902046775,0.61459064,0.91334337
903050630,0.6154959,0.9134799
904051331,0.61829984,0.9134799
905052608,0.58477193,0.91334337
906053440,0.57547617,0.91334337
907055263,0.5780724,0.91334337
908056839,0.5781778,0.91334337
909057662,0.57697654,0.91334337
910058326,0.57629913,0.91334337
911061208,0.576805,0.91334337
912062376,0.5785748,0.91334337
913063925,0.5806416,0.91334337
914063448,0.57731247,0.91334337
915064376,0.5792921,0.91334337
916065450,0.5825822,0.91334337
917067330,0.57960343,0.91334337
918068503,0.5774127,0.91334337
919069530,0.5808588,0.91334337
920070327,0.57710373,0.91334337
921075201,0.5731174,0.91334337
922076691,0.5773533,0.91334337
923078311,0.5814041,0.91334337
924082199,0.58048594,0.91334337
925083509,0.5792154,0.91334337
926084531,0.5771827,0.91334337
927086010,0.5798546,0.91334337
928086419,0.5793874,0.91334337
929087912,0.57682526,0.91334337
930089654,0.57926035,0.91334337
931092529,0.5768834,0.91334337
932093635,0.577502,0.91334337
933094627,0.5768998,0.91334337
934096670,0.5762558,0.91334337
935098369,0.5863911,0.91334337
936102385,0.61241907,0.91334337
937103985,0.6126479,0.91334337
938106451,0.61448586,0.91334337
939107960,0.57950056,0.91334337
940108394,0.57766926,0.91334337
941109889,0.57537824,0.91334337
942113074,0.5781634,0.91334337
943115036,0.57839,0.91334337
944116555,0.5728011,0.91334337
945117673,0.57906944,0.91334337
