timestamp,load,ram_usage
946118503,0.5783274,0.91334337
947119753,0.57649606,0.9134799
948120739,0.5823804,0.91334337
949122359,0.57830215,0.91334337
950123922,0.5796467,0.91334337
951123478,0.5744949,0.91334337
952124504,0.5773284,0.91334337
953125464,0.5789114,0.91334337
954126684,0.5824668,0.91334337
955127440,0.5900178,0.91334337
956132401,0.6236799,0.91334337
957134005,0.6106403,0.91334337
958140334,0.6111134,0.91334337
959141711,0.61151767,0.91334337
960143230,0.61973995,0.91334337
961145989,0.6159233,0.91334337
962147301,0.6208035,0.91334337
963149060,0.61508524,0.91334337
964150010,0.6176088,0.91334337
965152398,0.61367464,0.91334337
966156580,0.61512035,0.91334337
967157687,0.6115819,0.91334337
968159190,0.5933326,0.91334337
969160396,0.57818866,0.91334337
970162909,0.5775993,0.9134799
971163496,0.601495,0.91334337
972164895,0.62013745,0.91334337
973166530,0.6115774,0.91334337
974167921,0.6013876,0.91334337
975169629,0.5769929,0.91334337
976170522,0.5782337,0.91334337
977171913,0.5901697,0.91334337
978173548,0.6207167,0.91334337
979175454,0.61443955,0.91334337
980181891,0.62063324,0.91334337
981183739,0.59323514,0.91334337
982188680,0.5954596,0.91334337
983189400,0.61303115,0.91334337
984190704,0.61851525,0.91334337
985194712,0.61742586,0.91334337
986195927,0.6220156,0.91334337
987196670,0.6114487,0.91334337
988197684,0.616397,0.91334337
989198790,0.6097442,0.91334337
990201297,0.6148362,0.91334337
991204288,0.6083806,0.91334337
992206650,0.6162558,0.91334337
993210345,0.6135229,0.91334337
994211547,0.6158867,0.91334337
995212498,0.61553115,0.91334337
996213503,0.61319554,0.91334337
997219008,0.60852635,0.91334337
998220881,0.619447,0.91334337
999221630,0.61280704,0.91334337
1000225513,0.6184956,0.91334337
1001226327,0.620423,0.91334337
1002230979,0.62662137,0.91334337
1003231476,0.59964657,0.91334337
1004234908,0.5774187,0.91334337
1005236293,0.5776226,0.91334337
1006237493,0.5943341,0.91334337
1007238327,0.626644,0.91334337
1008240106,0.6140665,0.91334337
1009241507,0.61688244,0.91334337
1010242993,0.6011235,0.91334337
1011243149,0.58042884,0.91334337
1012244513,0.58281696,0.91334337
1013246500,0.5848124,0.91334337
1014249686,0.5879444,0.91334337
1015252026,0.6205787,0.91334337
1016252327,0.6186098,0.91334337
1017253661,0.61746144,0.91334337
1018255071,0.61824876,0.91334337
1019257634,0.5818957,0.91334337
1020262166,0.61072606,0.91334337
1021263527,0.620052,0.91334337
1022269047,0.6180743,0.91334337
1023269622,0.59373665,0.91334337
1024271431,0.57842064,0.91334337
1025275113,0.5785854,0.91334337
1026276643,0.57857645,0.91334337
1027277378,0.57174903,0.91334337
1028278454,0.5785801,0.91334337
1029279522,0.580773,0.91334337
1030281944,0.5817131,0.91334337
1031282513,0.5771742,0.91334337
1032283871,0.5819427,0.91334337
1033285400,0.6141628,0.91334337
1034286795,0.61229205,0.91334337
1035288668,0.61653596,0.91334337
1036290502,0.6181575,0.9134799
1037292604,0.61658645,0.91334337
1038293614,0.6169518,0.91334337
1039294437,0.584025,0.91334337
1040296577,0.5766671,0.91334337
1041297896,0.5819965,0.91334337
1042299752,0.57361513,0.91334337
1043300552,0.5793897,0.91334337
1044301668,0.5782795,0.91334337
1045301526,0.6014843,0.91334337
1046302364,0.61560434,0.91334337
1047303480,0.6169234,0.91334337
1048304352,0.6174612,0.91334337
1049305649,0.5869672,0.91334337
1050307188,0.5757879,0.91334337
1051308102,0.5868294,0.91334337
1052309884,0.5822181,0.91334337
1053311012,0.5882962,0.91334337
1054315521,0.5728826,0.91334337
1055318185,0.57577515,0.91334337
1056319833,0.58321446,0.91334337
1057321874,0.5700774,0.9134799
1058323527,0.5708636,0.91334337
1059324882,0.5705266,0.9134799
1060327150,0.57206607,0.91334337
1061328526,0.58037376,0.91334337
1062329874,0.5756155,0.91334337
1063331945,0.57920337,0.91334337
1064333160,0.57124615,0.91334337
1065334370,0.5775031,0.91334337
1066335616,0.5762278,0.91334337
1067337083,0.5754386,0.91334337
1068338435,0.57110417,0.91334337
1069339438,0.57681787,0.91334337
1070340640,0.56834674,0.91334337
1071342397,0.579461,0.91334337
1072342400,0.56837386,0.91334337
1073343432,0.5814321,0.91334337
1074344580,0.5651616,0.91334337
1075345594,0.57814157,0.91334337
1076347146,0.5732527,0.91334337
1077347520,0.5803515,0.91334337
1078348704,0.575318,0.91334337
1079350454,0.57437474,0.91334337
1080353646,0.57456446,0.91334337
1081355173,0.5800339,0.91334337
1082356865,0.5696341,0.91334337
1083357499,0.57779336,0.91334337
1084358722,0.61009514,0.91334337
1085362898,0.6145507,0.91334337
1086364548,0.61570954,0.91334337
1087367607,0.6205132,0.91334337
1088368803,0.6216575,0.91334337
1089371524,0.59473217,0.91334337
1090372095,0.5735603,0.91334337
1091373957,0.5830409,0.91334337
1092375295,0.58321637,0.91334337
1093376386,0.57986563,0.91334337
1094379520,0.5734781,0.91334337
1095380565,0.60126376,0.91334337
1096381552,0.61957705,0.91334337
1097382677,0.6168283,0.91334337
1098383452,0.6154118,0.91334337
1099385047,0.6161425,0.91334337
1100389618,0.60295916,0.91334337
1101392519,0.5781466,0.91334337
1102393116,0.5724342,0.91334337
1103395222,0.58979756,0.91334337
1104396397,0.6153299,0.91334337
1105398027,0.61528075,0.91334337
1106399817,0.5946264,0.91334337
1107401982,0.582123,0.91334337
1108402495,0.5792004,0.91334337
1109403890,0.5751544,0.91334337
1110405586,0.57258475,0.91334337
1111406732,0.58163595,0.91334337
1112408907,0.57838416,0.91334337
1113410216,0.578475,0.91334337
1114412787,0.58001417,0.91334337
1115413152,0.5806116,0.91334337
1116414644,0.5912699,0.91334337
1117415581,0.6116009,0.91334337
1118415523,0.61802053,0.91334337
1119416745,0.61538565,0.91334337
1120418686,0.6214423,0.91334337
1121418703,0.5982608,0.91334337
1122420607,0.5793642,0.91334337
1123421693,0.5779486,0.91334337
1124422994,0.5747663,0.91334337
1125423539,0.57691693,0.9134799
1126424722,0.57493436,0.91334337
1127427061,0.5788686,0.91334337
1128432630,0.5827004,0.91334337
1129435063,0.5772363,0.91334337
1130435554,0.578937,0.91334337
1131436738,0.5780716,0.91334337
1132438495,0.5740106,0.91334337
1133441094,0.58149636,0.91334337
1134441729,0.5773914,0.91334337
1135445146,0.58609045,0.91334337
1136446344,0.6177863,0.91334337
1137447511,0.6178571,0.91334337
1138448394,0.61639667,0.91334337
1139449407,0.6110146,0.91334337
1140452600,0.6164408,0.91334337
1141453508,0.6161766,0.91334337
1142454358,0.6138874,0.91334337
1143457696,0.6202125,0.91334337
1144458793,0.61788523,0.91334337
1145463827,0.6171799,0.91334337
1146464692,0.6175506,0.91334337
1147467534,0.61225843,0.91334337
1148471426,0.61672896,0.91334337
1149472575,0.6139535,0.91334337
1150477840,0.6133412,0.91334337
1151478486,0.6174617,0.91334337
1152479919,0.62190354,0.91334337
1153479503,0.6140266,0.91334337
1154481013,0.6186762,0.91334337
1155485400,0.6135583,0.91334337
1156488810,0.6191994,0.91334337
1157491825,0.616321,0.91334337
1158495743,0.61430264,0.91334337
1159496597,0.6178232,0.91334337
1160497512,0.61566675,0.91334337
1161499018,0.6030916,0.91334337
1162499431,0.60511255,0.91334337
1163500616,0.613707,0.91334337
1164502581,0.6176387,0.91334337
1165502448,0.6153993,0.91334337
1166503484,0.624318,0.91334337
1167504357,0.5907327,0.91334337
1168505636,0.60899264,0.91334337
1169508415,0.61783874,0.9134799
1170511982,0.6107739,0.9134799
1171514641,0.61401904,0.91334337
1172516041,0.61923265,0.91334337
1173516845,0.5994208,0.91334337
1174518555,0.5807079,0.91334337
1175519887,0.57913315,0.91334337
1176522334,0.5799283,0.91334337
1177523886,0.5780468,0.91334337
1178526635,0.5841836,0.91334337
1179530369,0.61264265,0.91334337
1180531841,0.6166024,0.91334337
1181532335,0.6195189,0.91334337
1182533498,0.61285377,0.91334337
1183536586,0.6151302,0.91334337
1184538108,0.6092793,0.91334337
1185539772,0.6119304,0.91334337
1186540361,0.61550546,0.91334337
1187540364,0.6209732,0.91334337
1188543159,0.6027223,0.91334337
1189544566,0.5829092,0.91334337
1190547133,0.5836659,0.91334337
1191548567,0.5806019,0.91334337
1192549430,0.569864,0.91334337
1193555108,0.58004344,0.91334337
1194556857,0.573581,0.91334337
1195557959,0.57618463,0.91334337
1196560918,0.57409406,0.91334337
1197561903,0.5763228,0.91334337
1198563889,0.57252514,0.91334337
1199564763,0.57526445,0.91334337
1200565602,0.56868666,0.91334337
1201566755,0.5803504,0.91334337
1202569387,0.5771967,0.91334337
1203570331,0.5779824,0.91334337
1204571965,0.5782341,0.91334337
1205571331,0.57737315,0.91334337
1206572389,0.58102715,0.91334337
1207573496,0.57239336,0.91334337
1208574444,0.57792753,0.91334337
1209575331,0.58191144,0.91334337
1210576539,0.5742215,0.91334337
1211579420,0.58076787,0.91334337
1212580561,0.57700086,0.91334337
1213581660,0.5791719,0.91334337
1214582743,0.5730273,0.91334337
1215584085,0.5755639,0.91334337
1216584350,0.57654905,0.91334337
1217585467,0.5789491,0.91334337
1218589110,0.5792929,0.91334337
1219590136,0.57714283,0.91334337
1220591570,0.5747379,0.91334337
1221594479,0.5788758,0.91334337
1222596629,0.5760108,0.91334337
1223597721,0.5748514,0.91334337
1224598468,0.5830095,0.91334337
1225600551,0.5802294,0.91334337
1226602325,0.57905865,0.91334337
1227603504,0.5835949,0.91334337
1228604843,0.6186657,0.91334337
1229605962,0.61034334,0.91334337
1230606751,0.60969573,0.91334337
1231608938,0.57923317,0.91334337
1232611095,0.58112025,0.91334337
1233612330,0.57922256,0.91334337
1234613590,0.57653415,0.91334337
1235615138,0.58768404,0.9134799
1236617565,0.6181849,0.91334337
1237619780,0.6079421,0.91334337
1238620660,0.61771667,0.91334337
1239622474,0.6150638,0.91334337
1240623862,0.6136583,0.91334337
1241623777,0.57485425,0.91334337
1242626808,0.5794177,0.91334337
1243628043,0.5706121,0.91334337
1244629174,0.5802194,0.91334337
1245630515,0.5690968,0.91334337
1246631718,0.58173144,0.91334337
1247634416,0.5747043,0.91334337
1248635471,0.57459956,0.91334337
1249637403,0.57821584,0.91334337
1250638461,0.5773492,0.91334337
1251639332,0.57622355,0.91334337
1252641987,0.5741992,0.91334337
1253642461,0.5713577,0.91334337
1254642639,0.5776664,0.91334337
1255643451,0.5732557,0.91334337
1256644537,0.5836305,0.9134799
1257645400,0.5774224,0.91334337
1258646697,0.5767102,0.91334337
1259648245,0.5764584,0.91334337
1260649585,0.5744914,0.91334337
1261650397,0.5787186,0.91334337
1262652712,0.57717144,0.91334337
1263653483,0.57940996,0.91334337
1264655595,0.57426286,0.91334337
1265656924,0.57957774,0.91334337
1266658690,0.58014727,0.91334337
1267659807,0.57344884,0.91334337
1268660872,0.57294136,0.91334337
1269662340,0.57760286,0.91334337
1270665073,0.5769521,0.91334337
1271666552,0.57650113,0.91334337
1272667708,0.5766447,0.91334337
1273668774,0.57538223,0.91334337
1274670434,0.57729566,0.91334337
1275671889,0.5715494,0.91334337
1276671451,0.5748994,0.91334337
1277672358,0.5753494,0.91334337
1278673723,0.5528116,0.9134799
1279674389,0.5657692,0.9134799
1280676731,0.55572206,0.9134799
1281677859,0.5603659,0.91334337
1282678469,0.55506384,0.91334337
