timestamp,voltage5v_v,voltage3v3_v,v3v3_valid,usb_connected,brick_valid,usb_valid,servo_valid,periph_5v_oc,hipower_5v_oc
634407002,4.714746,0.0,0,0,1,0,1,0,0
634917011,4.716357,0.0,0,0,1,0,1,0,0
635417054,4.6954103,0.0,0,0,1,0,1,0,0
635917051,4.71958,0.0,0,0,1,0,1,0,0
636416990,4.713135,0.0,0,0,1,0,1,0,0
636916989,4.713135,0.0,0,0,1,0,1,0,0
637417039,4.7083006,0.0,0,0,1,0,1,0,0
637917053,4.71958,0.0,0,0,1,0,1,0,0
638417021,4.709912,0.0,0,0,1,0,1,0,0
638926963,4.709912,0.0,0,0,1,0,1,0,0
639426961,4.716357,0.0,0,0,1,0,1,0,0
639926960,4.703467,0.0,0,0,1,0,1,0,0
640426977,4.7179685,0.0,0,0,1,0,1,0,0
640926994,4.716357,0.0,0,0,1,0,1,0,0
641426960,4.709912,0.0,0,0,1,0,1,0,0
641927009,4.7066894,0.0,0,0,1,0,1,0,0
642426991,4.713135,0.0,0,0,1,0,1,0,0
642936989,4.713135,0.0,0,0,1,0,1,0,0
643436989,4.713135,0.0,0,0,1,0,1,0,0
643937017,4.709912,0.0,0,0,1,0,1,0,0
644437017,4.6937985,0.0,0,0,1,0,1,0,0
644937011,4.716357,0.0,0,0,1,0,1,0,0
645437011,4.713135,0.0,0,0,1,0,1,0,0
645937036,4.713135,0.0,0,0,1,0,1,0,0
646437017,4.703467,0.0,0,0,1,0,1,0,0
646947011,4.6970215,0.0,0,0,1,0,1,0,0
647446971,4.71958,0.0,0,0,1,0,1,0,0
647946968,4.709912,0.0,0,0,1,0,1,0,0
648446960,4.709912,0.0,0,0,1,0,1,0,0
648946963,4.700244,0.0,0,0,1,0,1,0,0
649446969,4.716357,0.0,0,0,1,0,1,0,0
649946960,4.713135,0.0,0,0,1,0,1,0,0
650446960,4.703467,0.0,0,0,1,0,1,0,0
650946980,4.709912,0.0,0,0,1,0,1,0,0
651457011,4.700244,0.0,0,0,1,0,1,0,0
651957011,4.713135,0.0,0,0,1,0,1,0,0
652457051,4.71958,0.0,0,0,1,0,1,0,0
652957010,4.713135,0.0,0,0,1,0,1,0,0
653457054,4.703467,0.0,0,0,1,0,1,0,0
653957011,4.716357,0.0,0,0,1,0,1,0,0
654457018,4.709912,0.0,0,0,1,0,1,0,0
654956989,4.700244,0.0,0,0,1,0,1,0,0
655456989,4.7228026,0.0,0,0,1,0,1,0,0
655966976,4.703467,0.0,0,0,1,0,1,0,0
656466960,4.709912,0.0,0,0,1,0,1,0,0
656966960,4.716357,0.0,0,0,1,0,1,0,0
657466985,4.709912,0.0,0,0,1,0,1,0,0
657966960,4.714746,0.0,0,0,1,0,1,0,0
658466960,4.709912,0.0,0,0,1,0,1,0,0
658966967,4.713135,0.0,0,0,1,0,1,0,0
659477011,4.716357,0.0,0,0,1,0,1,0,0
659977011,4.714746,0.0,0,0,1,0,1,0,0
660477011,4.703467,0.0,0,0,1,0,1,0,0
660977024,4.713135,0.0,0,0,1,0,1,0,0
661476989,4.7228026,0.0,0,0,1,0,1,0,0
661976989,4.709912,0.0,0,0,1,0,1,0,0
662487046,4.716357,0.0,0,0,1,0,1,0,0
662986977,4.700244,0.0,0,0,1,0,1,0,0
663486960,4.714746,0.0,0,0,1,0,1,0,0
663986977,4.713135,0.0,0,0,1,0,1,0,0
664486968,4.709912,0.0,0,0,1,0,1,0,0
664997011,4.713135,0.0,0,0,1,0,1,0,0
665497013,4.6921873,0.0,0,0,1,0,1,0,0
665997058,4.6970215,0.0,0,0,1,0,1,0,0
666506960,4.7211914,0.0,0,0,1,0,1,0,0
667006960,4.713135,0.0,0,0,1,0,1,0,0
667506963,4.7179685,0.0,0,0,1,0,1,0,0
668006958,4.690576,0.0,0,0,1,0,1,0,0
668517018,4.709912,0.0,0,0,1,0,1,0,0
669017054,4.703467,0.0,0,0,1,0,1,0,0
669517017,4.716357,0.0,0,0,1,0,1,0,0
670017011,4.709912,0.0,0,0,1,0,1,0,0
670517017,4.700244,0.0,0,0,1,0,1,0,0
671017055,4.709912,0.0,0,0,1,0,1,0,0
671517047,4.709912,0.0,0,0,1,0,1,0,0
672017011,4.716357,0.0,0,0,1,0,1,0,0
672517011,4.690576,0.0,0,0,1,0,1,0,0
673017011,4.716357,0.0,0,0,1,0,1,0,0
673526960,4.716357,0.0,0,0,1,0,1,0,0
674026981,4.709912,0.0,0,0,1,0,1,0,0
674526980,4.7228026,0.0,0,0,1,0,1,0,0
675026960,4.6970215,0.0,0,0,1,0,1,0,0
675527009,4.716357,0.0,0,0,1,0,1,0,0
676026969,4.716357,0.0,0,0,1,0,1,0,0
676526960,4.716357,0.0,0,0,1,0,1,0,0
677026960,4.6954103,0.0,0,0,1,0,1,0,0
677537011,4.6970215,0.0,0,0,1,0,1,0,0
678037030,4.6954103,0.0,0,0,1,0,1,0,0
678537011,4.714746,0.0,0,0,1,0,1,0,0
679037017,4.714746,0.0,0,0,1,0,1,0,0
679537045,4.700244,0.0,0,0,1,0,1,0,0
680036989,4.7228026,0.0,0,0,1,0,1,0,0
680546969,4.726025,0.0,0,0,1,0,1,0,0
681046997,4.716357,0.0,0,0,1,0,1,0,0
681546960,4.709912,0.0,0,0,1,0,1,0,0
682046960,4.6970215,0.0,0,0,1,0,1,0,0
682546963,4.716357,0.0,0,0,1,0,1,0,0
683046960,4.713135,0.0,0,0,1,0,1,0,0
683546960,4.71958,0.0,0,0,1,0,1,0,0
684057011,4.716357,0.0,0,0,1,0,1,0,0
684557050,4.71958,0.0,0,0,1,0,1,0,0
685057011,4.703467,0.0,0,0,1,0,1,0,0
685557010,4.716357,0.0,0,0,1,0,1,0,0
686057039,4.716357,0.0,0,0,1,0,1,0,0
686556989,4.6954103,0.0,0,0,1,0,1,0,0
687057025,4.716357,0.0,0,0,1,0,1,0,0
687566980,4.713135,0.0,0,0,1,0,1,0,0
688067010,4.713135,0.0,0,0,1,0,1,0,0
688566979,4.714746,0.0,0,0,1,0,1,0,0
689066967,4.700244,0.0,0,0,1,0,1,0,0
689577076,4.713135,0.0,0,0,1,0,1,0,0
690077011,4.700244,0.0,0,0,1,0,1,0,0
690577011,4.71958,0.0,0,0,1,0,1,0,0
691077055,4.7066894,0.0,0,0,1,0,1,0,0
691577010,4.7083006,0.0,0,0,1,0,1,0,0
692077011,4.7066894,0.0,0,0,1,0,1,0,0
692577011,4.713135,0.0,0,0,1,0,1,0,0
693576990,4.6937985,0.0,0,0,1,0,1,0,0
694076989,4.7228026,0.0,0,0,1,0,1,0,0
694577040,4.7228026,0.0,0,0,1,0,1,0,0
695077017,4.716357,0.0,0,0,1,0,1,0,0
695577035,4.690576,0.0,0,0,1,0,1,0,0
696087018,4.709912,0.0,0,0,1,0,1,0,0
696586999,4.7115235,0.0,0,0,1,0,1,0,0
697086960,4.709912,0.0,0,0,1,0,1,0,0
697586963,4.713135,0.0,0,0,1,0,1,0,0
698086960,4.6986327,0.0,0,0,1,0,1,0,0
698597011,4.709912,0.0,0,0,1,0,1,0,0
699096989,4.703467,0.0,0,0,1,0,1,0,0
699597028,4.713135,0.0,0,0,1,0,1,0,0
700097028,4.701855,0.0,0,0,1,0,1,0,0
700606960,4.709912,0.0,0,0,1,0,1,0,0
701106963,4.714746,0.0,0,0,1,0,1,0,0
701606989,4.6970215,0.0,0,0,1,0,1,0,0
702106960,4.716357,0.0,0,0,1,0,1,0,0
702606978,4.713135,0.0,0,0,1,0,1,0,0
703106984,4.709912,0.0,0,0,1,0,1,0,0
703617011,4.709912,0.0,0,0,1,0,1,0,0
704117011,4.6970215,0.0,0,0,1,0,1,0,0
704617065,4.71958,0.0,0,0,1,0,1,0,0
705117047,4.713135,0.0,0,0,1,0,1,0,0
705616989,4.716357,0.0,0,0,1,0,1,0,0
706126960,4.716357,0.0,0,0,1,0,1,0,0
706626969,4.6970215,0.0,0,0,1,0,1,0,0
707126960,4.7228026,0.0,0,0,1,0,1,0,0
707626960,4.714746,0.0,0,0,1,0,1,0,0
708126969,4.709912,0.0,0,0,1,0,1,0,0
708626960,4.690576,0.0,0,0,1,0,1,0,0
709137011,4.703467,0.0,0,0,1,0,1,0,0
709637024,4.713135,0.0,0,0,1,0,1,0,0
710137011,4.713135,0.0,0,0,1,0,1,0,0
710637011,4.716357,0.0,0,0,1,0,1,0,0
711137011,4.688965,0.0,0,0,1,0,1,0,0
711637011,4.71958,0.0,0,0,1,0,1,0,0
712136991,4.713135,0.0,0,0,1,0,1,0,0
712646960,4.7066894,0.0,0,0,1,0,1,0,0
713146990,4.709912,0.0,0,0,1,0,1,0,0
713646960,4.6937985,0.0,0,0,1,0,1,0,0
714147003,4.716357,0.0,0,0,1,0,1,0,0
714646985,4.716357,0.0,0,0,1,0,1,0,0
715146980,4.71958,0.0,0,0,1,0,1,0,0
715657011,4.7228026,0.0,0,0,1,0,1,0,0
716157011,4.700244,0.0,0,0,1,0,1,0,0
716657018,4.709912,0.0,0,0,1,0,1,0,0
717157021,4.716357,0.0,0,0,1,0,1,0,0
717657013,4.703467,0.0,0,0,1,0,1,0,0
718157068,4.703467,0.0,0,0,1,0,1,0,0
718666960,4.709912,0.0,0,0,1,0,1,0,0
719166960,4.709912,0.0,0,0,1,0,1,0,0
719666967,4.713135,0.0,0,0,1,0,1,0,0
720166960,4.709912,0.0,0,0,1,0,1,0,0
720666963,4.6970215,0.0,0,0,1,0,1,0,0
721177011,4.716357,0.0,0,0,1,0,1,0,0
721677011,4.6986327,0.0,0,0,1,0,1,0,0
722177011,4.716357,0.0,0,0,1,0,1,0,0
722677011,4.71958,0.0,0,0,1,0,1,0,0
723177075,4.713135,0.0,0,0,1,0,1,0,0
723677018,4.701855,0.0,0,0,1,0,1,0,0
724177011,4.713135,0.0,0,0,1,0,1,0,0
724687020,4.716357,0.0,0,0,1,0,1,0,0
725186969,4.709912,0.0,0,0,1,0,1,0,0
725686973,4.709912,0.0,0,0,1,0,1,0,0
726186960,4.6970215,0.0,0,0,1,0,1,0,0
726686972,4.713135,0.0,0,0,1,0,1,0,0
727186986,4.7066894,0.0,0,0,1,0,1,0,0
727686960,4.703467,0.0,0,0,1,0,1,0,0
728186998,4.703467,0.0,0,0,1,0,1,0,0
728697011,4.6937985,0.0,0,0,1,0,1,0,0
729197011,4.7211914,0.0,0,0,1,0,1,0,0
729697053,4.709912,0.0,0,0,1,0,1,0,0
730197011,4.713135,0.0,0,0,1,0,1,0,0
730697010,4.703467,0.0,0,0,1,0,1,0,0
731206960,4.700244,0.0,0,0,1,0,1,0,0
731706960,4.716357,0.0,0,0,1,0,1,0,0
732207013,4.716357,0.0,0,0,1,0,1,0,0
732706974,4.6970215,0.0,0,0,1,0,1,0,0
733706963,4.703467,0.0,0,0,1,0,1,0,0
734206960,4.709912,0.0,0,0,1,0,1,0,0
734717011,4.6937985,0.0,0,0,1,0,1,0,0
735217011,4.7066894,0.0,0,0,1,0,1,0,0
735717011,4.6937985,0.0,0,0,1,0,1,0,0
736217051,4.71958,0.0,0,0,1,0,1,0,0
736717028,4.716357,0.0,0,0,1,0,1,0,0
737217011,4.713135,0.0,0,0,1,0,1,0,0
737717010,4.700244,0.0,0,0,1,0,1,0,0
738226958,4.6970215,0.0,0,0,1,0,1,0,0
738726970,4.71958,0.0,0,0,1,0,1,0,0
739226960,4.709912,0.0,0,0,1,0,1,0,0
739726960,4.714746,0.0,0,0,1,0,1,0,0
740227022,4.701855,0.0,0,0,1,0,1,0,0
740726960,4.7228026,0.0,0,0,1,0,1,0,0
741237036,4.701855,0.0,0,0,1,0,1,0,0
741737013,4.7115235,0.0,0,0,1,0,1,0,0
742237011,4.714746,0.0,0,0,1,0,1,0,0
742737010,4.709912,0.0,0,0,1,0,1,0,0
743237023,4.713135,0.0,0,0,1,0,1,0,0
743737017,4.713135,0.0,0,0,1,0,1,0,0
744246960,4.716357,0.0,0,0,1,0,1,0,0
744746960,4.709912,0.0,0,0,1,0,1,0,0
745246959,4.703467,0.0,0,0,1,0,1,0,0
745746960,4.709912,0.0,0,0,1,0,1,0,0
746246960,4.709912,0.0,0,0,1,0,1,0,0
746746962,4.714746,0.0,0,0,1,0,1,0,0
747257024,4.716357,0.0,0,0,1,0,1,0,0
747757011,4.709912,0.0,0,0,1,0,1,0,0
748257035,4.6937985,0.0,0,0,1,0,1,0,0
748757011,4.716357,0.0,0,0,1,0,1,0,0
749257011,4.716357,0.0,0,0,1,0,1,0,0
749757011,4.709912,0.0,0,0,1,0,1,0,0
750257011,4.700244,0.0,0,0,1,0,1,0,0
750766968,4.6937985,0.0,0,0,1,0,1,0,0
751266960,4.716357,0.0,0,0,1,0,1,0,0
751766991,4.7083006,0.0,0,0,1,0,1,0,0
752266960,4.7083006,0.0,0,0,1,0,1,0,0
752766960,4.7066894,0.0,0,0,1,0,1,0,0
753267005,4.716357,0.0,0,0,1,0,1,0,0
753766960,4.709912,0.0,0,0,1,0,1,0,0
754277052,4.713135,0.0,0,0,1,0,1,0,0
754777016,4.716357,0.0,0,0,1,0,1,0,0
755277011,4.6954103,0.0,0,0,1,0,1,0,0
755777011,4.716357,0.0,0,0,1,0,1,0,0
756277011,4.716357,0.0,0,0,1,0,1,0,0
756777055,4.716357,0.0,0,0,1,0,1,0,0
757277011,4.6921873,0.0,0,0,1,0,1,0,0
757777027,4.7228026,0.0,0,0,1,0,1,0,0
758287001,4.716357,0.0,0,0,1,0,1,0,0
758786981,4.7115235,0.0,0,0,1,0,1,0,0
759286960,4.7083006,0.0,0,0,1,0,1,0,0
759786970,4.6954103,0.0,0,0,1,0,1,0,0
760286975,4.7083006,0.0,0,0,1,0,1,0,0
760786978,4.709912,0.0,0,0,1,0,1,0,0
761286960,4.709912,0.0,0,0,1,0,1,0,0
761787002,4.6970215,0.0,0,0,1,0,1,0,0
762286960,4.716357,0.0,0,0,1,0,1,0,0
762786960,4.709912,0.0,0,0,1,0,1,0,0
763297048,4.713135,0.0,0,0,1,0,1,0,0
763797010,4.709912,0.0,0,0,1,0,1,0,0
764297011,4.688965,0.0,0,0,1,0,1,0,0
764797052,4.716357,0.0,0,0,1,0,1,0,0
765297010,4.713135,0.0,0,0,1,0,1,0,0
765796989,4.703467,0.0,0,0,1,0,1,0,0
766296989,4.6986327,0.0,0,0,1,0,1,0,0
766807003,4.703467,0.0,0,0,1,0,1,0,0
767306960,4.71958,0.0,0,0,1,0,1,0,0
767806960,4.716357,0.0,0,0,1,0,1,0,0
768307001,4.716357,0.0,0,0,1,0,1,0,0
768806992,4.6986327,0.0,0,0,1,0,1,0,0
769306968,4.71958,0.0,0,0,1,0,1,0,0
769817060,4.6970215,0.0,0,0,1,0,1,0,0
770317011,4.716357,0.0,0,0,1,0,1,0,0
770817011,4.7066894,0.0,0,0,1,0,1,0,0
771317016,4.709912,0.0,0,0,1,0,1,0,0
771817051,4.703467,0.0,0,0,1,0,1,0,0
772317036,4.7228026,0.0,0,0,1,0,1,0,0
772826960,4.709912,0.0,0,0,1,0,1,0,0
773326967,4.716357,0.0,0,0,1,0,1,0,0
773826973,4.7066894,0.0,0,0,1,0,1,0,0
774326968,4.709912,0.0,0,0,1,0,1,0,0
