timestamp,heartbeat_time,data_rate,rate_multiplier,rate_rx,rate_tx,rate_txerr,remote_system_id,remote_component_id,remote_type,remote_system_status,type,mode,flow_control,forwarding,mavlink_v2,ftp,streams
576446277,0,5000.0,1.0,0.0,2.5561378,0.0,0,0,0,0,0,1,0,0,1,0,15
576655330,576650216,1200.0,0.34361058,0.90930593,1.3286798,0.0,10,250,6,0,0,0,0,1,1,1,36
576755821,576751700,1200.0,0.34361058,0.90930593,1.3286798,0.0,218,0,6,4,0,0,0,1,1,1,36
576810325,576804020,1200.0,0.34361058,0.90930593,1.3286798,0.0,42,190,6,0,0,0,0,1,1,1,36
577449056,0,5000.0,1.0,0.0,2.5665777,0.0,0,0,0,0,0,1,0,0,1,0,15
577655522,577649308,1200.0,0.34361058,0.92937905,1.3995239,0.0,10,250,6,0,0,0,0,1,1,1,36
577775106,577772588,1200.0,0.34361058,0.92937905,1.3995239,0.0,42,190,6,0,0,0,0,1,1,1,36
577784585,577777288,1200.0,0.34361058,0.92937905,1.3995239,0.0,218,0,6,4,0,0,0,1,1,1,36
578451460,0,5000.0,1.0,0.0,2.5845344,0.0,0,0,0,0,0,1,0,0,1,0,15
578667589,578667099,1200.0,0.34361058,0.86761266,1.35084,0.0,10,250,6,0,0,0,0,1,1,1,36
578772714,578771275,1200.0,0.34361058,0.86761266,1.35084,0.0,42,190,6,0,0,0,0,1,1,1,36
578803334,578796606,1200.0,0.34361058,0.86761266,1.35084,0.0,218,0,6,4,0,0,0,1,1,1,36
579452031,0,5000.0,1.0,0.0,2.5588443,0.0,0,0,0,0,0,1,0,0,1,0,15
579659064,579650995,1200.0,0.34361058,0.8699183,1.3237886,0.0,10,250,6,0,0,0,0,1,1,1,36
579783304,579780346,1200.0,0.34361058,0.8699183,1.3237886,0.0,42,190,6,0,0,0,0,1,1,1,36
579900081,579891058,1200.0,0.34361058,0.8699183,1.3237886,0.0,218,0,6,4,0,0,0,1,1,1,36
580453454,0,5000.0,1.0,0.0,2.6236951,0.0,0,0,0,0,0,1,0,0,1,0,15
580657971,580652552,1200.0,0.34361058,0.93765247,1.3406352,0.0,10,250,6,0,0,0,0,1,1,1,36
580795840,580794314,1200.0,0.34361058,0.93765247,1.3406352,0.0,42,190,6,0,0,0,0,1,1,1,36
580941523,580936298,1200.0,0.34361058,0.93765247,1.3406352,0.0,218,0,6,4,0,0,0,1,1,1,36
581455031,0,5000.0,1.0,0.0,2.5160484,0.0,0,0,0,0,0,1,0,0,1,0,15
581660473,581655019,1200.0,0.34361058,0.87271273,1.4967922,0.0,10,250,6,0,0,0,0,1,1,1,36
